id	proteinId	PFAM	short_name	long_name	Evalue	start	end
12621	Beaba1|6468	PF00005	ABC_tran	ABC transporter	5.4e-17	593	727
12622	Beaba1|6468	PF00005	ABC_tran	ABC transporter	1.3e-26	1206	1373
12623	Beaba1|6469	PF10447	EXOSC1	Exosome component EXOSC1/CSL4	5.2e-14	116	155
12624	Beaba1|6469	PF14382	ECR1_N	Exosome complex exonuclease RRP4 N-terminal region	1.8e-09	10	45
12625	Beaba1|6470	PF06428	Sec2p	GDP/GTP exchange factor Sec2p	1.2e-10	174	245
12626	Beaba1|6471	PF00330	Aconitase	Aconitase family (aconitate hydratase)	1.6e-98	81	520
12627	Beaba1|6471	PF00694	Aconitase_C	Aconitase C-terminal domain	1.6e-25	582	698
12628	Beaba1|6472	PF00067	p450	Cytochrome P450	1.2e-44	62	454
12629	Beaba1|6473	PF00067	p450	Cytochrome P450	1.4e-72	43	449
12630	Beaba1|6474	PF18631	Cucumopine_C	Cucumopine synthase C-terminal helical bundle domain	1.4e-48	165	314
12631	Beaba1|6475	PF00501	AMP-binding	AMP-binding enzyme	6.4e-42	74	415
12632	Beaba1|6476	PF05255	UPF0220	Uncharacterised protein family (UPF0220)	1.6e-65	3	165
12633	Beaba1|6478	PF04190	DUF410	Protein of unknown function (DUF410)	4.4e-93	39	301
12634	Beaba1|6479	PF06999	Suc_Fer-like	Sucrase/ferredoxin-like	1.1e-60	70	346
12635	Beaba1|648	PF00795	CN_hydrolase	Carbon-nitrogen hydrolase	1.2e-47	12	289
12636	Beaba1|6480	PF00970	FAD_binding_6	Oxidoreductase FAD-binding domain	8.4e-06	147	207
12637	Beaba1|6480	PF00175	NAD_binding_1	Oxidoreductase NAD-binding domain	2.7e-05	224	262
12638	Beaba1|6482	PF12697	Abhydrolase_6	Alpha/beta hydrolase family	8.5e-23	9	251
12639	Beaba1|6483	PF12706	Lactamase_B_2	Beta-lactamase superfamily domain	7e-14	59	289
12640	Beaba1|6483	PF13483	Lactamase_B_3	Beta-lactamase superfamily domain	9.5e-12	43	288
12641	Beaba1|6484	PF16212	PhoLip_ATPase_C	Phospholipid-translocating P-type ATPase C-terminal	1.4e-50	1061	1288
12642	Beaba1|6484	PF16209	PhoLip_ATPase_N	Phospholipid-translocating ATPase N-terminal	1.2e-15	169	221
12643	Beaba1|6484	PF00702	Hydrolase	haloacid dehalogenase-like hydrolase	5.2e-06	621	937
12644	Beaba1|6484	PF00122	E1-E2_ATPase	E1-E2 ATPase	8.3e-07	321	582
12645	Beaba1|6484	PF13246	Cation_ATPase	Cation transport ATPase (P-type)	5.2e-05	712	821
12646	Beaba1|6485	PF13668	Ferritin_2	Ferritin-like domain	2.3e-06	70	198
12647	Beaba1|6486	PF12931	Sec16_C	Sec23-binding domain of Sec16	5e-110	1221	1524
12648	Beaba1|6486	PF12932	Sec16	Vesicle coat trafficking protein Sec16 mid-region	1.1e-33	1049	1167
12649	Beaba1|6486	PF12935	Sec16_N	Vesicle coat trafficking protein Sec16 N-terminus	8e-08	389	540
12650	Beaba1|6487	PF04005	Hus1	Hus1-like protein	1.7e-89	1	368
12651	Beaba1|6491	PF02181	FH2	Formin Homology 2 Domain	1.6e-83	1093	1485
12652	Beaba1|6491	PF06371	Drf_GBD	Diaphanous GTPase-binding Domain	1.2e-57	229	435
12653	Beaba1|6491	PF06367	Drf_FH3	Diaphanous FH3 Domain	4.6e-50	467	668
12654	Beaba1|6492	PF08648	SNRNP27	U4/U6.U5 small nuclear ribonucleoproteins	5.1e-28	191	245
12655	Beaba1|6494	PF11051	Mannosyl_trans3	Mannosyltransferase putative	1.2e-56	174	456
12656	Beaba1|6495	PF03200	Glyco_hydro_63	Glycosyl hydrolase family 63 C-terminal domain	2.3e-171	300	798
12657	Beaba1|6495	PF16923	Glyco_hydro_63N	Glycosyl hydrolase family 63 N-terminal domain	1.8e-79	36	262
12658	Beaba1|6495	PF01204	Trehalase	Trehalase	1.1e-05	588	778
12659	Beaba1|6496	PF00144	Beta-lactamase	Beta-lactamase	3.9e-40	43	371
12660	Beaba1|6497	PF00085	Thioredoxin	Thioredoxin	4.6e-25	13	88
12661	Beaba1|6497	PF13098	Thioredoxin_2	Thioredoxin-like domain	5e-09	18	99
12662	Beaba1|6497	PF13905	Thioredoxin_8	Thioredoxin-like	1.8e-06	19	86
12663	Beaba1|6497	PF04756	OST3_OST6	OST3 / OST6 family, transporter family	9e-07	31	98
12664	Beaba1|6497	PF00578	AhpC-TSA	AhpC/TSA family	2.1e-05	12	53
12665	Beaba1|6498	PF12631	MnmE_helical	MnmE helical domain	1e-32	100	478
12666	Beaba1|6498	PF10396	TrmE_N	GTP-binding protein TrmE N-terminus	1.3e-22	8	97
12667	Beaba1|6498	PF01926	MMR_HSR1	50S ribosome-binding GTPase	9.6e-19	199	322
12668	Beaba1|6498	PF02421	FeoB_N	Ferrous iron transport protein B	4.8e-06	198	331
12669	Beaba1|6499	PF00227	Proteasome	Proteasome subunit	4.2e-50	29	213
12670	Beaba1|6499	PF10584	Proteasome_A_N	Proteasome subunit A N-terminal signature	7.5e-11	6	28
12671	Beaba1|65	PF07690	MFS_1	Major Facilitator Superfamily	8.3e-21	69	345
12672	Beaba1|65	PF07690	MFS_1	Major Facilitator Superfamily	3.5e-13	269	437
12673	Beaba1|650	PF00037	Fer4	4Fe-4S binding domain	3.7e-05	128	147
12674	Beaba1|650	PF00037	Fer4	4Fe-4S binding domain	6.2e-08	164	185
12675	Beaba1|650	PF12838	Fer4_7	4Fe-4S dicluster domain	1.6e-12	130	184
12676	Beaba1|650	PF13237	Fer4_10	4Fe-4S dicluster domain	2.6e-06	128	181
12677	Beaba1|650	PF13187	Fer4_9	4Fe-4S dicluster domain	9e-08	130	185
12678	Beaba1|650	PF12800	Fer4_4	4Fe-4S binding domain	0.0003	129	144
12679	Beaba1|6500	PF03641	Lysine_decarbox	Possible lysine decarboxylase	6e-30	60	211
12680	Beaba1|6501	PF05602	CLPTM1	Cleft lip and palate transmembrane protein 1 (CLPTM1)	8e-147	91	522
12681	Beaba1|6503	PF10483	Elong_Iki1	Elongator subunit Iki1	1.5e-71	16	255
12682	Beaba1|6503	PF13774	Longin	Regulated-SNARE-like domain	9.2e-24	323	404
12683	Beaba1|6503	PF00957	Synaptobrevin	Synaptobrevin	2.7e-15	420	499
12684	Beaba1|6504	PF13919	ASXH	Asx homology domain	3.6e-38	77	201
12685	Beaba1|6505	PF07690	MFS_1	Major Facilitator Superfamily	1.3e-18	111	498
12686	Beaba1|6506	PF13472	Lipase_GDSL_2	GDSL-like Lipase/Acylhydrolase family	2.2e-19	281	468
12687	Beaba1|6506	PF00657	Lipase_GDSL	GDSL-like Lipase/Acylhydrolase	2.2e-07	278	472
12688	Beaba1|6509	PF02661	Fic	Fic/DOC family	1.2e-13	121	219
12689	Beaba1|651	PF00246	Peptidase_M14	Zinc carboxypeptidase	4.7e-36	96	433
12690	Beaba1|6510	PF10355	Ytp1	Protein of unknown function (Ytp1)	3e-67	168	411
12691	Beaba1|6510	PF10348	DUF2427	Domain of unknown function (DUF2427)	8e-31	40	140
12692	Beaba1|6511	PF10280	Med11	Mediator complex protein	1.1e-45	24	166
12693	Beaba1|6512	PF04494	TFIID_NTD2	WD40 associated region in TFIID subunit, NTD2 domain	4e-39	87	216
12694	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	0.0014	369	404
12695	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	0.03	424	481
12696	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	2.8e-05	485	522
12697	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	5.2e-05	529	567
12698	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	0.01	572	609
12699	Beaba1|6512	PF00400	WD40	WD domain, G-beta repeat	2.4e-07	620	652
12700	Beaba1|6512	PF08513	LisH	LisH	4.4e-07	43	69
12701	Beaba1|6513	PF09325	Vps5	Vps5 C terminal like	2.5e-88	303	523
12702	Beaba1|6513	PF00787	PX	PX domain	3.8e-23	162	270
12703	Beaba1|6515	PF01613	Flavin_Reduct	Flavin reductase like domain	7.4e-31	91	262
12704	Beaba1|6516	PF00183	HSP90	Hsp90 protein	2.7e-222	182	682
12705	Beaba1|6516	PF02518	HATPase_c	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	5.3e-14	25	179
12706	Beaba1|6516	PF13589	HATPase_c_3	Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase	3.5e-10	23	144
12707	Beaba1|6517	PF03062	MBOAT	MBOAT, membrane-bound O-acyltransferase family	1.8e-37	354	612
12708	Beaba1|6518	PF00226	DnaJ	DnaJ domain	4.5e-20	7	72
12709	Beaba1|6519	PF13649	Methyltransf_25	Methyltransferase domain	2.8e-09	63	158
12710	Beaba1|6519	PF08241	Methyltransf_11	Methyltransferase domain	3.3e-08	63	161
12711	Beaba1|6519	PF08242	Methyltransf_12	Methyltransferase domain	3.6e-07	61	160
12712	Beaba1|652	PF00550	PP-binding	Phosphopantetheine attachment site	5.1e-12	62	128
12713	Beaba1|6520	PF00149	Metallophos	Calcineurin-like phosphoesterase	8.8e-11	16	230
12714	Beaba1|6523	PF02845	CUE	CUE domain	4.5e-07	65	100
12715	Beaba1|6525	PF10637	Ofd1_CTDD	Oxoglutarate and iron-dependent oxygenase degradation C-term	1.8e-86	331	628
12716	Beaba1|6525	PF13661	2OG-FeII_Oxy_4	2OG-Fe(II) oxygenase superfamily	4.7e-26	147	267
12717	Beaba1|6525	PF13640	2OG-FeII_Oxy_3	2OG-Fe(II) oxygenase superfamily	1.7e-12	148	267
12718	Beaba1|6527	PF07519	Tannase	Tannase and feruloyl esterase	2.6e-91	80	528
12719	Beaba1|6528	PF12340	DUF3638	Protein of unknown function (DUF3638)	2.4e-89	2052	2275
12720	Beaba1|6528	PF12359	DUF3645	Protein of unknown function (DUF3645)	2.3e-13	2394	2426
12721	Beaba1|6529	PF13738	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	1.7e-14	14	251
12722	Beaba1|6529	PF00743	FMO-like	Flavin-binding monooxygenase-like	7.6e-13	13	245
12723	Beaba1|6529	PF13450	NAD_binding_8	NAD(P)-binding Rossmann-like domain	8e-08	15	58
12724	Beaba1|6529	PF01946	Thi4	Thi4 family	7.5e-07	9	51
12725	Beaba1|6529	PF07992	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	2.2e-06	11	237
12726	Beaba1|653	PF00642	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	3.2e-05	37	57
12727	Beaba1|653	PF00642	zf-CCCH	Zinc finger C-x8-C-x5-C-x3-H type (and similar)	0.00025	65	82
12728	Beaba1|653	PF18044	zf-CCCH_4	CCCH-type zinc finger	1.4e-05	66	81
12729	Beaba1|6530	PF00266	Aminotran_5	Aminotransferase class-V	5.5e-57	67	431
12730	Beaba1|6530	PF01053	Cys_Met_Meta_PP	Cys/Met metabolism PLP-dependent enzyme	6.6e-06	144	267
12731	Beaba1|6531	PF05730	CFEM	CFEM domain	1.6e-12	20	86
12732	Beaba1|6532	PF04366	Ysc84	Las17-binding protein actin regulator	1.7e-46	149	277
12733	Beaba1|6533	PF00732	GMC_oxred_N	GMC oxidoreductase	1.1e-58	8	306
12734	Beaba1|6533	PF05199	GMC_oxred_C	GMC oxidoreductase	5.7e-33	421	590
12735	Beaba1|6534	PF08059	SEP	SEP domain	8.4e-24	218	291
12736	Beaba1|6534	PF14555	UBA_4	UBA-like domain	1.9e-14	9	48
12737	Beaba1|6534	PF00789	UBX	UBX domain	1.7e-09	332	391
12738	Beaba1|5505	PF06333	Med13_C	Mediator complex subunit 13 C-terminal domain	4e-80	1172	1466
12739	Beaba1|5505	PF11597	Med13_N	Mediator complex subunit 13 N-terminal	7.7e-22	7	361
12740	Beaba1|5506	PF08159	NUC153	NUC153 domain	4.5e-11	495	523
12741	Beaba1|5509	PF00471	Ribosomal_L33	Ribosomal protein L33	1.1e-05	11	54
12742	Beaba1|551	PF07690	MFS_1	Major Facilitator Superfamily	8.7e-31	102	555
12743	Beaba1|5510	PF10615	DUF2470	Protein of unknown function (DUF2470)	3.3e-22	11	84
12744	Beaba1|5511	PF00271	Helicase_C	Helicase conserved C-terminal domain	1e-15	265	366
12745	Beaba1|5511	PF00270	DEAD	DEAD/DEAH box helicase	1.4e-15	28	193
12746	Beaba1|5511	PF16124	RecQ_Zn_bind	RecQ zinc-binding	1.6e-10	379	440
12747	Beaba1|5512	PF10428	SOG2	RAM signalling pathway protein	7.9e-57	454	695
12748	Beaba1|5512	PF10428	SOG2	RAM signalling pathway protein	9.2e-16	704	838
12749	Beaba1|5512	PF13855	LRR_8	Leucine rich repeat	2.2e-06	122	177
12750	Beaba1|5513	PF06320	GCN5L1	GCN5-like protein 1 (GCN5L1)	1.3e-13	130	221
12751	Beaba1|5514	PF02544	Steroid_dh	3-oxo-5-alpha-steroid 4-dehydrogenase	6.4e-29	157	307
12752	Beaba1|5516	PF01201	Ribosomal_S8e	Ribosomal protein S8e	1.7e-54	1	188
12753	Beaba1|5517	PF00566	RabGAP-TBC	Rab-GTPase-TBC domain	3.3e-49	477	657
12754	Beaba1|5518	PF06025	DUF913	Domain of Unknown Function (DUF913)	7.5e-128	566	997
12755	Beaba1|5518	PF06012	DUF908	Domain of Unknown Function (DUF908)	1.6e-119	119	500
12756	Beaba1|5518	PF00632	HECT	HECT-domain (ubiquitin-transferase)	2.5e-92	3664	3977
12757	Beaba1|5518	PF14377	UBM	Ubiquitin binding region	3e-08	2900	2931
12758	Beaba1|5518	PF14377	UBM	Ubiquitin binding region	2.6e-07	2939	2972
12759	Beaba1|5518	PF14377	UBM	Ubiquitin binding region	4.9e-08	2987	3017
12760	Beaba1|5519	PF01092	Ribosomal_S6e	Ribosomal protein S6e	2.3e-56	28	153
12761	Beaba1|552	PF08588	DUF1769	Protein of unknown function (DUF1769)	7.8e-28	111	166
12762	Beaba1|5520	PF09696	Ctf8	Ctf8	1.8e-38	24	144
12763	Beaba1|5521	PF01636	APH	Phosphotransferase enzyme family	3.7e-19	17	244
12764	Beaba1|5522	PF01866	Diphthamide_syn	Putative diphthamide synthesis protein	1.1e-114	132	433
12765	Beaba1|5523	PF01263	Aldose_epim	Aldose 1-epimerase	6.3e-45	42	380
12766	Beaba1|5524	PF00006	ATP-synt_ab	ATP synthase alpha/beta family, nucleotide-binding domain	2.8e-65	144	374
12767	Beaba1|5524	PF02874	ATP-synt_ab_N	ATP synthase alpha/beta family, beta-barrel domain	1e-13	24	87
12768	Beaba1|5525	PF00682	HMGL-like	HMGL-like	4.2e-08	34	125
12769	Beaba1|5525	PF00682	HMGL-like	HMGL-like	4.2e-31	153	337
12770	Beaba1|5526	PF00091	Tubulin	Tubulin/FtsZ family, GTPase domain	1.8e-66	3	213
12771	Beaba1|5526	PF03953	Tubulin_C	Tubulin C-terminal domain	4.2e-50	263	391
12772	Beaba1|5528	PF00397	WW	WW domain	1.6e-11	19	49
12773	Beaba1|5530	PF06741	LsmAD	LsmAD domain	3.3e-27	179	252
12774	Beaba1|5531	PF00675	Peptidase_M16	Insulinase (Peptidase family M16)	5.5e-18	48	188
12775	Beaba1|5531	PF05193	Peptidase_M16_C	Peptidase M16 inactive domain	5.3e-14	199	377
12776	Beaba1|5532	PF05645	RNA_pol_Rpc82	RNA polymerase III subunit RPC82	1.3e-47	161	475
12777	Beaba1|5532	PF08221	HTH_9	RNA polymerase III subunit RPC82 helix-turn-helix domain	5.9e-14	9	69
12778	Beaba1|5533	PF00153	Mito_carr	Mitochondrial carrier protein	1.1e-06	125	202
12779	Beaba1|5533	PF00153	Mito_carr	Mitochondrial carrier protein	3.4e-15	210	294
12780	Beaba1|5535	PF08656	DASH_Dad3	DASH complex subunit Dad3	7.7e-34	12	82
12781	Beaba1|5536	PF03719	Ribosomal_S5_C	Ribosomal protein S5, C-terminal domain	3.5e-19	438	509
12782	Beaba1|5536	PF00333	Ribosomal_S5	Ribosomal protein S5, N-terminal domain	8.8e-16	363	426
12783	Beaba1|5537	PF10373	EST1_DNA_bind	Est1 DNA/RNA binding domain	1.2e-12	403	678
12784	Beaba1|5538	PF00899	ThiF	ThiF family	2.6e-39	104	365
12785	Beaba1|554	PF07883	Cupin_2	Cupin domain	6.4e-11	84	140
12786	Beaba1|5540	PF18388	Atg29_N	Atg29 N-terminal domain	6.8e-26	6	58
12787	Beaba1|5541	PF03190	Thioredox_DsbH	Protein of unknown function, DUF255	7.3e-58	33	203
12788	Beaba1|5542	PF05783	DLIC	Dynein light intermediate chain (DLIC)	2e-29	25	341
12789	Beaba1|5543	PF00076	RRM_1	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	4.6e-15	35	104
12790	Beaba1|5544	PF00400	WD40	WD domain, G-beta repeat	0.0081	215	240
12791	Beaba1|5545	PF04082	Fungal_trans	Fungal specific transcription factor domain	7.1e-09	137	325
12792	Beaba1|5546	PF01507	PAPS_reduct	Phosphoadenosine phosphosulfate reductase family	1.4e-05	73	148
12793	Beaba1|5546	PF01507	PAPS_reduct	Phosphoadenosine phosphosulfate reductase family	4.9e-20	163	238
12794	Beaba1|5547	PF00735	Septin	Septin	4.9e-108	15	293
12795	Beaba1|5548	PF01027	Bax1-I	Inhibitor of apoptosis-promoting Bax1	1.3e-51	78	279
12796	Beaba1|5549	PF03798	TRAM_LAG1_CLN8	TLC domain	1.8e-48	157	386
12797	Beaba1|5549	PF08390	TRAM1	TRAM1-like protein	8e-20	95	153
12798	Beaba1|555	PF12014	DUF3506	Domain of unknown function (DUF3506)	2.3e-51	349	482
12799	Beaba1|555	PF12937	F-box-like	F-box-like	1.8e-05	63	99
12800	Beaba1|5550	PF00501	AMP-binding	AMP-binding enzyme	1.3e-83	127	585
12801	Beaba1|5550	PF13193	AMP-binding_C	AMP-binding enzyme C-terminal domain	3e-17	594	695
12802	Beaba1|5551	PF00144	Beta-lactamase	Beta-lactamase	2.5e-34	109	415
12803	Beaba1|5552	PF04488	Gly_transf_sug	Glycosyltransferase sugar-binding region containing DXD motif	2.4e-14	113	194
12804	Beaba1|5553	PF01179	Cu_amine_oxid	Copper amine oxidase, enzyme domain	3.4e-151	259	677
12805	Beaba1|5554	PF01729	QRPTase_C	Quinolinate phosphoribosyl transferase, C-terminal domain	5.1e-56	127	300
12806	Beaba1|5554	PF02749	QRPTase_N	Quinolinate phosphoribosyl transferase, N-terminal domain	3.4e-17	43	125
12807	Beaba1|5555	PF06441	EHN	Epoxide hydrolase N terminus	3.3e-29	15	128
12808	Beaba1|5555	PF00561	Abhydrolase_1	alpha/beta hydrolase fold	3e-12	114	217
12809	Beaba1|5557	PF11700	ATG22	Vacuole effluxer Atg22 like	4e-127	70	537
12810	Beaba1|5558	PF00106	adh_short	short chain dehydrogenase	1.9e-26	71	254
12811	Beaba1|5558	PF13561	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	1.3e-16	77	255
12812	Beaba1|5558	PF13460	NAD_binding_10	NAD(P)H-binding	6.8e-10	77	251
12813	Beaba1|5558	PF08659	KR	KR domain	3e-05	72	205
12814	Beaba1|5558	PF01370	Epimerase	NAD dependent epimerase/dehydratase family	1.5e-05	74	232
12815	Beaba1|5559	PF04299	FMN_bind_2	Putative FMN-binding domain	1.6e-58	1	213
12816	Beaba1|5561	PF01137	RTC	RNA 3'-terminal phosphate cyclase	1.7e-48	13	336
12817	Beaba1|5564	PF13855	LRR_8	Leucine rich repeat	3.2e-10	210	264
12818	Beaba1|5564	PF12799	LRR_4	Leucine Rich repeats (2 copies)	5.5e-08	231	268
12819	Beaba1|5565	PF00069	Pkinase	Protein kinase domain	5.4e-17	7	127
12820	Beaba1|5565	PF00069	Pkinase	Protein kinase domain	5.6e-35	157	290
12821	Beaba1|5565	PF07714	Pkinase_Tyr	Protein tyrosine kinase	5.5e-37	9	287
12822	Beaba1|5566	PF00651	BTB	BTB/POZ domain	2.9e-10	143	218
12823	Beaba1|5566	PF00651	BTB	BTB/POZ domain	4.2e-12	353	437
12824	Beaba1|5566	PF13637	Ank_4	Ankyrin repeats (many copies)	9.1e-08	41	88
12825	Beaba1|5566	PF12796	Ank_2	Ankyrin repeats (3 copies)	6e-07	41	92
12826	Beaba1|5566	PF00023	Ank	Ankyrin repeat	0.031	69	93
12827	Beaba1|5567	PF01633	Choline_kinase	Choline/ethanolamine kinase	7e-58	350	600
12828	Beaba1|5567	PF04428	Choline_kin_N	Choline kinase N terminus	2.2e-18	241	313
12829	Beaba1|5568	PF13344	Hydrolase_6	Haloacid dehalogenase-like hydrolase	2.7e-20	17	124
12830	Beaba1|5568	PF13242	Hydrolase_like	HAD-hyrolase-like	6.6e-20	281	374
12831	Beaba1|5569	PF02630	SCO1-SenC	SCO1/SenC	5e-48	121	258
12832	Beaba1|557	PF08327	AHSA1	Activator of Hsp90 ATPase homolog 1-like protein	1.2e-07	44	114
12833	Beaba1|5570	PF00628	PHD	PHD-finger	9.2e-11	98	146
12834	Beaba1|5571	PF00400	WD40	WD domain, G-beta repeat	0.0058	196	217
12835	Beaba1|5572	PF02347	GDC-P	Glycine cleavage system P-protein	1.2e-149	88	532
12836	Beaba1|5572	PF02347	GDC-P	Glycine cleavage system P-protein	3.8e-09	562	839
12837	Beaba1|5572	PF01212	Beta_elim_lyase	Beta-eliminating lyase	6.8e-06	652	793
12838	Beaba1|5573	PF10642	Tom5	Mitochondrial import receptor subunit or translocase	4.4e-21	1	48
12839	Beaba1|5574	PF13874	Nup54	Nucleoporin complex subunit 54	1.6e-36	121	257
12840	Beaba1|5574	PF18570	Nup54_57_C	NUP57/Nup54 C-terminal domain	4.2e-15	286	314
12841	Beaba1|5575	PF06747	CHCH	CHCH domain	8.4e-07	91	124
12842	Beaba1|5577	PF00188	CAP	Cysteine-rich secretory protein family	1.9e-18	135	265
12843	Beaba1|5579	PF11578	DUF3237	Protein of unknown function (DUF3237)	2e-22	127	280
12844	Beaba1|5580	PF12328	Rpp20	Rpp20 subunit of nuclear RNase MRP and P	3.3e-30	49	190
12845	Beaba1|5580	PF01918	Alba	Alba	4.8e-09	51	142
12846	Beaba1|5582	PF08591	RNR_inhib	Ribonucleotide reductase inhibitor	5.8e-31	56	148
12847	Beaba1|5583	PF01738	DLH	Dienelactone hydrolase family	3e-22	55	274
12848	Beaba1|5584	PF10443	RNA12	RNA12 protein	1.7e-147	397	831
12849	Beaba1|5585	PF11326	DUF3128	Protein of unknown function (DUF3128)	1.1e-23	114	198
12850	Beaba1|5586	PF00012	HSP70	Hsp70 protein	1.8e-260	7	613
12851	Beaba1|5586	PF06723	MreB_Mbl	MreB/Mbl protein	1.3e-15	139	375
12852	Beaba1|5588	PF00069	Pkinase	Protein kinase domain	2.1e-26	316	571
12853	Beaba1|5588	PF07714	Pkinase_Tyr	Protein tyrosine kinase	1.2e-15	353	520
12854	Beaba1|5589	PF11699	CENP-C_C	Mif2/CENP-C like	1.5e-30	519	602
12855	Beaba1|5589	PF15624	Mif2_N	Kinetochore CENP-C fungal homologue, Mif2, N-terminal	6.7e-26	17	135
12856	Beaba1|5589	PF07883	Cupin_2	Cupin domain	1.6e-06	532	599
12857	Beaba1|559	PF00174	Oxidored_molyb	Oxidoreductase molybdopterin binding domain	5.3e-57	194	375
12858	Beaba1|559	PF03404	Mo-co_dimer	Mo-co oxidoreductase dimerisation domain	1.1e-15	397	499
12859	Beaba1|559	PF03404	Mo-co_dimer	Mo-co oxidoreductase dimerisation domain	7.8e-08	546	586
12860	Beaba1|559	PF00173	Cyt-b5	Cytochrome b5-like Heme/Steroid binding domain	5.9e-13	60	131
12861	Beaba1|5590	PF01351	RNase_HII	Ribonuclease HII	7.6e-47	59	286
12862	Beaba1|5591	PF05879	RHD3	Root hair defective 3 GTP-binding protein (RHD3)	0.0	56	834
12863	Beaba1|5591	PF02263	GBP	Guanylate-binding protein, N-terminal domain	1.2e-07	51	168
12864	Beaba1|5592	PF00755	Carn_acyltransf	Choline/Carnitine o-acyltransferase	1.1e-208	82	739
12865	Beaba1|5593	PF05729	NACHT	NACHT domain	2.3e-08	352	551
12866	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	8.1e-06	621	652
12867	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	4.4e-07	657	681
12868	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	7.4e-05	698	726
12869	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	5.7e-06	733	762
12870	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	3.8e-06	767	795
12871	Beaba1|5594	PF00806	PUF	Pumilio-family RNA binding repeat	0.00016	808	831
12872	Beaba1|5595	PF00562	RNA_pol_Rpb2_6	RNA polymerase Rpb2, domain 6	2e-118	686	1062
12873	Beaba1|5595	PF04563	RNA_pol_Rpb2_1	RNA polymerase beta subunit	2.7e-55	43	418
12874	Beaba1|5595	PF04560	RNA_pol_Rpb2_7	RNA polymerase Rpb2, domain 7	1.3e-32	1064	1148
12875	Beaba1|5595	PF04561	RNA_pol_Rpb2_2	RNA polymerase Rpb2, domain 2	5e-27	193	376
12876	Beaba1|5595	PF04566	RNA_pol_Rpb2_4	RNA polymerase Rpb2, domain 4	2.8e-21	557	618
12877	Beaba1|5595	PF04565	RNA_pol_Rpb2_3	RNA polymerase Rpb2, domain 3	4.8e-20	455	518
12878	Beaba1|5595	PF04567	RNA_pol_Rpb2_5	RNA polymerase Rpb2, domain 5	5.2e-10	639	679
12879	Beaba1|5596	PF08423	Rad51	Rad51	2e-43	121	418
12880	Beaba1|5596	PF13481	AAA_25	AAA domain	2.3e-09	133	301
12881	Beaba1|9811	PF00078	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)	2.9e-29	503	751
12882	Beaba1|9811	PF14529	Exo_endo_phos_2	Endonuclease-reverse transcriptase	3.7e-16	116	224
12883	Beaba1|9812	PF00082	Peptidase_S8	Subtilase family	1.6e-24	176	426
12884	Beaba1|9812	PF06280	fn3_5	Fn3-like domain	3.4e-11	460	571
12885	Beaba1|9813	PF01375	Enterotoxin_a	Heat-labile enterotoxin alpha chain	5.7e-18	71	258
12886	Beaba1|9816	PF00078	RVT_1	Reverse transcriptase (RNA-dependent DNA polymerase)	2e-23	10	219
12887	Beaba1|982	PF13393	tRNA-synt_His	Histidyl-tRNA synthetase	4.7e-32	17	298
12888	Beaba1|982	PF03129	HGTP_anticodon	Anticodon binding domain	5.5e-12	392	489
12889	Beaba1|9821	PF01300	Sua5_yciO_yrdC	Telomere recombination	5.5e-11	71	237
12890	Beaba1|9825	PF16073	SAT	Starter unit:ACP transacylase in aflatoxin biosynthesis	3.5e-39	20	240
12891	Beaba1|9825	PF00109	ketoacyl-synt	Beta-ketoacyl synthase, N-terminal domain	9.2e-28	383	492
12892	Beaba1|9825	PF05699	Dimer_Tnp_hAT	hAT family C-terminal dimerisation region	0.00014	567	609
12893	Beaba1|983	PF00561	Abhydrolase_1	alpha/beta hydrolase fold	7.4e-15	92	203
12894	Beaba1|983	PF12146	Hydrolase_4	Serine aminopeptidase, S33	2.1e-13	89	244
12895	Beaba1|983	PF12697	Abhydrolase_6	Alpha/beta hydrolase family	1.7e-09	92	372
12896	Beaba1|9830	PF01734	Patatin	Patatin-like phospholipase	8e-23	15	228
12897	Beaba1|9836	PF00132	Hexapep	Bacterial transferase hexapeptide (six repeats)	1.1e-06	370	403
12898	Beaba1|9836	PF14602	Hexapep_2	Hexapeptide repeat of succinyl-transferase	3e-06	311	345
12899	Beaba1|9836	PF00172	Zn_clus	Fungal Zn(2)-Cys(6) binuclear cluster domain	7.8e-08	162	194
12900	Beaba1|9837	PF13424	TPR_12	Tetratricopeptide repeat	1.8e-08	121	187
