ProteinId.t1,Name,SC16a,CcL,CcD,PFAM annotation,GO annotation (terminal nodes only),KEGG annotation,SignalP/SmallSecretedProteins,Transcription factors,Transmembrane domains,MEROPS proteases,Manual annotations,Secondary metabolism,SC16a -> CcL: Up/Down,SC16a -> CcL: q value,"SC16a -> CcL: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",SC16a -> CcD: Up/Down,SC16a -> CcD: q value,"SC16a -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?",CcL -> CcD: Up/Down,CcL -> CcD: q value,"CcL -> CcD: : q-value <= 0.05, fold change >= 2, and >= 1 sample with >= 4 expression value?"
Ophio5|7782.t1,,98.2048,85.3777,77.8641,PF13000.2|Acatn;PF13000.2|Acatn,GO:0016021|integral component of membrane;GO:0008521|acetyl-CoA transporter activity,,,,11,,,,Down,0.591261,No,Down,0.340063,No,Down,0.727363,No
Ophio5|7783.t1,,0.0447945,0,0,PF00722.16|Glyco_hydro_16,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|7784.t1,,0.0378746,0,0.0568473,PF13460.1|NAD_binding_10;PF05368.8|NmrA,,,,,,,,,Down,1,No,Up,1,No,Up,1,No
Ophio5|7785.t1,,23.7477,0.879569,1.12478,PF07690.11|MFS_1,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,9,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,1,No
Ophio5|7786.t1,,73.1044,71.8032,46.6339,PF00520.26|Ion_trans;PF00520.26|Ion_trans;PF00520.26|Ion_trans;PF00520.26|Ion_trans,GO:0016020|membrane;GO:0005216|ion channel activity;GO:0006811|ion transport;GO:0055085|transmembrane transport,,,,20,,,,Down,0.95717,No,Down,0.0877451,No,Down,0.098192,No
Ophio5|7787.t1,,2.969,0,0,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.000285532,No,Down,0.000285532,No,=,1,No
Ophio5|7788.t1,,46.9608,87.555,48.5782,,,,,,,,,,Up,0.00794416,No,Up,0.908528,No,Down,0.011207,No
Ophio5|7789.t1,,10.9343,126.689,62.5686,PF03727.11|Hexokinase_2;PF00349.16|Hexokinase_1,"GO:0005975|carbohydrate metabolic process;GO:0005524|ATP binding;GO:0016773|phosphotransferase activity, alcohol group as acceptor",,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.00411343,Yes
Ophio5|779.t1,,0.0346279,16.2193,26.0898,PF00891.13|Methyltransf_2,GO:0008171|O-methyltransferase activity,,,,,,,,Up,0.235608,No,Up,0.235608,No,Up,0.0928759,No
Ophio5|7790.t1,,21.977,90.452,41.0494,PF12738.2|PTCB-BRCT;PF00533.21|BRCT;PF00533.21|BRCT,,,,,,,,,Up,0.000285532,Yes,Up,0.00463862,No,Down,0.00204693,Yes
Ophio5|7791.t1,,25.2426,24.812,27.4404,PF15469.1|Sec5,GO:0000145|exocyst;GO:0006893|Golgi to plasma membrane transport,,,,1,,,,Down,0.951885,No,Up,0.760845,No,Up,0.70657,No
Ophio5|7792.t1,,81.3298,231.645,208.723,PF00180.15|Iso_dh,"GO:0055114|oxidation-reduction process;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.704035,No
Ophio5|7793.t1,,1.7414,3.3196,7.53455,,,,,,,,,,Up,1,No,Up,0.241971,No,Up,0.400238,No
Ophio5|7794.t1,,0.114842,1230.38,62.8204,,,,,,1,,,,Up,0.194151,No,Up,0.194151,No,Down,0.000285532,Yes
Ophio5|7795.t1,,0.0441409,88.3783,0.744941,PF13419.1|HAD_2;PF13242.1|Hydrolase_like,,,,,,,,,Up,0.303357,No,Up,1,No,Down,0.000285532,Yes
Ophio5|7796.t1,,0,32.3,0.367117,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,,,1,,,,Up,0.000285532,Yes,Up,1,No,Down,0.000535012,Yes
Ophio5|7797.t1,,31.7743,30.1092,10.5495,,,,,,,,,,Down,0.899513,No,Down,0.00121735,Yes,Down,0.00262723,Yes
Ophio5|7798.t1,,60.6685,50.411,53.9611,PF10261.4|Scs3p,,,,,4,,,,Down,0.48176,No,Down,0.671956,No,Up,0.825122,No
Ophio5|7799.t1,,0.50284,187.519,7.806,PF13847.1|Methyltransf_31;PF02353.15|CMAS;PF08241.7|Methyltransf_11;PF13489.1|Methyltransf_23;PF08498.5|Sterol_MT_C;PF12847.2|Methyltransf_18;PF08242.7|Methyltransf_12;PF01209.13|Ubie_methyltran;PF13659.1|Methyltransf_26;PF13649.1|Methyltransf_25;PF01135.14|PCMT;PF01596.12|Methyltransf_3;PF09445.5|Methyltransf_15,GO:0009452|7-methylguanosine RNA capping;GO:0008168|methyltransferase activity;GO:0008610|lipid biosynthetic process;GO:0004719|protein-L-isoaspartate (D-aspartate) O-methyltransferase activity;GO:0006464|cellular protein modification process;GO:0008171|O-methyltransferase activity;GO:0008152|metabolic process;GO:0001510|RNA methylation;GO:0006694|steroid biosynthetic process,,,,,,,,Up,0.00262723,Yes,Up,0.00463862,Yes,Down,0.000285532,Yes
Ophio5|78.t1,,163.484,280.511,123.657,PF04777.8|Evr1_Alr,GO:0055114|oxidation-reduction process;GO:0016972|thiol oxidase activity,,,,,,,,Up,0.0431893,No,Down,0.236835,No,Down,0.00281521,Yes
Ophio5|780.t1,,27.252,93.6099,75.5309,PF13641.1|Glyco_tranf_2_3;PF13506.1|Glyco_transf_21;PF00535.21|Glycos_transf_2,"GO:0016757|transferase activity, transferring glycosyl groups",,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.419074,No
Ophio5|7800.t1,,2.54868,1.46377,0.346691,PF01522.16|Polysacc_deac_1,"GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;GO:0005975|carbohydrate metabolic process",,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.34234,No,Down,0.0627015,No,Down,0.128377,No
Ophio5|7801.t1,,0.532654,46.7401,1.61026,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,SignalP: has predicted secretion signal,,1,,,,Up,0.000285532,Yes,Up,0.0482059,No,Down,0.000285532,Yes
Ophio5|7802.t1,,50.889,159.818,106.875,,,,,,,,,,Up,0.000285532,Yes,Up,0.00121735,Yes,Down,0.111883,No
Ophio5|7803.t1,,17.6252,8.92752,2.96685,,,,,,,,,,Down,0.100055,No,Down,0.00164691,Yes,Down,0.0346916,Yes
Ophio5|7804.t1,,108.547,38.1379,48.985,PF08613.6|Cyclin,GO:0000079|regulation of cyclin-dependent protein serine/threonine kinase activity;GO:0019901|protein kinase binding,,,,,,,,Down,0.000285532,Yes,Down,0.000770107,Yes,Up,0.320198,No
Ophio5|7805.t1,,158.069,74.7336,37.7439,PF02776.13|TPP_enzyme_N;PF02775.16|TPP_enzyme_C;PF00205.17|TPP_enzyme_M,GO:0030976|thiamine pyrophosphate binding;GO:0000287|magnesium ion binding;GO:0003824|catalytic activity,,,,,,,,Down,0.00121735,Yes,Down,0.000285532,Yes,Down,0.00223648,No
Ophio5|7806.t1,,1.81116,0.322075,0.554249,PF03169.10|OPT,GO:0055085|transmembrane transport,,,,15,,,,Down,0.00481026,No,Down,0.0136942,No,Up,1,No
Ophio5|7807.t1,,117.526,107.062,97.0786,PF00270.24|DEAD;PF00271.26|Helicase_C,GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding,,,,,,,,Down,0.743494,No,Down,0.463611,No,Down,0.721129,No
Ophio5|7808.t1,,7.66965,8.61966,8.54975,PF00067.17|p450;PF00667.15|FAD_binding_1;PF00258.20|Flavodoxin_1;PF00175.16|NAD_binding_1,"GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0010181|FMN binding;GO:0005506|iron ion binding",,,,,,,,Up,0.704459,No,Up,0.729112,No,Down,0.979862,No
Ophio5|7809.t1,,0.985372,178.915,4.53449,PF01728.14|FtsJ,GO:0032259|methylation;GO:0008168|methyltransferase activity,,,,,,,,Up,0.000285532,Yes,Up,0.00731372,Yes,Down,0.000285532,Yes
Ophio5|781.t1,,85.9159,32.8682,60.8936,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr;PF08587.6|UBA_2,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0004674|protein serine/threonine kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.000285532,Yes,Down,0.150127,No,Up,0.00549944,No
Ophio5|7810.t1,,55.5278,14.8988,12.0693,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.651864,No
Ophio5|7811.t1,,418.815,246.66,26.8021,PF01794.14|Ferric_reduct;PF08022.7|FAD_binding_8;PF08030.7|NAD_binding_6,GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process,,,,6,,,,Down,0.187279,No,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7812.t1,,1530.01,400.252,68.682,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7813.t1,,41.9427,1.05294,0.0658785,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,1,,,,Down,0.000285532,Yes,Down,0.255907,No,Down,1,No
Ophio5|7814.t1,,29.5525,37.487,30.1476,PF00501.23|AMP-binding;PF00501.23|AMP-binding;PF00501.23|AMP-binding;PF06464.6|DMAP_binding,GO:0008134|transcription factor binding;GO:0005634|nucleus;GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,Up,0.350436,No,Up,0.946047,No,Down,0.394684,No
Ophio5|7815.t1,,46.4958,24.4731,23.9197,,,,,,,,,,Down,0.109182,No,Down,0.0810016,No,Down,0.963727,No
Ophio5|7816.t1,,3.31332,4.26001,6.71252,,,,,,,,,,Up,0.524671,No,Up,0.0362149,Yes,Up,0.186178,No
Ophio5|7817.t1,,73.7316,68.233,89.3012,PF02112.10|PDEase_II;PF02112.10|PDEase_II;PF02112.10|PDEase_II,"GO:0006198|cAMP catabolic process;GO:0004115|3',5'-cyclic-AMP phosphodiesterase activity",,,,,,,,Down,0.781762,No,Up,0.445331,No,Up,0.289507,No
Ophio5|7818.t1,,39.9448,53.5851,41.7664,PF01613.13|Flavin_Reduct,GO:0016491|oxidoreductase activity;GO:0042602|riboflavin reductase (NADPH) activity;GO:0055114|oxidation-reduction process;GO:0010181|FMN binding,,,,,,,,Up,0.281611,No,Up,0.893966,No,Down,0.359084,No
Ophio5|7819.t1,,23.665,23.0505,36.0021,PF13691.1|Lactamase_B_4,GO:0008033|tRNA processing,,,,,,,,Down,0.953461,No,Up,0.246209,No,Up,0.218187,No
Ophio5|782.t1,,50.5734,46.041,35.3913,PF00622.23|SPRY,GO:0005515|protein binding,,,,,,,,Down,0.713027,No,Down,0.112395,No,Down,0.260237,No
Ophio5|7820.t1,,29.0105,37.9185,51.1292,PF12706.2|Lactamase_B_2;PF00753.22|Lactamase_B,GO:0016787|hydrolase activity,,,,,,,,Up,0.261577,No,Up,0.00965978,No,Up,0.192932,No
Ophio5|7821.t1,,91.0655,72.0448,71.2302,PF00069.20|Pkinase;PF07714.12|Pkinase_Tyr,GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation,,,,,,,,Down,0.341927,No,Down,0.318248,No,Down,0.968812,No
Ophio5|7822.t1,,33.8308,2.78692,4.43647,,,,,,,,,,Down,0.120631,No,Down,0.0566466,No,Up,0.710339,No
Ophio5|7823.t1,,62.5892,128.667,107.521,PF03820.12|Mtc,GO:0008324|cation transmembrane transporter activity;GO:0016020|membrane;GO:0006812|cation transport;GO:0055085|transmembrane transport,,,,1,,,,Up,0.00143681,Yes,Up,0.0134207,No,Down,0.506668,No
Ophio5|7824.t1,,4.38819,2.80918,3.02368,,,,,,,,,,Down,0.244634,No,Down,0.302694,No,Up,0.875405,No
Ophio5|7825.t1,,20.3,24.8235,35.7697,PF00025.16|Arf;PF00071.17|Ras;PF04670.7|Gtr1_RagA;PF08477.8|Miro;PF01926.18|MMR_HSR1;PF09439.5|SRPRB,GO:0007264|small GTPase mediated signal transduction;GO:0005634|nucleus;GO:0005737|cytoplasm;GO:0005525|GTP binding;GO:0005622|intracellular,,,,,,,,Up,0.586362,No,Up,0.0686078,No,Up,0.259403,No
Ophio5|7826.t1,,68.3923,55.8865,56.0835,PF13254.1|DUF4045;PF13254.1|DUF4045,,,,,,,,,Down,0.455856,No,Down,0.465648,No,Up,0.991412,No
Ophio5|7827.t1,,47.5869,111.791,126.957,PF01553.16|Acyltransferase,"GO:0016746|transferase activity, transferring acyl groups;GO:0008152|metabolic process",,,,2,,,,Up,0.000770107,Yes,Up,0.000285532,Yes,Up,0.613973,No
Ophio5|7828.t1,,83.5884,81.581,81.8233,PF09804.4|DUF2347;PF14831.1|DUF4484,,,,,,,,,Down,0.934424,No,Down,0.940817,No,Up,0.99153,No
Ophio5|7829.t1,,34.3246,30.5388,12.6289,,,,,,,,,,Down,0.746763,No,Down,0.00204693,Yes,Down,0.00650469,Yes
Ophio5|783.t1,,117.603,225.792,267.382,,,,,,,,,,Up,0.0580481,No,Up,0.000997454,Yes,Up,0.645502,No
Ophio5|7830.t1,,114.243,110.52,52.4994,,,,,,,,,,Down,0.924189,No,Down,0.00262723,Yes,Down,0.00223648,Yes
Ophio5|7831.t1,,0.045539,10.0283,0.947126,,,,,,,,,,Up,0.222425,No,Up,1,No,Down,0.000285532,Yes
Ophio5|7832.t1,,0,4.15089,0.458563,PF00704.23|Glyco_hydro_18,"GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds",,SignalP: has predicted secretion signal,,2,,,,Up,0.000285532,Yes,Up,1,No,Down,0.0134207,Yes
Ophio5|7833.t1,,138.235,16.9262,22.7099,,,,SignalP: has predicted secretion signal,,4,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.510189,No
Ophio5|7834.t1,,36.0167,62.4998,5.313,PF01565.18|FAD_binding_4,GO:0055114|oxidation-reduction process;GO:0016491|oxidoreductase activity;GO:0050660|flavin adenine dinucleotide binding;GO:0008762|UDP-N-acetylmuramate dehydrogenase activity,,,,,,,,Up,0.0851461,No,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7835.t1,,173.368,47.9662,8.23,PF02133.10|Transp_cyt_pur,GO:0016020|membrane;GO:0015205|nucleobase transmembrane transporter activity;GO:0015851|nucleobase transport,,,,12,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7836.t1,,0.843955,0.434987,1.04052,PF11327.3|DUF3129,,,SignalP: has predicted secretion signal,,,,,,Down,1,No,Up,1,No,Up,1,No
Ophio5|7837.t1,,92.4891,74.4344,68.7574,PF14226.1|DIOX_N;PF03171.15|2OG-FeII_Oxy,"GO:0016706|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;GO:0055114|oxidation-reduction process;GO:0016491|oxidoreductase activity",,,,,,,,Down,0.424335,No,Down,0.205549,No,Down,0.79976,No
Ophio5|7838.t1,,8.42387,98.8579,34.5244,PF00067.17|p450,"GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding",,,,1,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7839.t1,,7.36965,107.01,188.995,PF04082.13|Fungal_trans;PF00172.13|Zn_clus,"GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated",,,Zn2Cys6,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.0311726,No
Ophio5|784.t1,,21.5605,102.959,144.15,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.219813,No
Ophio5|7840.t1,,99.4247,69.266,74.7096,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,GO:0005515|protein binding,,,,,,,,Down,0.118989,No,Down,0.219083,No,Up,0.779751,No
Ophio5|7841.t1,,85.3793,191.26,119.174,PF01793.11|Glyco_transf_15,GO:0000030|mannosyltransferase activity;GO:0006486|protein glycosylation;GO:0016020|membrane,,,,1,,,,Up,0.000285532,Yes,Up,0.14947,No,Down,0.0480155,No
Ophio5|7842.t1,,14.6927,22.7603,17.2783,PF04130.8|Spc97_Spc98,GO:0000226|microtubule cytoskeleton organization;GO:0000922|spindle pole;GO:0005815|microtubule organizing center,,,,,,,,Up,0.0671431,No,Up,0.555484,No,Down,0.259116,No
Ophio5|7843.t1,,33.9065,30.9682,27.1041,PF02230.11|Abhydrolase_2,GO:0016787|hydrolase activity,,,,,,,,Down,0.79735,No,Down,0.488827,No,Down,0.700909,No
Ophio5|7844.t1,,49.0126,37.1382,47.5658,,,,,,,,,,Down,0.249725,No,Down,0.918744,No,Up,0.316529,No
Ophio5|7845.t1,,14.3434,0,0,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,=,1,No
Ophio5|7846.t1,,55.5395,59.5672,46.6676,PF03815.14|LCCL,,,,,7,,,,Up,0.804979,No,Down,0.490275,No,Down,0.319137,No
Ophio5|7847.t1,,20.3376,26.1759,31.688,PF01702.13|TGT,GO:0008616|queuosine biosynthetic process;GO:0008479|queuine tRNA-ribosyltransferase activity;GO:0006400|tRNA modification,,,,,,,,Up,0.377908,No,Up,0.0959036,No,Up,0.500312,No
Ophio5|7848.t1,,31.9009,183.189,47.6667,PF00245.15|Alk_phosphatase;PF01663.17|Phosphodiest,GO:0016791|phosphatase activity;GO:0003824|catalytic activity;GO:0008152|metabolic process,,,,,,,,Up,0.000285532,Yes,Up,0.0763721,No,Down,0.000285532,Yes
Ophio5|7849.t1,,0.408213,0.829057,1.04402,PF03932.9|CutC;PF03932.9|CutC,GO:0005507|copper ion binding;GO:0055070|copper ion homeostasis,,,,,,,,Up,1,No,Up,1,No,Up,1,No
Ophio5|785.t1,,103.382,300.485,470.685,PF01221.13|Dynein_light,GO:0005875|microtubule associated complex;GO:0007017|microtubule-based process,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.061031,No
Ophio5|7850.t1,,0,0.732218,1.98865,PF07690.11|MFS_1,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,,,14,,,,Up,1,No,Up,0.000285532,No,Up,0.0538755,No
Ophio5|7851.t1,,0.623187,0,0,,,,,,,,,,Down,1,No,Down,1,No,=,1,No
Ophio5|7852.t1,,20.2812,4.30053,0.758671,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.00714526,Yes
Ophio5|7853.t1,,1589.51,114.343,28.2443,PF00199.14|Catalase;PF00199.14|Catalase;PF06628.7|Catalase-rel,GO:0004096|catalase activity;GO:0055114|oxidation-reduction process;GO:0020037|heme binding,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7854.t1,,0.453273,3.46663,4.39334,,,,,,,,,,Up,0.200537,No,Up,0.198956,No,Up,0.724754,No
Ophio5|7855.t1,,0.624185,8.91689,6.80899,PF11001.3|DUF2841,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.416454,No
Ophio5|7856.t1,,278.09,120.698,116.883,PF00010.21|HLH,GO:0046983|protein dimerization activity,,,bHLH,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.913971,No
Ophio5|7857.t1,,57.135,56.9015,57.2015,PF01485.16|IBR;PF01485.16|IBR;PF05773.17|RWD,GO:0008270|zinc ion binding;GO:0005515|protein binding,,,,,,,,Down,0.987087,No,Up,0.996217,No,Up,0.986679,No
Ophio5|7858.t1,,77.1579,132.849,88.4857,,,,,,,,,,Up,0.0155274,No,Up,0.610324,No,Down,0.0739491,No
Ophio5|7859.t1,,75.6671,86.5837,87.5406,PF02958.15|EcKinase;PF01636.18|APH,,,,,,,,,Up,0.595965,No,Up,0.563737,No,Up,0.971367,No
Ophio5|786.t1,,1.6067,58.1536,4.89061,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Up,0.000285532,Yes,Up,0.06228,No,Down,0.000285532,Yes
Ophio5|7860.t1,,458.073,173.715,180.767,PF02077.10|SURF4,GO:0016021|integral component of membrane,,,,7,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.901941,No
Ophio5|7861.t1,,19.0121,10.5532,16.4546,PF14479.1|HeLo,,,,,,,,,Down,0.0297099,No,Down,0.619695,No,Up,0.114307,No
Ophio5|7862.t1,,11.1265,5.38508,24.2753,PF14671.1|DSPn;PF00782.15|DSPc;PF00102.22|Y_phosphatase,GO:0008138|protein tyrosine/serine/threonine phosphatase activity;GO:0004725|protein tyrosine phosphatase activity;GO:0006470|protein dephosphorylation,,,,,,,,Down,0.0709895,No,Up,0.00319905,Yes,Up,0.000535012,Yes
Ophio5|7863.t1,,57.7169,11.4087,35.6666,,,,SignalP: has predicted secretion signal; SSP: small secreted protein,,,,,,Down,0.000285532,Yes,Down,0.172265,No,Up,0.00731372,Yes
Ophio5|7864.t1,,59.6571,60.6902,57.9738,,,,,,,,,,Up,0.954491,No,Down,0.92242,No,Down,0.876372,No
Ophio5|7865.t1,,25.6441,21.3213,30.624,PF05007.8|Mannosyl_trans;PF06728.8|PIG-U;PF09594.5|DUF2029,"GO:0005789|endoplasmic reticulum membrane;GO:0016021|integral component of membrane;GO:0016758|transferase activity, transferring hexosyl groups;GO:0006506|GPI anchor biosynthetic process",,,,9,,,,Down,0.540895,No,Up,0.53059,No,Up,0.181861,No
Ophio5|7866.t1,,36.7674,39.6521,43.2113,,,,,,,,,,Up,0.793076,No,Up,0.523612,No,Up,0.758246,No
Ophio5|7867.t1,,2.53491,2.51266,2.14207,,,,,,,,,,Down,0.989918,No,Down,0.717542,No,Down,0.733613,No
Ophio5|7868.t1,,59.497,604.567,120.794,PF08772.6|NOB1_Zn_bind,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7869.t1,,98.8546,133.988,110.845,PF01536.11|SAM_decarbox,GO:0008295|spermidine biosynthetic process;GO:0006597|spermine biosynthetic process;GO:0004014|adenosylmethionine decarboxylase activity,,,,,,,,Up,0.206312,No,Up,0.665848,No,Down,0.466425,No
Ophio5|787.t1,,12.0533,112.922,20.3288,,,,,,,,,,Up,0.000285532,Yes,Up,0.0872775,No,Down,0.000285532,Yes
Ophio5|7870.t1,,2.45986,13.2859,83.1077,PF03781.11|FGE-sulfatase,,,SignalP: has predicted secretion signal,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Up,0.000285532,Yes
Ophio5|7871.t1,,97.7824,365.892,276.95,PF00179.21|UQ_con,GO:0016881|acid-amino acid ligase activity,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.239939,No
Ophio5|7872.t1,,369.347,1613.07,1372.6,PF07991.7|IlvN;PF01450.14|IlvC,GO:0004455|ketol-acid reductoisomerase activity;GO:0009082|branched-chain amino acid biosynthetic process;GO:0055114|oxidation-reduction process;GO:0008652|cellular amino acid biosynthetic process,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.684572,No
Ophio5|7873.t1,,15.6009,278.03,252.074,PF07690.11|MFS_1,GO:0016021|integral component of membrane;GO:0055085|transmembrane transport,,SignalP: has predicted secretion signal,,6,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.743274,No
Ophio5|7874.t1,,0.307446,2.47106,2.84734,PF00264.15|Tyrosinase,GO:0016491|oxidoreductase activity;GO:0008152|metabolic process,,SignalP: has predicted secretion signal,,,,,,Up,0.00446104,No,Up,0.00300616,No,Up,0.773338,No
Ophio5|7875.t1,,45.6335,17.9817,12.8389,PF01212.16|Beta_elim_lyase,GO:0006520|cellular amino acid metabolic process;GO:0016829|lyase activity,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Down,0.263586,No
Ophio5|7876.t1,,147.108,110.645,88.8154,PF03153.8|TFIIA,GO:0005672|transcription factor TFIIA complex;GO:0006367|transcription initiation from RNA polymerase II promoter,,,,,,,,Down,0.232245,No,Down,0.0232862,No,Down,0.358155,No
Ophio5|7877.t1,,435.813,102.534,503.627,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,GO:0005515|protein binding,,,,,,,,Down,0.000285532,Yes,Up,0.696662,No,Up,0.000285532,Yes
Ophio5|7878.t1,,45.1232,51.4515,45.3355,PF13418.1|Kelch_4;PF13418.1|Kelch_4;PF13854.1|Kelch_5;PF13854.1|Kelch_5;PF01344.20|Kelch_1;PF13415.1|Kelch_3;PF00651.26|BTB,GO:0005515|protein binding,,,,,,,,Up,0.610479,No,Up,0.987938,No,Down,0.621129,No
Ophio5|7879.t1,,161.711,51.5962,58.4029,,,,,,,,,,Down,0.000285532,Yes,Down,0.000285532,Yes,Up,0.643933,No
Ophio5|788.t1,,3.09895,117.115,22.0261,,,,,,,,,,Up,0.000285532,Yes,Up,0.000285532,Yes,Down,0.000285532,Yes
Ophio5|7880.t1,,7.59885,0.556499,0.617732,,,,,,,,,,Down,0.0163513,Yes,Down,0.0155274,Yes,Up,1,No
Ophio5|7881.t1,,237.717,474.94,324.55,PF04588.8|HIG_1_N,,,,,3,,,,Up,0.0102906,No,Up,0.184552,No,Down,0.155489,No
Ophio5|7882.t1,,50.4667,27.0162,49.2688,PF13415.1|Kelch_3;PF13415.1|Kelch_3;PF13415.1|Kelch_3;PF13415.1|Kelch_3;PF13415.1|Kelch_3;PF13418.1|Kelch_4;PF13418.1|Kelch_4;PF13418.1|Kelch_4;PF13854.1|Kelch_5;PF13854.1|Kelch_5;PF13854.1|Kelch_5;PF13854.1|Kelch_5;PF01344.20|Kelch_1;PF01344.20|Kelch_1;PF01344.20|Kelch_1;PF13964.1|Kelch_6,GO:0005515|protein binding,,,,,,,,Down,0.00375377,No,Down,0.931101,No,Up,0.00714526,No
Ophio5|7883.t1,,31.5591,33.4204,42.5057,PF01207.12|Dus;PF01207.12|Dus,GO:0008033|tRNA processing;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding;GO:0017150|tRNA dihydrouridine synthase activity,,,,,,,,Up,0.834747,No,Up,0.204817,No,Up,0.31036,No
Ophio5|7884.t1,,96.1171,130.151,74.24,PF04088.8|Peroxin-13_N;PF07653.12|SH3_2,"GO:0016021|integral component of membrane;GO:0005777|peroxisome;GO:0016560|protein import into peroxisome matrix, docking",,,,,,,,Up,0.194328,No,Down,0.268304,No,Down,0.0099683,No
Ophio5|7885.t1,,119.193,76.0966,54.7935,PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40,GO:0005515|protein binding,,,,,,,,Down,0.0626027,No,Down,0.000535012,Yes,Down,0.165229,No
