module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_ocflo_okim,rhy_ocflo_beau_cluster3,rhy_ocflo_beau_cluster4,inf_v_control,abs_log2FC,control_rhy24,inf_rhy24,signalP,SSP,TMHMM,arb2_gene,GOs,pfams,sc16a_homolog,BH_pval,control_pval,inf_pval
OC11,317.21,NA,GQ602_005213,40S ribosomal protein S20,no,no,no,NA,0.032444008,yes,NA,NA,NA,NA,Ophcf2|05213,NA,PF00338|Ribosomal_S10;,Ophio5|5448,0.89891446,0.00842621,NA
OC11,316.34,NA,GQ602_003035,Dcp1-like decapping,no,no,yes,NA,0.260032088,yes,NA,NA,NA,NA,Ophcf2|03035,GO:0006401|RNA catabolic process; GO:0065009|regulation of molecular function; GO:0008047|enzyme activator activity; GO:0019222|regulation of metabolic process; GO:0003674|molecular_function; GO:0009056|catabolic process; GO:0034655|nucleobase-containing compound catabolic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0009057|macromolecule catabolic process; GO:0000956|nuclear-transcribed mRNA catabolic process; GO:0000290|deadenylation-dependent decapping of nuclear-transcribed mRNA; GO:0010629|negative regulation of gene expression; GO:1901361|organic cyclic compound catabolic process; GO:0043170|macromolecule metabolic process; GO:0044265|cellular macromolecule catabolic process; GO:0098772|molecular function regulator; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0050789|regulation of biological process; GO:0006725|cellular aromatic compound metabolic process; GO:0019439|aromatic compound catabolic process; GO:0046483|heterocycle metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0044093|positive regulation of molecular function; GO:0010468|regulation of gene expression; GO:0009892|negative regulation of metabolic process; GO:1901575|organic substance catabolic process; GO:0030234|enzyme regulator activity; GO:0044238|primary metabolic process; GO:0010605|negative regulation of macromolecule metabolic process; GO:0016071|mRNA metabolic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0006402|mRNA catabolic process; GO:0043085|positive regulation of catalytic activity; GO:0065007|biological regulation; GO:0008150|biological_process; GO:0044270|cellular nitrogen compound catabolic process; GO:0046700|heterocycle catabolic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:0048519|negative regulation of biological process; GO:0050790|regulation of catalytic activity; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0060255|regulation of macromolecule metabolic process; GO:0044248|cellular catabolic process;,PF06058|DCP1;,Ophio5|5769,0.050395426,0.0136888,NA
OC11,316.15,NA,GQ602_001149,60S ribosomal protein L8,no,no,no,NA,0.177336497,yes,NA,NA,NA,NA,Ophcf2|01149,NA,PF01248|Ribosomal_L7Ae;,Ophio5|6956,0.471790456,0.00842621,NA
OC11,316.15,NA,GQ602_006105,"Ribosomal protein L22/L17, eukaryotic/archaeal",no,no,no,NA,0.0684333,yes,NA,NA,NA,NA,Ophcf2|06105,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00237|Ribosomal_L22;,Ophio5|7761,0.796272953,0.00842621,NA
OC11,315.43,NA,GQ602_004003,electron transfer flavoprotein beta-subunit,no,no,no,NA,0.24112786,yes,NA,NA,NA,NA,Ophcf2|04003,NA,PF01012|ETF;,Ophio5|8040,0.000617722,0.00842621,NA
OC11,313.7,NA,GQ602_005406,T-complex protein 1 subunit beta,no,no,no,NA,0.015662007,yes,NA,NA,NA,NA,Ophcf2|05406,GO:0035639|purine ribonucleoside triphosphate binding; GO:0005488|binding; GO:1901265|nucleoside phosphate binding; GO:0097159|organic cyclic compound binding; GO:0017076|purine nucleotide binding; GO:0003674|molecular_function; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0005524|ATP binding; GO:0043167|ion binding; GO:0032553|ribonucleotide binding; GO:0032559|adenyl ribonucleotide binding; GO:0000166|nucleotide binding; GO:0030554|adenyl nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0008144|drug binding;,PF00118|Cpn60_TCP1;,Ophio5|1579,0.864979887,0.021846184,NA
OC11,312.59,NA,GQ602_006245,related to small unique nuclear receptor co-repressor,no,no,no,NA,0.477955107,yes,NA,NA,NA,NA,Ophcf2|06245,NA,NA,Ophio5|3269,0.001130963,0.021846184,NA
OC11,312.58,NA,GQ602_006408,50S ribosomal protein LP2,no,no,no,NA,0.394854054,yes,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|06408,NA,PF00428|Ribosomal_60s;,Ophio5|6409,0.069176425,0.00842621,NA
OC11,312.58,NA,GQ602_006868,60S acidic ribosomal protein P1,no,no,no,NA,0.035638668,yes,NA,NA,NA,NA,Ophcf2|06868,NA,PF00428|Ribosomal_60s;,Ophio5|922,0.889864905,0.00842621,NA
OC11,311.95,NA,GQ602_001817,40S ribosomal protein S23,no,no,no,NA,0.275912558,yes,NA,NA,NA,NA,Ophcf2|01817,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00164|Ribosom_S12_S23;,Ophio5|943,0.133663259,0.002997003,NA
OC11,311.91,NA,GQ602_002030,Ribosomal protein L22e,no,no,no,NA,0.033921332,yes,NA,NA,NA,NA,Ophcf2|02030,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF01776|Ribosomal_L22e;,Ophio5|6777,0.868286719,0.03420442,NA
OC11,311.22,NA,GQ602_006684,30S ribosomal protein S10e,no,no,no,NA,0.299583171,yes,NA,NA,NA,NA,Ophcf2|06684,NA,PF03501|S10_plectin;,Ophio5|7446,0.189020151,0.002997003,NA
OC11,310.98,NA,GQ602_004861,AT hook-like protein,no,no,no,NA,0.127750704,yes,NA,NA,NA,NA,Ophcf2|04861,NA,NA,Ophio5|803,0.624867485,0.03420442,NA
OC11,310.6,NA,GQ602_006094,alpha/beta hydrolase,no,no,yes,NA,0.374499286,yes,NA,NA,NA,NA,Ophcf2|06094,NA,PF00561|Abhydrolase_1; PF12146|Hydrolase_4; PF12697|Abhydrolase_6;,Ophio5|222,0.058564396,0.021846184,NA
OC11,310,NA,GQ602_004414,60S ribosomal protein L36,no,no,no,NA,0.03805743,yes,NA,NA,NA,NA,Ophcf2|04414,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF01158|Ribosomal_L36e;,Ophio5|3145,0.88209064,0.0136888,NA
OC11,310,NA,GQ602_000820,Nascent polypeptide-associated complex subunit alpha,no,no,no,NA,0.013948812,yes,NA,NA,NA,NA,Ophcf2|00820,NA,PF01849|NAC;,Ophio5|600,0.941616801,0.0136888,NA
OC11,309.65,NA,GQ602_006158,60S ribosomal protein L37,yes,no,no,NA,0.035890478,yes,NA,NA,NA,NA,Ophcf2|06158,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0005622|intracellular; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF01907|Ribosomal_L37e;,Ophio5|5333,0.891848077,0.021846184,NA
OC11,309.64,NA,GQ602_006038,60S ribosomal protein L28,no,no,no,NA,0.120452879,yes,NA,NA,NA,NA,Ophcf2|06038,NA,PF01778|Ribosomal_L28e;,Ophio5|5879,0.454772532,0.005101588,NA
OC11,308.6,NA,GQ602_005468,Transmembrane amino acid transporter family protein,no,no,no,NA,0.391694264,yes,NA,Has signal peptide;,Small secreted protein;,NA,Ophcf2|05468,NA,PF18457|PUD1_2;,Ophio5|2428,0.196258405,0.03420442,NA
OC11,308.1,NA,GQ602_005487,DNA repair and recombination protein rhm52,no,no,yes,NA,0.062193713,yes,NA,NA,NA,NA,Ophcf2|05487,NA,PF04098|Rad52_Rad22;,Ophio5|4031,0.686192622,0.0136888,NA
OC11,307.93,NA,GQ602_001776,Zinc finger protein bud20,no,no,no,NA,0.025710547,yes,NA,NA,NA,NA,Ophcf2|01776,NA,PF12171|zf-C2H2_jaz;,Ophio5|4976,0.864743538,0.021846184,NA
OC11,306.78,NA,GQ602_001887,pyruvate dehydrogenase E1 component alpha subunit,no,no,yes,NA,0.43388682,yes,NA,NA,NA,NA,Ophcf2|01887,"GO:0003824|catalytic activity; GO:0016624|oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0016903|oxidoreductase activity, acting on the aldehyde or oxo group of donors;",PF00676|E1_dh;,Ophio5|4042,0.036750251,0.00842621,NA
OC11,305.17,NA,GQ602_006818,N-acetyltransferase complex ARD1 subunit,no,no,no,NA,0.176727461,yes,NA,NA,NA,NA,Ophcf2|06818,"GO:0003824|catalytic activity; GO:0016740|transferase activity; GO:0003674|molecular_function; GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups; GO:0016746|transferase activity, transferring acyl groups;",PF00583|Acetyltransf_1; PF13673|Acetyltransf_10; PF08445|FR47;,Ophio5|306,0.171725791,0.03420442,NA
OC11,304.52,NA,GQ602_000827,related to FMP43 Found in Mitochondrial Proteome,no,no,no,NA,0.141844993,yes,NA,NA,NA,1;,Ophcf2|00827,GO:0005575|cellular_component; GO:1901475|pyruvate transmembrane transport; GO:0005743|mitochondrial inner membrane; GO:1905039|carboxylic acid transmembrane transport; GO:0015711|organic anion transport; GO:0019866|organelle inner membrane; GO:0006811|ion transport; GO:0015849|organic acid transport; GO:0016020|membrane; GO:0044424|intracellular part; GO:0006848|pyruvate transport; GO:0034220|ion transmembrane transport; GO:0031090|organelle membrane; GO:0046942|carboxylic acid transport; GO:1990542|mitochondrial transmembrane transport; GO:0006850|mitochondrial pyruvate transmembrane transport; GO:0044464|cell part; GO:0006820|anion transport; GO:0051234|establishment of localization; GO:0044446|intracellular organelle part; GO:0015718|monocarboxylic acid transport; GO:0006810|transport; GO:0044422|organelle part; GO:0044429|mitochondrial part; GO:0051179|localization; GO:0098656|anion transmembrane transport; GO:0071702|organic substance transport; GO:0031966|mitochondrial membrane; GO:0008150|biological_process; GO:0044444|cytoplasmic part; GO:1903825|organic acid transmembrane transport; GO:0055085|transmembrane transport; GO:0006839|mitochondrial transport;,PF03650|MPC;,Ophio5|4729,0.101634932,0.021846184,NA
OC11,304.36,NA,GQ602_007191,autophagy-like protein 3,no,no,no,NA,0.394442799,NA,NA,NA,NA,1;,Ophcf2|07191,NA,PF03987|Autophagy_act_C;,Ophio5|553,5.06E-05,NA,NA
OC11,303.77,NA,GQ602_002764,Deoxyhypusine hydroxylase,no,no,no,NA,0.138767828,yes,NA,NA,NA,NA,Ophcf2|02764,NA,PF13646|HEAT_2; PF03130|HEAT_PBS;,Ophio5|2896,0.197640505,0.005101588,NA
OC11,303.76,NA,GQ602_006132,40S ribosomal protein S9,no,no,no,NA,0.176332821,yes,NA,NA,NA,NA,Ophcf2|06132,GO:0005575|cellular_component; GO:0005488|binding; GO:0005622|intracellular; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0019843|rRNA binding; GO:0003723|RNA binding; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0044464|cell part;,PF00163|Ribosomal_S4; PF01479|S4;,Ophio5|5021,0.449265818,0.005101588,NA
OC11,301.99,NA,GQ602_001792,UDP-glucose 4-epimerase Gal10,no,no,no,NA,0.439731723,NA,NA,NA,NA,NA,Ophcf2|01792,"GO:0018130|heterocycle biosynthetic process; GO:0097659|nucleic acid-templated transcription; GO:0006351|transcription, DNA-templated; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0043170|macromolecule metabolic process; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0044260|cellular macromolecule metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0006139|nucleobase-containing compound metabolic process; GO:0034645|cellular macromolecule biosynthetic process; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:1901576|organic substance biosynthetic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0032774|RNA biosynthetic process;",PF03870|RNA_pol_Rpb8;,Ophio5|869,0.001753828,NA,NA
OC11,301.74,NA,GQ602_002514,TRAPP complex component Bet3,no,no,yes,NA,0.037391104,yes,NA,NA,NA,NA,Ophcf2|02514,NA,PF04051|TRAPP;,Ophio5|7059,0.749780709,0.0136888,NA
OC11,301.65,NA,GQ602_004135,Nitrilase and fragile histidine triad fusion protein NitFhit,no,no,yes,NA,0.110953154,yes,NA,NA,NA,NA,Ophcf2|04135,NA,PF01230|HIT;,Ophio5|7023,0.298771042,0.002997003,NA
OC11,301.46,NA,GQ602_001372,"NADH-ubiquinone oxidoreductase 30.4 kDa subunit, mitochondrial",no,no,no,NA,0.490325311,yes,NA,NA,NA,NA,Ophcf2|01372,"GO:0003824|catalytic activity; GO:0016651|oxidoreductase activity, acting on NAD(P)H; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0016655|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor; GO:0003954|NADH dehydrogenase activity; GO:0008137|NADH dehydrogenase (ubiquinone) activity; GO:0050136|NADH dehydrogenase (quinone) activity; GO:0008152|metabolic process;",PF00329|Complex1_30kDa;,Ophio5|5485,7.19E-08,0.0136888,NA
OC11,300.64,NA,GQ602_005740,40S ribosomal protein S25,yes,no,no,NA,0.059074302,yes,NA,NA,NA,NA,Ophcf2|05740,NA,PF03297|Ribosomal_S25;,Ophio5|2089,0.774562827,0.021846184,NA
OC11,300.18,NA,GQ602_000834,Protein kinase rad3,no,no,no,NA,0.107600646,yes,NA,NA,NA,NA,Ophcf2|00834,GO:0005488|binding; GO:0008270|zinc ion binding; GO:0003677|DNA binding; GO:0097159|organic cyclic compound binding; GO:0046872|metal ion binding; GO:0003674|molecular_function; GO:0043167|ion binding; GO:0043169|cation binding; GO:0046914|transition metal ion binding; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding;,PF00645|zf-PARP;,Ophio5|7122,0.594656262,0.00842621,NA
OC11,300.12,NA,GQ602_003659,RNA polymerase I associated factor,no,no,no,NA,0.250100066,yes,NA,NA,NA,NA,Ophcf2|03659,"GO:0018130|heterocycle biosynthetic process; GO:0005575|cellular_component; GO:0097659|nucleic acid-templated transcription; GO:0097159|organic cyclic compound binding; GO:0003674|molecular_function; GO:0016772|transferase activity, transferring phosphorus-containing groups; GO:0006351|transcription, DNA-templated; GO:0034654|nucleobase-containing compound biosynthetic process; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:0016779|nucleotidyltransferase activity; GO:0044424|intracellular part; GO:0003899|DNA-directed 5'-3' RNA polymerase activity; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043227|membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0034062|5'-3' RNA polymerase activity; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0019438|aromatic compound biosynthetic process; GO:0006725|cellular aromatic compound metabolic process; GO:0009059|macromolecule biosynthetic process; GO:0046483|heterocycle metabolic process; GO:0140098|catalytic activity, acting on RNA; GO:0003676|nucleic acid binding; GO:1901363|heterocyclic compound binding; GO:0044464|cell part; GO:0003824|catalytic activity; GO:0006139|nucleobase-containing compound metabolic process; GO:0003677|DNA binding; GO:0034645|cellular macromolecule biosynthetic process; GO:0043231|intracellular membrane-bounded organelle; GO:0005634|nucleus; GO:0043226|organelle; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:1901362|organic cyclic compound biosynthetic process; GO:0097747|RNA polymerase activity; GO:0016740|transferase activity; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:1901360|organic cyclic compound metabolic process; GO:0090304|nucleic acid metabolic process; GO:1901576|organic substance biosynthetic process; GO:0016070|RNA metabolic process; GO:0008152|metabolic process; GO:0032774|RNA biosynthetic process;",PF06870|RNA_pol_I_A49;,Ophio5|777,0.131282956,0.00842621,NA
OC11,299.2,NA,GQ602_002147,Ubiquitin-40S ribosomal protein S27a,no,no,no,NA,0.150826684,yes,NA,NA,NA,NA,Ophcf2|02147,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0005488|binding; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005515|protein binding; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF14560|Ubiquitin_2; PF00240|ubiquitin; PF01599|Ribosomal_S27; PF11976|Rad60-SLD;,Ophio5|3941,0.385663846,0.001787129,NA
OC11,295.08,NA,GQ602_003285,hypothetical protein L249_7181,no,no,no,NA,0.114452239,yes,NA,NA,NA,NA,Ophcf2|03285,NA,NA,Ophio5|2011,0.40984116,0.021846184,NA
OC11,294.68,NA,GQ602_002270,thioredoxin reductase,no,no,no,down,1.020931959,yes,NA,NA,NA,NA,Ophcf2|02270,GO:0003824|catalytic activity; GO:0055114|oxidation-reduction process; GO:0016491|oxidoreductase activity; GO:0003674|molecular_function; GO:0008150|biological_process; GO:0008152|metabolic process;,PF13738|Pyr_redox_3; PF07992|Pyr_redox_2; PF00070|Pyr_redox;,Ophio5|5109,5.21E-06,0.021846184,NA
OC11,293.62,NA,GQ602_000364,T-complex protein 1,no,no,no,NA,0.094873267,yes,NA,NA,NA,NA,Ophcf2|00364,GO:0035639|purine ribonucleoside triphosphate binding; GO:0005488|binding; GO:1901265|nucleoside phosphate binding; GO:0097159|organic cyclic compound binding; GO:0017076|purine nucleotide binding; GO:0003674|molecular_function; GO:0032555|purine ribonucleotide binding; GO:0036094|small molecule binding; GO:0005524|ATP binding; GO:0043167|ion binding; GO:0032553|ribonucleotide binding; GO:0032559|adenyl ribonucleotide binding; GO:0000166|nucleotide binding; GO:0030554|adenyl nucleotide binding; GO:0043168|anion binding; GO:1901363|heterocyclic compound binding; GO:0097367|carbohydrate derivative binding; GO:0008144|drug binding;,PF00118|Cpn60_TCP1;,Ophio5|2908,0.240693838,0.0136888,NA
OC11,292.72,NA,GQ602_004226,hypothetical protein CDD80_6626,no,no,no,NA,0.659788389,NA,NA,NA,NA,NA,Ophcf2|04226,NA,NA,Ophio5|2390,1.43E-05,NA,NA
OC11,292.55,NA,GQ602_002574,60S ribosomal protein L23,no,no,no,NA,0.147115944,yes,NA,NA,NA,NA,Ophcf2|02574,GO:0005575|cellular_component; GO:0003735|structural constituent of ribosome; GO:0003674|molecular_function; GO:0071704|organic substance metabolic process; GO:0009987|cellular process; GO:1990904|ribonucleoprotein complex; GO:0044424|intracellular part; GO:0044267|cellular protein metabolic process; GO:0032991|protein-containing complex; GO:0043170|macromolecule metabolic process; GO:0043229|intracellular organelle; GO:0044237|cellular metabolic process; GO:0006807|nitrogen compound metabolic process; GO:0043228|non-membrane-bounded organelle; GO:0044260|cellular macromolecule metabolic process; GO:0006518|peptide metabolic process; GO:0044271|cellular nitrogen compound biosynthetic process; GO:0043043|peptide biosynthetic process; GO:0009059|macromolecule biosynthetic process; GO:0043603|cellular amide metabolic process; GO:0044464|cell part; GO:0043604|amide biosynthetic process; GO:0005198|structural molecule activity; GO:0034645|cellular macromolecule biosynthetic process; GO:1901566|organonitrogen compound biosynthetic process; GO:0019538|protein metabolic process; GO:0005840|ribosome; GO:0043226|organelle; GO:0006412|translation; GO:0034641|cellular nitrogen compound metabolic process; GO:0044238|primary metabolic process; GO:0009058|biosynthetic process; GO:0008150|biological_process; GO:0044249|cellular biosynthetic process; GO:0044444|cytoplasmic part; GO:1901576|organic substance biosynthetic process; GO:1901564|organonitrogen compound metabolic process; GO:0008152|metabolic process; GO:0043232|intracellular non-membrane-bounded organelle;,PF00238|Ribosomal_L14;,Ophio5|3087,0.531856456,0.00842621,NA
OC11,292.53,NA,GQ602_001701,NADP-dependent glycerol dehydrogenase,no,no,yes,down,1.335871489,yes,NA,NA,NA,NA,Ophcf2|01701,NA,PF00248|Aldo_ket_red;,Ophio5|4292,8.37E-09,0.0136888,NA
