module_identity,kTotal,enriched_in_module,gene_name,gene_desc,rhy_brain_head_cluster1,for24_nur8,ocflo_UP,ocflo_DOWN,beau_UP,beau_DOWN,rhy24_control,rhy24_ocflo_inf,rhy24_beau_inf,signalP,TMHMM,GOs,pfams
C6,25.34,NA,LOC105256201,fanconi-associated nuclease 1,no,no,no,no,no,no,no,no,no,0,0,GO:0004518|nuclease activity; GO:0036297|interstrand cross-link repair,PF08774|VRR-NUC domain
C6,25.31,NA,LOC105248081,nuclear cap-binding protein subunit 2,no,no,no,no,no,no,no,no,no,0,0,"GO:0000339|RNA cap binding; GO:0005846|nuclear cap binding complex; GO:0045292|mRNA cis splicing, via spliceosome","PF00076|RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
C6,25.09,NA,LOC112637167,,no,no,no,no,no,no,no,no,no,,,,
C6,24.89,NA,LOC105253124,protein aurora borealis isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF15280|Protein aurora borealis N-terminus
C6,24.78,NA,LOC105257389,aryl hydrocarbon receptor nuclear translocator homolog isoform X5,no,no,no,no,no,no,no,no,no,0,0,"GO:0006355|regulation of transcription, DNA-templated; GO:0046983|protein dimerization activity",PF00010|Helix-loop-helix DNA-binding domain; PF00989|PAS fold; PF14598|PAS domain
C6,23.83,NA,LOC105248929,uncharacterized protein LOC105248929 isoform X1,no,no,no,no,no,no,no,no,yes,0,1,,
C6,23.78,NA,LOC105252558,ubiquitin fusion degradation protein 1 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0006511|ubiquitin-dependent protein catabolic process,PF03152|Ubiquitin fusion degradation protein UFD1
C6,23.77,NA,LOC105256202,NAD-dependent protein deacylase,no,no,no,no,no,no,no,no,no,0,0,GO:0070403|NAD+ binding,PF02146|Sir2 family
C6,23.73,NA,LOC105254973,nucleoside diphosphate kinase homolog 5-like,yes,no,no,no,no,no,yes,no,no,0,0,,PF00334|Nucleoside diphosphate kinase; PF05186|Dpy-30 motif
C6,23.68,NA,LOC105257358,glucose-6-phosphate isomerase,no,no,no,no,no,no,no,no,no,0,0,GO:0004347|glucose-6-phosphate isomerase activity; GO:0006094|gluconeogenesis; GO:0006096|glycolytic process,PF00342|Phosphoglucose isomerase
C6,23.67,NA,LOC105253720,protein sarah,no,no,no,no,no,no,no,no,no,0,0,GO:0019722|calcium-mediated signaling,PF04847|Calcipressin
C6,23.66,NA,LOC105249641,fructose-bisphosphate aldolase isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0004332|fructose-bisphosphate aldolase activity; GO:0006096|glycolytic process,PF00274|Fructose-bisphosphate aldolase class-I
C6,23.53,NA,LOC105253004,pyruvate kinase-like isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0000287|magnesium ion binding; GO:0004743|pyruvate kinase activity; GO:0006096|glycolytic process; GO:0030955|potassium ion binding,"PF02887|Pyruvate kinase, alpha/beta domain; PF00224|Pyruvate kinase, barrel domain"
C6,23.43,NA,LOC105254357,putative GTP-binding protein 6 isoform X3,no,no,no,no,no,no,no,no,no,0,0,GO:0005525|GTP binding,PF01926|50S ribosome-binding GTPase; PF13167|GTP-binding GTPase N-terminal; PF16360|GTP-binding GTPase Middle Region
C6,23.41,NA,LOC109610155,general transcription factor IIH subunit 5,no,yes,no,no,no,no,no,no,no,0,0,"GO:0000439|transcription factor TFIIH core complex; GO:0006289|nucleotide-excision repair; GO:0006355|regulation of transcription, DNA-templated",PF06331|Transcription factor TFIIH complex subunit Tfb5
C6,23.2,NA,LOC105250292,cytochrome P450 4C1-like isoform X1,no,no,no,no,no,no,no,no,no,0,1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C6,23.05,NA,LOC112637067,,no,no,no,no,no,no,no,no,no,,,,
C6,22.97,NA,LOC105255944,gamma-aminobutyric acid receptor subunit beta-like,no,no,no,no,no,no,no,no,no,1,4,GO:0004888|transmembrane signaling receptor activity; GO:0005230|extracellular ligand-gated ion channel activity; GO:0016021|integral component of membrane; GO:0034220|ion transmembrane transport,PF02932|Neurotransmitter-gated ion-channel transmembrane region; PF02931|Neurotransmitter-gated ion-channel ligand binding domain
C6,22.95,NA,LOC105259442,hemicentin-2,no,no,no,no,no,no,no,no,no,1,2,,PF07686|Immunoglobulin V-set domain; PF08205|CD80-like C2-set immunoglobulin domain; PF13927|Immunoglobulin domain; PF13927|Immunoglobulin domain; PF07679|Immunoglobulin I-set domain
C6,22.78,NA,LOC105248218,growth hormone-regulated TBC protein 1-A,no,no,no,no,no,no,no,no,no,0,0,,PF00566|Rab-GTPase-TBC domain
C6,22.62,NA,LOC105252726,pyridoxine-5\'-phosphate oxidase isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0004733|pyridoxamine-phosphate oxidase activity; GO:0008615|pyridoxine biosynthetic process; GO:0010181|FMN binding,PF10590|Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region; PF01243|Pyridoxamine 5'-phosphate oxidase
C6,22.62,NA,LOC112638603,,no,no,no,no,no,no,no,no,no,,,,
C6,22.4,NA,LOC105251722,probable cytochrome P450 6a17,no,no,no,no,no,no,no,no,no,0,1,"GO:0005506|iron ion binding; GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; GO:0020037|heme binding; GO:0055114|oxidation-reduction process",PF00067|Cytochrome P450
C6,22.39,NA,LOC105254388,GPI transamidase component PIG-T,no,no,no,no,no,no,no,no,no,1,1,GO:0016255|attachment of GPI anchor to protein; GO:0042765|GPI-anchor transamidase complex,"PF04113|Gpi16 subunit, GPI transamidase component"
C6,22.28,NA,LOC105253759,LIM/homeobox protein LMX-1.2 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0003677|DNA binding,PF00046|Homeodomain; PF00412|LIM domain; PF00412|LIM domain
C6,22.22,NA,LOC105250599,glyceraldehyde-3-phosphate dehydrogenase 1,no,no,no,no,no,no,no,no,no,0,0,"GO:0016620|oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor; GO:0055114|oxidation-reduction process","PF02800|Glyceraldehyde 3-phosphate dehydrogenase, C-terminal domain; PF00044|Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain"
C6,22.08,NA,LOC105248797,GPI ethanolamine phosphate transferase 3,no,no,no,no,no,no,no,no,no,0,16,"GO:0006506|GPI anchor biosynthetic process; GO:0016772|transferase activity, transferring phosphorus-containing groups",PF01663|Type I phosphodiesterase / nucleotide pyrophosphatase
C6,21.88,NA,LOC105258607,zinc finger protein 664,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,"PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type; PF00096|Zinc finger, C2H2 type"
C6,21.66,NA,LOC105248450,serine protease snake,no,no,no,no,no,no,no,no,yes,1,0,GO:0004252|serine-type endopeptidase activity; GO:0006508|proteolysis,PF00089|Trypsin
C6,21.43,NA,LOC105256345,uncharacterized protein LOC105256345,no,no,no,no,no,no,no,yes,no,0,0,,
C6,21.32,NA,LOC105256757,mitochondrial pyruvate carrier 1,no,no,no,yes,yes,no,no,no,no,0,0,GO:0005743|mitochondrial inner membrane; GO:0006850|mitochondrial pyruvate transmembrane transport,PF03650|Mitochondrial pyruvate carriers
C6,21.24,NA,LOC105256918,acyl-CoA Delta(11) desaturase,no,no,no,yes,no,no,no,no,no,0,4,"GO:0006629|lipid metabolic process; GO:0016717|oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water; GO:0055114|oxidation-reduction process",PF00487|Fatty acid desaturase
C6,21.2,NA,LOC105252913,45 kDa calcium-binding protein,no,no,no,no,no,no,no,no,no,0,1,GO:0005509|calcium ion binding,PF13833|EF-hand domain pair; PF13833|EF-hand domain pair
C6,21.09,NA,LOC105249848,,no,no,no,no,no,no,no,no,no,,,,
C6,21.06,NA,LOC105258779,"rRNA methyltransferase 3, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0006396|RNA processing; GO:0008173|RNA methyltransferase activity,PF00588|SpoU rRNA Methylase family; PF00588|SpoU rRNA Methylase family
C6,20.5,NA,LOC105249379,proto-oncogene tyrosine-protein kinase ROS-like isoform X1,no,no,no,yes,yes,no,no,no,no,2,1,GO:0005515|protein binding,PF00041|Fibronectin type III domain
C6,20.48,NA,LOC105249661,uncharacterized protein LOC105249661,no,no,no,no,no,no,no,no,no,0,1,,PF09995|Uncharacterized protein conserved in bacteria (DUF2236)
C6,20.46,NA,LOC112638947,uncharacterized protein LOC112638947,no,no,no,no,no,no,no,no,no,0,0,,PF13873|Myb/SANT-like DNA-binding domain
C6,20.32,NA,LOC105257868,mRNA-decapping enzyme 1A,no,no,no,no,no,no,no,no,no,0,0,GO:0000290|deadenylation-dependent decapping of nuclear-transcribed mRNA; GO:0008047|enzyme activator activity; GO:0043085|positive regulation of catalytic activity,PF16741|mRNA-decapping enzyme C-terminus; PF06058|Dcp1-like decapping family
C6,20.31,NA,LOC105250175,BTB/POZ domain-containing protein 6,no,no,no,no,no,no,no,no,no,0,0,GO:0005515|protein binding,PF08005|PHR domain; PF00651|BTB/POZ domain; PF07707|BTB And C-terminal Kelch
C6,20.24,NA,LOC105258883,elongation of very long chain fatty acids protein 6,no,no,no,yes,yes,no,no,no,no,0,6,GO:0016021|integral component of membrane,PF01151|GNS1/SUR4 family
C6,20.22,NA,LOC105252569,mitochondrial inner membrane protease ATP23 homolog,no,no,no,no,no,no,no,no,no,0,0,GO:0004222|metalloendopeptidase activity,PF09768|Peptidase M76 family
C6,20.1,NA,LOC105256976,conserved oligomeric Golgi complex subunit 2,no,no,no,no,no,no,no,no,no,0,0,GO:0007030|Golgi organization; GO:0015031|protein transport; GO:0016020|membrane,"PF12022|Domain of unknown function (DUF3510); PF06148|COG (conserved oligomeric Golgi) complex component, COG2"
C6,20.03,NA,LOC105252404,,no,no,no,no,no,no,no,no,yes,,,,
C6,20.03,NA,LOC112637343,uncharacterized protein LOC112637343,no,no,no,no,no,no,no,no,no,0,0,,
C6,19.89,NA,LOC105257756,tektin-B1 isoform X1,no,no,no,no,no,no,no,no,no,0,1,,PF03148|Tektin family
C6,19.86,NA,LOC105252671,"pyruvate dehydrogenase E1 component subunit beta, mitochondrial",no,no,no,no,no,no,no,no,no,1,0,GO:0004739|pyruvate dehydrogenase (acetyl-transferring) activity; GO:0006086|acetyl-CoA biosynthetic process from pyruvate,"PF02780|Transketolase, C-terminal domain; PF02779|Transketolase, pyrimidine binding domain"
C6,19.85,NA,LOC105256974,cap-specific mRNA (nucleoside-2\'-O-)-methyltransferase 1-like,no,no,no,no,no,no,no,no,no,0,0,GO:0003676|nucleic acid binding,PF01585|G-patch domain; PF01585|G-patch domain
C6,19.84,NA,LOC105252896,sodium-independent sulfate anion transporter isoform X1,no,no,no,no,no,no,no,no,no,0,10,GO:0008271|secondary active sulfate transmembrane transporter activity; GO:0008272|sulfate transport; GO:0016021|integral component of membrane; GO:0055085|transmembrane transport,PF00916|Sulfate permease family; PF01740|STAS domain
C6,19.74,NA,LOC105256611,uncharacterized protein LOC105256611,no,no,no,no,no,no,no,no,no,0,0,,
C6,19.7,NA,LOC105255076,,no,no,no,no,no,no,no,no,no,,,,
C6,19.62,NA,LOC112639780,"uncharacterized protein LOC112639780, partial",no,no,no,no,no,no,no,no,no,0,0,,
C6,19.48,NA,LOC105252792,protein KBP homolog,no,no,no,no,no,no,no,no,no,0,0,,PF12309|KIF-1 binding protein C terminal
C6,19.43,NA,LOC105255023,uncharacterized protein LOC105255023 isoform X1,no,no,no,no,no,no,no,no,no,1,2,,PF00431|CUB domain
C6,19.36,NA,LOC105253970,"39S ribosomal protein L51, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0003735|structural constituent of ribosome,PF10244|Mitochondrial ribosomal subunit
C6,19.32,NA,LOC105258448,"sulfide:quinone oxidoreductase, mitochondrial",no,no,no,no,no,no,yes,no,no,0,0,GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process,PF07992|Pyridine nucleotide-disulphide oxidoreductase
C6,19.2,NA,LOC105259033,FAD synthase,no,no,no,no,no,no,no,no,yes,1,0,,PF00994|Probable molybdopterin binding domain
C6,18.93,NA,LOC105258522,integrator complex subunit 9,no,no,no,no,no,no,no,no,no,0,0,GO:0016180|snRNA processing; GO:0032039|integrator complex,PF10996|Beta-Casp domain; PF16661|Metallo-beta-lactamase superfamily domain
C6,18.89,NA,LOC105250185,tubulin-specific chaperone E isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF01302|CAP-Gly domain
C6,18.88,NA,LOC105250841,gonadotropin-releasing hormone II receptor isoform X1,no,no,no,yes,no,no,no,no,no,0,7,GO:0004930|G protein-coupled receptor activity; GO:0007186|G protein-coupled receptor signaling pathway; GO:0016021|integral component of membrane,PF00001|7 transmembrane receptor (rhodopsin family)
C6,18.72,NA,LOC105255216,uncharacterized protein LOC105255216,no,no,no,no,no,no,no,no,no,0,0,,
C6,18.61,NA,LOC105248867,nurim homolog isoform X3,no,no,no,no,no,no,no,no,no,0,4,,
C6,18.58,NA,LOC105254392,"rRNA methyltransferase 2, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0008168|methyltransferase activity; GO:0032259|methylation,PF01728|FtsJ-like methyltransferase
C6,18.51,NA,LOC105254887,inositol monophosphatase 1,no,no,no,no,no,no,no,no,no,0,0,GO:0046854|phosphatidylinositol phosphorylation,PF00459|Inositol monophosphatase family
C6,18.43,NA,LOC105256110,succinate--CoA ligase,no,no,no,no,no,no,yes,no,no,0,0,GO:0003824|catalytic activity; GO:0048037|cofactor binding,PF00549|CoA-ligase; PF02629|CoA binding domain
C6,18.28,NA,LOC105250232,lipase maturation factor 2,no,no,no,no,no,no,no,no,no,0,12,,PF06762|Lipase maturation factor
C6,18.15,NA,LOC105258565,GDP-fucose protein O-fucosyltransferase 1 isoform X2,no,no,no,no,no,no,no,no,no,1,0,GO:0007219|Notch signaling pathway; GO:0008417|fucosyltransferase activity,PF10250|GDP-fucose protein O-fucosyltransferase
C6,18.14,NA,LOC105249569,uncharacterized protein LOC105249569,no,no,no,no,no,no,no,no,no,0,0,GO:0047429|nucleoside-triphosphate diphosphatase activity,PF02545|Maf-like protein
C6,18.08,NA,LOC105256187,facilitated trehalose transporter Tret1,no,no,no,no,no,no,no,no,no,0,12,GO:0016021|integral component of membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00083|Sugar (and other) transporter
C6,18.01,NA,LOC105257787,uncharacterized protein LOC105257787,no,no,no,no,no,no,no,no,no,0,0,,PF15503|Protein phosphatase 1 regulatory subunit 35 C-terminus
C6,17.92,NA,LOC105249921,cytokine receptor-like isoform X1,no,no,no,no,no,no,no,no,no,0,0,,
C6,17.89,NA,LOC112639395,,no,no,no,no,no,no,yes,yes,no,,,,
C6,17.77,NA,LOC105251909,exocyst complex component 4,no,no,no,no,no,no,no,no,no,0,0,GO:0000145|exocyst; GO:0006904|vesicle docking involved in exocytosis; GO:0090522|vesicle tethering involved in exocytosis,PF04048|Sec8 exocyst complex component specific domain
C6,17.73,NA,LOC105256680,mevalonate kinase isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0005524|ATP binding; GO:0005534|galactose binding,PF10509|Galactokinase galactose-binding signature; PF00288|GHMP kinases N terminal domain
C6,17.35,NA,LOC105249729,transmembrane protein 17B,no,no,no,no,no,no,no,no,no,0,4,,PF09799|Predicted membrane protein
C6,17.32,NA,LOC105250171,,no,no,no,no,no,no,no,no,no,,,,
C6,17.3,NA,LOC105256036,RING finger and CHY zinc finger domain-containing protein 1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0008270|zinc ion binding,PF13639|Ring finger domain; PF14599|Zinc-ribbon; PF05495|CHY zinc finger
C6,17.28,NA,LOC105256608,uncharacterized protein LOC105256608 isoform X2,no,no,no,no,no,no,no,no,no,0,2,,
C6,16.85,NA,LOC105253533,phospholipase D3,no,no,no,no,no,no,no,no,no,0,0,GO:0003824|catalytic activity,PF13918|PLD-like domain; PF00614|Phospholipase D Active site motif
C6,16.79,NA,LOC105256022,uncharacterized protein LOC105256022,no,no,no,no,no,no,no,no,no,0,0,,
C6,16.75,NA,LOC112638107,,no,no,no,no,no,no,no,no,no,,,,
C6,16.6,NA,LOC112637182,,no,no,no,no,no,no,no,no,no,,,,
C6,16.53,NA,LOC105253530,clavesin-1,no,no,no,no,no,no,no,no,no,0,0,,PF00650|CRAL/TRIO domain
C6,16.47,NA,LOC105251875,gamma-tubulin complex component 2 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0000922|spindle pole; GO:0005815|microtubule organizing center; GO:0007020|microtubule nucleation; GO:0043015|gamma-tubulin binding,PF04130|Gamma tubulin complex component C-terminal; PF17681|Gamma tubulin complex component N-terminal
C6,16.3,NA,LOC105257573,NADH dehydrogenase,no,no,no,no,no,no,no,no,no,0,0,"GO:0005747|mitochondrial respiratory chain complex I; GO:0006120|mitochondrial electron transport, NADH to ubiquinone",
C6,16.19,NA,LOC105254855,pancreatic lipase-related protein 2,no,no,no,yes,yes,no,no,no,yes,0,1,GO:0052689|carboxylic ester hydrolase activity,PF00151|Lipase
C6,15.95,NA,LOC105259074,lysophospholipid acyltransferase 1,no,no,no,no,no,no,no,no,no,0,9,,"PF03062|MBOAT, membrane-bound O-acyltransferase family"
C6,15.82,NA,LOC105252707,uncharacterized protein LOC105252707,no,no,no,no,no,no,no,no,no,3,0,,PF00135|Carboxylesterase family; PF00135|Carboxylesterase family
C6,15.76,NA,LOC112638238,"28S ribosomal protein S5, mitochondrial-like",no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain"
C6,15.64,NA,LOC109610003,uncharacterized protein LOC109610003,no,no,no,no,no,no,yes,no,no,0,0,,
C6,15.5,NA,LOC105250801,uricase,no,no,no,yes,no,no,yes,no,no,0,0,,PF01014|Uricase; PF01014|Uricase
C6,15.45,NA,LOC105248477,uncharacterized protein LOC105248477 isoform X1,no,no,no,no,no,no,yes,no,no,0,0,,
C6,15.22,NA,LOC105256747,sodium-coupled monocarboxylate transporter 1,no,no,no,no,yes,no,no,no,no,0,13,GO:0016020|membrane; GO:0022857|transmembrane transporter activity; GO:0055085|transmembrane transport,PF00474|Sodium:solute symporter family
C6,15.22,NA,LOC105258852,aprataxin,no,no,no,no,no,no,no,no,no,0,0,,PF11969|Scavenger mRNA decapping enzyme C-term binding; PF16278|C2HE / C2H2 / C2HC zinc-binding finger
C6,15.12,NA,LOC105252317,uncharacterized protein LOC105252317 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF07084|Thyroid hormone-inducible hepatic protein Spot 14
C6,15,NA,LOC105249831,WW domain-binding protein 4,no,yes,no,no,no,no,no,no,no,0,0,"GO:0000398|mRNA splicing, via spliceosome; GO:0005515|protein binding; GO:0008270|zinc ion binding",PF00397|WW domain; PF06220|U1 zinc finger
C6,14.95,NA,LOC105248892,protein-serine O-palmitoleoyltransferase porcupine isoform X1,no,no,no,no,no,no,no,no,no,0,12,,"PF03062|MBOAT, membrane-bound O-acyltransferase family"
C6,14.9,NA,LOC112639985,"28S ribosomal protein S5, mitochondrial-like",no,no,no,no,no,no,no,no,no,0,0,GO:0003723|RNA binding; GO:0003735|structural constituent of ribosome; GO:0005840|ribosome; GO:0006412|translation,"PF00333|Ribosomal protein S5, N-terminal domain"
C6,14.7,NA,LOC105250288,uncharacterized protein CG1161,no,no,no,no,no,no,no,no,no,2,1,GO:0016021|integral component of membrane,PF05434|TMEM9
C6,13.82,NA,LOC105259580,beclin 1-associated autophagy-related key regulator isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF10186|Vacuolar sorting 38 and autophagy-related subunit 14
C6,12.58,NA,LOC105256063,uncharacterized protein LOC105256063 isoform X2,no,no,no,no,no,no,no,no,no,0,0,,
C6,12.35,NA,LOC105256902,MFS-type transporter SLC18B1,no,no,no,yes,yes,no,no,no,no,0,12,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily
C6,12.34,NA,LOC105257132,mesoderm induction early response protein 1 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF01448|ELM2 domain
C6,11.57,NA,LOC105254534,,no,no,no,no,no,no,yes,no,no,,,,
C5,35.87,NA,LOC105247993,NKAP family protein,no,no,no,no,no,no,no,no,no,0,0,,PF12572|Protein of unknown function (DUF3752)
C5,32.2,NA,LOC105257822,neprilysin-1,no,no,no,no,no,no,no,no,no,0,1,GO:0004222|metalloendopeptidase activity; GO:0006508|proteolysis,PF01431|Peptidase family M13; PF05649|Peptidase family M13
C5,31.18,NA,LOC105251589,leukocyte receptor cluster member 8 homolog isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF03399|SAC3/GANP family
C5,29.96,NA,LOC105249094,forkhead box protein J1-A,no,no,no,no,no,no,no,no,no,0,0,"GO:0003700|DNA-binding transcription factor activity; GO:0006355|regulation of transcription, DNA-templated; GO:0043565|sequence-specific DNA binding",PF00250|Forkhead domain
C5,28.61,NA,LOC105249322,alcohol dehydrogenase,no,no,no,no,no,no,no,no,yes,0,0,GO:0016491|oxidoreductase activity; GO:0055114|oxidation-reduction process,PF00248|Aldo/keto reductase family
C5,28.29,NA,LOC105254435,igLON family member 5,no,no,no,no,no,no,no,no,no,1,0,,PF07679|Immunoglobulin I-set domain; PF13927|Immunoglobulin domain
C5,27.74,NA,LOC105255218,uncharacterized protein LOC105255218,no,no,no,no,no,no,no,no,no,0,0,GO:0004812|aminoacyl-tRNA ligase activity; GO:0005524|ATP binding; GO:0006418|tRNA aminoacylation for protein translation,PF00579|tRNA synthetases class I (W and Y); PF12796|Ankyrin repeats (3 copies)
C5,25.89,NA,LOC105256253,UNC93-like protein,no,no,no,no,no,no,no,no,no,0,11,,
C5,25.72,NA,LOC105249832,,no,no,no,no,no,no,no,no,no,,,,
C5,25.59,NA,LOC105249739,uncharacterized protein LOC105249739 isoform X1,no,no,no,no,no,no,no,no,yes,0,0,,
C5,25.14,NA,LOC105249157,protein phosphatase 1 regulatory subunit 16A isoform X2,no,no,no,no,no,no,no,no,no,0,0,,PF12796|Ankyrin repeats (3 copies); PF12796|Ankyrin repeats (3 copies)
C5,24.82,NA,LOC105257024,putative uncharacterized protein DDB_G0271606 isoform X1,no,no,no,no,no,no,no,no,no,0,0,,PF00035|Double-stranded RNA binding motif; PF00035|Double-stranded RNA binding motif
C5,24.69,NA,LOC105248752,transmembrane protein 268 isoform X1,no,no,no,no,no,no,no,no,no,0,2,,PF14800|Domain of unknown function (DUF4481)
C5,24.45,NA,LOC105248747,major facilitator superfamily domain-containing protein 8 isoform X1,no,no,no,no,no,no,no,no,no,0,12,GO:0005887|integral component of plasma membrane; GO:0055085|transmembrane transport,PF07690|Major Facilitator Superfamily; PF07690|Major Facilitator Superfamily
C5,24.39,NA,LOC112637169,,no,no,no,no,no,no,no,no,no,,,,
C5,24.38,NA,LOC105250225,caspase-1,no,no,no,no,no,no,no,no,no,0,0,GO:0004197|cysteine-type endopeptidase activity; GO:0006508|proteolysis,PF00656|Caspase domain
C5,24.09,NA,LOC105252968,phosphatidylinositol 4-kinase alpha isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0046854|phosphatidylinositol phosphorylation; GO:0048015|phosphatidylinositol-mediated signaling,"PF00454|Phosphatidylinositol 3- and 4-kinase; PF00613|Phosphoinositide 3-kinase family, accessory domain (PIK domain)"
C5,23.45,NA,LOC105250626,trafficking protein particle complex subunit 12,no,no,no,no,no,no,no,no,no,0,0,,
C5,23.28,NA,LOC105252113,endoribonuclease Dcr-1,no,no,no,no,no,no,no,no,no,0,0,GO:0004525|ribonuclease III activity; GO:0005515|protein binding; GO:0006396|RNA processing,PF03368|Dicer dimerisation domain; PF00636|Ribonuclease III domain; PF00636|Ribonuclease III domain; PF00271|Helicase conserved C-terminal domain; PF02170|PAZ domain
C5,23.06,NA,LOC105252873,uncharacterized protein LOC105252873,no,no,no,no,no,no,no,no,no,0,0,,PF17921|Integrase zinc binding domain
C5,22.54,NA,LOC105257525,mitogen-activated protein kinase kinase kinase 15 isoform X1,no,no,no,no,no,no,no,no,no,0,0,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain; PF13281|Domain of unknown function (DUF4071)
C5,22.45,NA,LOC105253924,"PRELI domain-containing protein 1, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,GO:0005758|mitochondrial intermembrane space,PF04707|PRELI-like family
C5,22.11,NA,LOC105258742,vesicle transport protein GOT1B,no,no,no,no,no,no,no,no,yes,0,4,GO:0016192|vesicle-mediated transport,PF04178|Got1/Sft2-like family
C5,22.06,NA,LOC105255937,serine/threonine-protein kinase VRK1,no,no,no,no,no,no,no,no,no,0,0,GO:0004672|protein kinase activity; GO:0005524|ATP binding; GO:0006468|protein phosphorylation,PF00069|Protein kinase domain
C5,21.95,NA,LOC105255672,homeobox protein unc-4,no,no,no,no,no,no,no,no,no,0,0,GO:0003677|DNA binding,PF00046|Homeodomain
C5,21.95,NA,LOC112639855,,no,no,no,no,no,no,no,no,no,,,,
C5,21.56,NA,LOC105251559,spermatogenesis-defective protein 39 homolog,no,no,no,no,no,no,no,no,no,0,0,,
C5,21.5,NA,LOC105250534,uncharacterized protein LOC105250534 isoform X1,no,no,no,no,no,no,no,no,no,0,1,,
C5,21.39,NA,LOC105258076,fatty acid synthase-like,no,no,no,no,no,no,no,no,no,0,0,"GO:0009058|biosynthetic process; GO:0016788|hydrolase activity, acting on ester bonds; GO:0055114|oxidation-reduction process","PF14765|Polyketide synthase dehydratase; PF00109|Beta-ketoacyl synthase, N-terminal domain; PF00107|Zinc-binding dehydrogenase; PF16197|Ketoacyl-synthetase C-terminal extension; PF00975|Thioesterase domain; PF00698|Acyl transferase domain; PF00550|Phosphopantetheine attachment site; PF08659|KR domain; PF02801|Beta-ketoacyl synthase, C-terminal domain"
C5,21.15,NA,LOC105248623,putative GPI-anchored protein pfl2 isoform X3,no,no,no,no,no,no,no,no,no,1,0,GO:0005576|extracellular region; GO:0006030|chitin metabolic process; GO:0008061|chitin binding,PF01607|Chitin binding Peritrophin-A domain
C5,20.8,NA,LOC105251936,CTL-like protein 1,no,no,no,no,no,no,no,no,no,0,9,,PF04515|Plasma-membrane choline transporter
C5,20.73,NA,LOC105255800,"protein arginine methyltransferase NDUFAF7, mitochondrial",no,no,no,no,no,no,no,no,no,0,0,,PF02636|Putative S-adenosyl-L-methionine-dependent methyltransferase
C5,20.69,NA,LOC105251102,proto-oncogene tyrosine-protein kinase ROS isoform X1,no,no,no,no,no,no,no,no,no,1,2,GO:0004672|protein kinase activity; GO:0005515|protein binding; GO:0006468|protein phosphorylation,PF00041|Fibronectin type III domain; PF07714|Protein tyrosine kinase
C5,20.3,NA,LOC105256184,uncharacterized protein LOC105256184 isoform X2,no,no,no,no,no,no,no,no,no,0,0,GO:0035556|intracellular signal transduction,PF05276|SH3 domain-binding protein 5 (SH3BP5)
C5,20.27,NA,LOC105249801,dynein regulatory complex protein 1,no,no,no,no,no,no,no,no,no,0,0,GO:0005858|axonemal dynein complex; GO:0070286|axonemal dynein complex assembly,PF14772|Sperm tail; PF14775|Sperm tail C-terminal domain
