"gene_name","GOs","pfams","signalP","TMHMM","sc16a_ccl_up_down","sc16a_ccd_up_down","ccl_ccd_up_down"
"Ophio5|735","","","",NA,"=","=","="
"Ophio5|7350","","","",NA,"Up","Up","Up"
"Ophio5|7351","GO:0030001|metal ion transport;GO:0046872|metal ion binding;GO:0000166|nucleotide binding","PF00122.15|E1-E2_ATPase;PF00702.21|Hydrolase;PF12710.2|HAD;PF00403.21|HMA","",7,"Up","Up","Down"
"Ophio5|7352","GO:0005506|iron ion binding;GO:0055114|oxidation-reduction process;GO:0016705|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;GO:0020037|heme binding","PF00067.17|p450","",1,"Up","Up","Down"
"Ophio5|7353","GO:0008152|metabolic process;GO:0008168|methyltransferase activity","PF13489.1|Methyltransf_23;PF13847.1|Methyltransf_31;PF13649.1|Methyltransf_25;PF12847.2|Methyltransf_18;PF08241.7|Methyltransf_11","",NA,"Down","Down","Down"
"Ophio5|7354","GO:0006097|glyoxylate cycle;GO:0004474|malate synthase activity","PF01274.17|Malate_synthase","",NA,"Down","Down","Down"
"Ophio5|7355","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00501.23|AMP-binding;PF13193.1|AMP-binding_C","",NA,"Up","Up","Down"
"Ophio5|7356","","","",NA,"Down","Down","Up"
"Ophio5|7357","","","",NA,"Down","Down","Up"
"Ophio5|7358","GO:0005525|GTP binding;GO:0003924|GTPase activity","PF00009.22|GTP_EFTU;PF11987.3|IF-2;PF03144.20|GTP_EFTU_D2;PF01926.18|MMR_HSR1","",NA,"Down","Down","Down"
"Ophio5|7359","","PF10433.4|MMS1_N","",NA,"Down","Down","Down"
"Ophio5|736","GO:0035023|regulation of Rho protein signal transduction;GO:0005083|small GTPase regulator activity;GO:0005089|Rho guanyl-nucleotide exchange factor activity;GO:0035556|intracellular signal transduction","PF00780.17|CNH;PF15405.1|PH_5;PF00621.15|RhoGEF;PF00610.16|DEP","",NA,"Up","Down","Down"
"Ophio5|7360","","","",NA,"Down","Down","Up"
"Ophio5|7361","GO:0046872|metal ion binding;GO:0008270|zinc ion binding;GO:0005515|protein binding","PF13923.1|zf-C3HC4_2;PF13639.1|zf-RING_2;PF13920.1|zf-C3HC4_3;PF00097.20|zf-C3HC4","",NA,"Down","Down","Down"
"Ophio5|7362","","PF04006.7|Mpp10","",NA,"Up","Up","Up"
"Ophio5|7363","GO:0003854|3-beta-hydroxy-delta5-steroid dehydrogenase activity;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process;GO:0044237|cellular metabolic process;GO:0050662|coenzyme binding;GO:0006694|steroid biosynthetic process;GO:0003824|catalytic activity;GO:0016616|oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR;PF01073.14|3Beta_HSD;PF01370.16|Epimerase","",NA,"Up","Down","Down"
"Ophio5|7364","","","",2,"Up","Down","Down"
"Ophio5|7365","GO:0008168|methyltransferase activity","PF05971.7|Methyltransf_10;PF13659.1|Methyltransf_26;PF05175.9|MTS;PF12847.2|Methyltransf_18","",NA,"Up","Down","Down"
"Ophio5|7366","","","",NA,"Up","Up","Down"
"Ophio5|7367","","","",NA,"Up","Up","Down"
"Ophio5|7368","","","",1,"Down","Down","Up"
"Ophio5|7369","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr;PF07690.11|MFS_1","",5,"Down","Down","Down"
"Ophio5|737","","","",1,"Down","Down","Up"
"Ophio5|7370","GO:0005509|calcium ion binding","PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF00153.22|Mito_carr;PF13499.1|EF-hand_7;PF00036.27|EF-hand_1;PF13405.1|EF-hand_6;PF13833.1|EF-hand_8;PF13202.1|EF-hand_5","",NA,"Up","Up","Down"
"Ophio5|7371","","PF04193.9|PQ-loop;PF04193.9|PQ-loop","",4,"Down","Down","Down"
"Ophio5|7372","GO:0002161|aminoacyl-tRNA editing activity;GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation","PF00133.17|tRNA-synt_1;PF00133.17|tRNA-synt_1;PF00133.17|tRNA-synt_1;PF13603.1|tRNA-synt_1_2;PF09334.6|tRNA-synt_1g;PF08264.8|Anticodon_1","",NA,"Down","Down","Up"
"Ophio5|7373","","","",NA,"Up","Down","Down"
"Ophio5|7374","GO:0003723|RNA binding","PF00575.18|S1;PF00575.18|S1;PF00575.18|S1;PF00575.18|S1","",NA,"Up","Up","Up"
"Ophio5|7375","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1;PF07690.11|MFS_1","",8,"Down","Down","Down"
"Ophio5|7376","","PF05004.8|IFRD","",NA,"Down","Down","Down"
"Ophio5|7377","GO:0005515|protein binding","PF00498.21|FHA","",NA,"Down","Down","Up"
"Ophio5|7378","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated","PF04082.13|Fungal_trans;PF00172.13|Zn_clus","",NA,"Down","Down","Down"
"Ophio5|7379","","","",NA,"Down","Down","Down"
"Ophio5|738","","PF08316.6|Pal1","",NA,"Down","Down","Down"
"Ophio5|7380","","","SignalP: has predicted secretion signal",NA,"Down","Down","Up"
"Ophio5|7381","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Up"
"Ophio5|7382","","PF13414.1|TPR_11","",NA,"Down","Down","Up"
"Ophio5|7383","","PF13419.1|HAD_2","",NA,"Down","Down","Down"
"Ophio5|7384","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process","PF07992.9|Pyr_redox_2","SignalP: has predicted secretion signal",NA,"Up","Down","Down"
"Ophio5|7385","","","",NA,"Up","Up","Down"
"Ophio5|7386","GO:0016706|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;GO:0055114|oxidation-reduction process;GO:0016491|oxidoreductase activity","PF03171.15|2OG-FeII_Oxy","",NA,"Up","Down","Down"
"Ophio5|7387","GO:0004812|aminoacyl-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0006418|tRNA aminoacylation for protein translation","PF00579.20|tRNA-synt_1b","",NA,"Up","Down","Down"
"Ophio5|7388","","PF14518.1|Haem_oxygenas_2","",NA,"Down","Down","Down"
"Ophio5|7389","","","",3,"Down","Down","Down"
"Ophio5|739","","","",NA,"Down","Down","Up"
"Ophio5|7390","GO:0003676|nucleic acid binding;GO:0004386|helicase activity;GO:0005524|ATP binding;GO:0016787|hydrolase activity;GO:0003677|DNA binding","PF04851.10|ResIII;PF00270.24|DEAD;PF00271.26|Helicase_C","",NA,"Up","Up","Down"
"Ophio5|7391","GO:0051028|mRNA transport;GO:0005634|nucleus","PF03943.8|TAP_C;PF12799.2|LRR_4","",NA,"Down","Down","Down"
"Ophio5|7392","","","",NA,"Down","Down","Down"
"Ophio5|7393","","","",1,"Up","Down","Down"
"Ophio5|7394","GO:0046983|protein dimerization activity","PF00010.21|HLH","",NA,"Down","Down","Up"
"Ophio5|7395","","PF09341.5|Pcc1","",NA,"Down","Up","Up"
"Ophio5|7396","GO:0016491|oxidoreductase activity;GO:0008152|metabolic process","PF00106.20|adh_short;PF13561.1|adh_short_C2;PF08659.5|KR","",NA,"Down","Down","Up"
"Ophio5|7397","GO:0008757|S-adenosylmethionine-dependent methyltransferase activity","PF05724.6|TPMT","",NA,"Down","Up","Up"
"Ophio5|7398","","PF02338.14|OTU","",NA,"Up","Up","Up"
"Ophio5|7399","","","",NA,"Up","Up","Up"
"Ophio5|74","","","",NA,"Up","Up","Up"
"Ophio5|740","GO:0016887|ATPase activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport;GO:0005524|ATP binding;GO:0042626|ATPase activity, coupled to transmembrane movement of substances;GO:0006810|transport","PF00005.22|ABC_tran;PF00005.22|ABC_tran;PF00664.18|ABC_membrane;PF00664.18|ABC_membrane","",16,"Up","Up","Down"
"Ophio5|7400","GO:0005543|phospholipid binding;GO:0005938|cell cortex;GO:0005515|protein binding;GO:0032065|cortical protein anchoring","PF12814.2|Mcp5_PH","",NA,"Up","Up","Up"
"Ophio5|7401","","","",NA,"Up","Up","Up"
"Ophio5|7402","","","",NA,"Up","Up","Up"
"Ophio5|7403","","PF13419.1|HAD_2;PF00702.21|Hydrolase;PF13242.1|Hydrolase_like","",NA,"Up","Up","Up"
"Ophio5|7404","GO:0007264|small GTPase mediated signal transduction;GO:0005525|GTP binding;GO:0005622|intracellular","PF00071.17|Ras;PF08477.8|Miro","",NA,"Up","Up","Down"
"Ophio5|7405","","","",NA,"Up","Up","Down"
"Ophio5|7406","","","",1,"Up","Down","Down"
"Ophio5|7407","GO:0006031|chitin biosynthetic process;GO:0004100|chitin synthase activity","PF01644.12|Chitin_synth_1;PF08407.6|Chitin_synth_1N;PF03142.10|Chitin_synth_2;PF13632.1|Glyco_trans_2_3;PF13641.1|Glyco_tranf_2_3","",7,"Up","Up","Down"
"Ophio5|7408","GO:0051056|regulation of small GTPase mediated signal transduction;GO:0005085|guanyl-nucleotide exchange factor activity;GO:0007264|small GTPase mediated signal transduction;GO:0005622|intracellular;GO:0005525|GTP binding","PF00617.14|RasGEF;PF08477.8|Miro;PF00618.15|RasGEF_N","",NA,"Up","Up","Down"
"Ophio5|7409","","","",1,"Up","Up","Down"
"Ophio5|741","GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF07690.11|MFS_1","",10,"Down","Down","Up"
"Ophio5|7410","GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0003723|RNA binding","PF03719.10|Ribosomal_S5_C;PF00333.15|Ribosomal_S5","",NA,"Down","Down","Up"
"Ophio5|7411","","","",NA,"Up","Up","Up"
"Ophio5|7412","","PF01987.12|AIM24","",NA,"Up","Up","Up"
"Ophio5|7413","","","",NA,"Up","Down","Down"
"Ophio5|7414","","","",NA,"Down","Down","="
"Ophio5|7415","GO:0008152|metabolic process;GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups","PF00108.18|Thiolase_N;PF02803.13|Thiolase_C","",NA,"Down","Up","Up"
"Ophio5|7416","","","",NA,"Up","Up","Up"
"Ophio5|7417","","","",NA,"Down","Down","Up"
"Ophio5|7418","","PF11976.3|Rad60-SLD","",NA,"Up","Up","Down"
"Ophio5|7419","","PF01423.17|LSM","",NA,"Down","Down","Up"
"Ophio5|742","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","="
"Ophio5|7420","","","",1,"Up","Up","Down"
"Ophio5|7421","","","",NA,"Up","Up","Down"
"Ophio5|7422","","PF10607.4|CLTH","",NA,"Up","Up","Down"
"Ophio5|7423","GO:0005634|nucleus","PF04857.15|CAF1","",NA,"Up","Up","Down"
"Ophio5|7424","GO:0005747|mitochondrial respiratory chain complex I;GO:0005739|mitochondrion;GO:0022900|electron transport chain","PF08122.7|NDUF_B12","",1,"Down","Down","Up"
"Ophio5|7425","","","",NA,"Down","Down","Down"
"Ophio5|7426","","","",1,"Up","Up","Down"
"Ophio5|7427","GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0008152|metabolic process","PF00171.17|Aldedh","",NA,"Up","Up","Up"
"Ophio5|7428","GO:0016614|oxidoreductase activity, acting on CH-OH group of donors;GO:0055114|oxidation-reduction process;GO:0050660|flavin adenine dinucleotide binding","PF00732.14|GMC_oxred_N;PF05199.8|GMC_oxred_C","",NA,"Down","Up","Up"
"Ophio5|7429","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus","PF00172.13|Zn_clus","",NA,"Down","Down","Down"
"Ophio5|743","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","="
"Ophio5|7430","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|7431","","","",NA,"Up","Up","Up"
"Ophio5|7432","","","",NA,"Up","Down","Down"
"Ophio5|7433","","","",NA,"Down","Down","Up"
"Ophio5|7434","","","",NA,"Down","Down","Up"
"Ophio5|7435","GO:0008152|metabolic process;GO:0008716|D-alanine-D-alanine ligase activity;GO:0005524|ATP binding;GO:0003824|catalytic activity","PF02786.12|CPSase_L_D2;PF02786.12|CPSase_L_D2;PF02787.14|CPSase_L_D3;PF13535.1|ATP-grasp_4;PF13535.1|ATP-grasp_4;PF00289.17|CPSase_L_chain;PF00289.17|CPSase_L_chain;PF02222.17|ATP-grasp;PF02222.17|ATP-grasp;PF07478.8|Dala_Dala_lig_C;PF07478.8|Dala_Dala_lig_C;PF08443.6|RimK","",NA,"Up","Up","Down"
"Ophio5|7436","","","",1,"Down","Down","Down"
"Ophio5|7437","","","",NA,"Down","Up","Up"
"Ophio5|7438","","PF08661.6|Rep_fac-A_3","",NA,"Up","Up","Up"
"Ophio5|7439","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|744","GO:0015031|protein transport;GO:0016020|membrane","PF00344.15|SecY;PF10559.4|Plug_translocon","",10,"Down","Down","Down"
"Ophio5|7440","GO:0003824|catalytic activity","PF07228.7|SpoIIE;PF13672.1|PP2C_2","",NA,"Up","Up","Down"
"Ophio5|7441","","","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|7442","GO:0008270|zinc ion binding;GO:0004181|metallocarboxypeptidase activity;GO:0004180|carboxypeptidase activity;GO:0006508|proteolysis","PF00246.19|Peptidase_M14;PF02244.11|Propep_M14","SignalP: has predicted secretion signal",NA,"Up","Up","Up"
"Ophio5|7443","GO:0004842|ubiquitin-protein ligase activity","PF00632.20|HECT","",NA,"Up","Up","Down"
"Ophio5|7444","GO:0016491|oxidoreductase activity;GO:0008270|zinc ion binding;GO:0055114|oxidation-reduction process","PF08240.7|ADH_N;PF00107.21|ADH_zinc_N","",NA,"Up","Up","Down"
"Ophio5|7445","","","",NA,"Up","Up","Down"
"Ophio5|7446","","PF03501.10|S10_plectin","",NA,"Up","Up","Down"
"Ophio5|7447","","PF13019.1|Telomere_Sde2","",NA,"Up","Down","Down"
"Ophio5|7448","","","",NA,"Up","Up","Up"
"Ophio5|7449","","PF06522.6|B12D","",1,"Down","Up","Up"
"Ophio5|745","GO:0008033|tRNA processing;GO:0005524|ATP binding","PF01715.12|IPPT","",NA,"Down","Down","Up"
"Ophio5|7450","GO:0003676|nucleic acid binding","PF00076.17|RRM_1;PF14259.1|RRM_6;PF13893.1|RRM_5","",NA,"Down","Up","Up"
"Ophio5|7451","GO:0005515|protein binding","PF00400.27|WD40;PF00400.27|WD40;PF00400.27|WD40;PF07304.6|SRA1;PF12931.2|Sec16_C","",NA,"Down","Down","Up"
"Ophio5|7452","","PF05047.11|L51_S25_CI-B8","",NA,"Up","Up","Up"
"Ophio5|7453","GO:0005525|GTP binding","PF01926.18|MMR_HSR1","",NA,"Down","Down","Up"
"Ophio5|7454","","PF07491.6|PPI_Ypi1","",NA,"Down","Up","Up"
"Ophio5|7455","","","",NA,"Down","Down","Down"
"Ophio5|7456","","","",NA,"Down","Down","Up"
"Ophio5|7457","GO:0016491|oxidoreductase activity","PF01070.13|FMN_dh","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Down"
"Ophio5|7458","GO:0015930|glutamate synthase activity;GO:0016638|oxidoreductase activity, acting on the CH-NH2 group of donors;GO:0016491|oxidoreductase activity;GO:0055114|oxidation-reduction process;GO:0018580|nitronate monooxygenase activity;GO:0006537|glutamate biosynthetic process","PF01070.13|FMN_dh;PF03060.10|NMO;PF01645.12|Glu_synthase","",NA,"Down","Up","Up"
"Ophio5|7459","","PF14938.1|SNAP","",NA,"Down","Up","Up"
"Ophio5|746","","","",NA,"Up","Up","Down"
"Ophio5|7460","GO:0006420|arginyl-tRNA aminoacylation;GO:0004814|arginine-tRNA ligase activity;GO:0005524|ATP binding;GO:0000166|nucleotide binding;GO:0005737|cytoplasm","PF00750.14|tRNA-synt_1d;PF05746.10|DALR_1;PF03485.11|Arg_tRNA_synt_N","",NA,"Up","Up","Down"
"Ophio5|7461","GO:0005976|polysaccharide metabolic process;GO:2001070|starch binding;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF00723.16|Glyco_hydro_15;PF00686.14|CBM_20","",NA,"Down","Down","Down"
"Ophio5|7462","","PF03343.8|SART-1","",NA,"Down","Down","Down"
"Ophio5|7463","","","",1,"Up","Up","Down"
"Ophio5|7464","GO:0016597|amino acid binding;GO:0008152|metabolic process","PF10369.4|ALS_ss_C;PF01842.20|ACT;PF13710.1|ACT_5","",NA,"Up","Up","Down"
"Ophio5|7465","GO:0003723|RNA binding","PF00013.24|KH_1;PF13014.1|KH_3","",NA,"Up","Up","Down"
"Ophio5|7466","","PF06159.8|DUF974","",NA,"Up","Up","Down"
"Ophio5|7467","","","",NA,"Down","Down","Down"
"Ophio5|7468","","","",NA,"Up","Down","Down"
"Ophio5|7469","","","",NA,"Up","Up","Up"
"Ophio5|747","GO:0006412|translation;GO:0005840|ribosome;GO:0003735|structural constituent of ribosome;GO:0005622|intracellular","PF01016.14|Ribosomal_L27","",NA,"Up","Up","Up"
"Ophio5|7470","GO:0005622|intracellular;GO:0005096|GTPase activator activity;GO:0051056|regulation of small GTPase mediated signal transduction","PF00616.14|RasGAP;PF13716.1|CRAL_TRIO_2","",NA,"Down","Down","Down"
"Ophio5|7471","GO:0005515|protein binding;GO:0006355|regulation of transcription, DNA-templated;GO:0018024|histone-lysine N-methyltransferase activity;GO:0005694|chromosome;GO:0034968|histone lysine methylation","PF00856.23|SET;PF08236.6|SRI","",NA,"Up","Up","Down"
"Ophio5|7472","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|7473","","","",NA,"Up","Up","Down"
"Ophio5|7474","GO:0015996|chlorophyll catabolic process;GO:0047746|chlorophyllase activity","PF12697.2|Abhydrolase_6;PF12695.2|Abhydrolase_5;PF00561.15|Abhydrolase_1;PF12740.2|Chlorophyllase2","",NA,"Down","Up","Up"
"Ophio5|7475","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF04909.9|Amidohydro_2","",NA,"Up","Up","Down"
"Ophio5|7476","GO:0003824|catalytic activity","PF00682.14|HMGL-like","",NA,"Down","Down","Down"
"Ophio5|7477","","","SignalP: has predicted secretion signal",2,"Down","Down","Down"
"Ophio5|7478","GO:0016491|oxidoreductase activity;GO:0003824|catalytic activity;GO:0008152|metabolic process;GO:0050662|coenzyme binding;GO:0044237|cellular metabolic process","PF00106.20|adh_short;PF08659.5|KR;PF13561.1|adh_short_C2;PF01370.16|Epimerase","",NA,"Down","Down","Down"
"Ophio5|7479","GO:0008080|N-acetyltransferase activity","PF00583.19|Acetyltransf_1;PF13420.1|Acetyltransf_4","",NA,"Down","Down","Up"
"Ophio5|748","","","SignalP: has predicted secretion signal; SSP: small secreted protein",1,"Up","Up","Down"
"Ophio5|7480","GO:0004518|nuclease activity;GO:0003677|DNA binding","PF02732.10|ERCC4","",NA,"Up","Up","Down"
"Ophio5|7481","GO:0003676|nucleic acid binding;GO:0005622|intracellular;GO:0006810|transport","PF02136.15|NTF2;PF00076.17|RRM_1","",NA,"Up","Up","Down"
"Ophio5|7482","GO:0005622|intracellular;GO:0042254|ribosome biogenesis","PF00466.15|Ribosomal_L10","",NA,"Up","Up","Up"
"Ophio5|7483","","","",NA,"Down","Down","Up"
"Ophio5|7484","GO:0003676|nucleic acid binding","PF12220.3|U1snRNP70_N;PF00076.17|RRM_1;PF14259.1|RRM_6;PF13893.1|RRM_5","",NA,"Up","Down","Down"
"Ophio5|7485","","PF05047.11|L51_S25_CI-B8","",NA,"Down","Up","Up"
"Ophio5|7486","GO:0003676|nucleic acid binding;GO:0003723|RNA binding","PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF00076.17|RRM_1;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF14259.1|RRM_6;PF13893.1|RRM_5;PF13893.1|RRM_5;PF13893.1|RRM_5;PF13893.1|RRM_5;PF00658.13|PABP","",NA,"Down","Up","Up"
"Ophio5|7487","GO:0004842|ubiquitin-protein ligase activity","PF00632.20|HECT","",NA,"Up","Up","Down"
"Ophio5|7488","GO:0005524|ATP binding;GO:0004672|protein kinase activity;GO:0006468|protein phosphorylation","PF08311.7|Mad3_BUB1_I;PF00069.20|Pkinase","",NA,"Down","Up","Up"
"Ophio5|7489","","PF01261.19|AP_endonuc_2","",NA,"Down","Down","Down"
"Ophio5|749","GO:0009966|regulation of signal transduction;GO:0043666|regulation of phosphoprotein phosphatase activity;GO:0004864|protein phosphatase inhibitor activity","PF04979.9|IPP-2;PF04979.9|IPP-2","",NA,"Down","Down","Down"
"Ophio5|7490","GO:0016747|transferase activity, transferring acyl groups other than amino-acyl groups","PF03982.8|DAGAT","",NA,"Up","Down","Down"
"Ophio5|7491","","","",NA,"Up","Down","Down"
"Ophio5|7492","GO:0006508|proteolysis;GO:0004185|serine-type carboxypeptidase activity","PF00450.17|Peptidase_S10","",NA,"Up","Up","Up"
"Ophio5|7493","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0006355|regulation of transcription, DNA-templated;GO:0003677|DNA binding;GO:0005634|nucleus;GO:0008270|zinc ion binding;GO:0006351|transcription, DNA-templated","PF04082.13|Fungal_trans;PF00172.13|Zn_clus","",NA,"Down","Down","Up"
"Ophio5|7494","GO:0008168|methyltransferase activity;GO:0008610|lipid biosynthetic process;GO:0008152|metabolic process;GO:0018024|histone-lysine N-methyltransferase activity","PF02353.15|CMAS;PF12847.2|Methyltransf_18;PF13489.1|Methyltransf_23;PF08241.7|Methyltransf_11;PF13847.1|Methyltransf_31;PF08242.7|Methyltransf_12;PF13649.1|Methyltransf_25;PF13659.1|Methyltransf_26;PF05175.9|MTS;PF08123.8|DOT1","",NA,"Up","Up","Up"
"Ophio5|7495","","","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|7496","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Up","Up"
"Ophio5|7497","GO:0055114|oxidation-reduction process;GO:0016614|oxidoreductase activity, acting on CH-OH group of donors;GO:0050660|flavin adenine dinucleotide binding","PF05199.8|GMC_oxred_C;PF00732.14|GMC_oxred_N","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|7498","GO:0004601|peroxidase activity","PF01328.12|Peroxidase_2","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|7499","GO:0004601|peroxidase activity","PF01328.12|Peroxidase_2","",NA,"Up","Up","Down"
"Ophio5|75","","","",1,"Down","Down","Down"
"Ophio5|750","GO:0000981|sequence-specific DNA binding RNA polymerase II transcription factor activity;GO:0008270|zinc ion binding;GO:0003677|DNA binding;GO:0006355|regulation of transcription, DNA-templated;GO:0005634|nucleus;GO:0006351|transcription, DNA-templated","PF00172.13|Zn_clus;PF00172.13|Zn_clus;PF04082.13|Fungal_trans","",NA,"Down","Down","Up"
"Ophio5|7500","GO:0004601|peroxidase activity;GO:0006979|response to oxidative stress;GO:0055114|oxidation-reduction process;GO:0020037|heme binding","PF03098.10|An_peroxidase","",NA,"Up","Up","Down"
"Ophio5|7501","GO:0003824|catalytic activity;GO:0008152|metabolic process","PF00378.15|ECH","SignalP: has predicted secretion signal",NA,"Up","Up","Down"
"Ophio5|7502","GO:0032313|regulation of Rab GTPase activity;GO:0005097|Rab GTPase activator activity","PF00566.13|RabGAP-TBC","",NA,"Down","Down","Up"
"Ophio5|7503","GO:0005515|protein binding","PF12799.2|LRR_4;PF00560.28|LRR_1;PF13504.1|LRR_7","",NA,"Up","Up","Up"
"Ophio5|7504","","","",NA,"Up","Up","Up"
"Ophio5|7505","GO:0022857|transmembrane transporter activity;GO:0016021|integral component of membrane;GO:0055085|transmembrane transport","PF00083.19|Sugar_tr","",10,"Up","Up","Up"
"Ophio5|7506","","","",NA,"Down","Down","Down"
"Ophio5|7507","","PF05572.8|Peptidase_M43","SignalP: has predicted secretion signal",NA,"Up","Down","Down"
"Ophio5|7508","","","",NA,"Up","Up","Down"
"Ophio5|7509","GO:0009116|nucleoside metabolic process;GO:0009165|nucleotide biosynthetic process;GO:0004749|ribose phosphate diphosphokinase activity;GO:0000287|magnesium ion binding","PF13793.1|Pribosyltran_N;PF14572.1|Pribosyl_synth;PF00156.22|Pribosyltran","",NA,"Up","Up","Up"
"Ophio5|751","GO:0006950|response to stress","PF00582.21|Usp","",NA,"Down","Down","Down"
"Ophio5|7510","GO:0046872|metal ion binding;GO:0000166|nucleotide binding","PF00122.15|E1-E2_ATPase;PF00702.21|Hydrolase;PF13246.1|Hydrolase_like2;PF12710.2|HAD;PF00690.21|Cation_ATPase_N;PF08282.7|Hydrolase_3","",5,"Down","Down","Up"
"Ophio5|7511","","","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Down","Down","Down"
"Ophio5|7512","","","",NA,"Down","Down","Down"
"Ophio5|7513","GO:0004725|protein tyrosine phosphatase activity;GO:0006470|protein dephosphorylation","PF00102.22|Y_phosphatase","",NA,"Up","Up","Down"
"Ophio5|7514","GO:0016829|lyase activity;GO:0006520|cellular amino acid metabolic process;GO:0016831|carboxy-lyase activity;GO:0019752|carboxylic acid metabolic process;GO:0030170|pyridoxal phosphate binding","PF00282.14|Pyridoxal_deC;PF01212.16|Beta_elim_lyase","",NA,"Down","Down","Down"
"Ophio5|7515","","","",NA,"Up","Up","Up"
"Ophio5|7516","","","",NA,"Down","Down","Down"
"Ophio5|7517","","PF06911.7|Senescence","",NA,"Down","Down","Down"
"Ophio5|7518","GO:0000226|microtubule cytoskeleton organization;GO:0000922|spindle pole;GO:0005815|microtubule organizing center","PF04130.8|Spc97_Spc98","",NA,"Up","Up","Down"
"Ophio5|7519","","","",NA,"Down","Down","Up"
"Ophio5|752","","","",NA,"Down","Down","Down"
"Ophio5|7520","","","",1,"Down","Up","Up"
"Ophio5|7521","","","",5,"Up","Up","Down"
"Ophio5|7522","GO:0004386|helicase activity;GO:0005524|ATP binding","PF13538.1|UvrD_C_2;PF02689.9|Herpes_Helicase","SignalP: has predicted secretion signal; SSP: small secreted protein",NA,"Up","Up","Down"
"Ophio5|7523","","PF12720.2|DUF3807","",NA,"Up","Down","Down"
"Ophio5|7524","GO:0010508|positive regulation of autophagy","PF10186.4|Atg14","",NA,"Down","Down","Up"
"Ophio5|7525","GO:0005975|carbohydrate metabolic process;GO:0004553|hydrolase activity, hydrolyzing O-glycosyl compounds","PF00703.16|Glyco_hydro_2","",NA,"Up","Up","Up"
"Ophio5|7526","","","",NA,"Down","Down","Up"
"Ophio5|7527","","","",NA,"Up","Up","Down"
"Ophio5|7528","","","",NA,"Down","Down","Up"
"Ophio5|7529","","","",NA,"Down","Down","Up"
"Ophio5|753","GO:0016810|hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds;GO:0006807|nitrogen compound metabolic process","PF02540.12|NAD_synthase;PF00795.17|CN_hydrolase","",NA,"Down","Down","Down"
"Ophio5|7530","","PF08620.5|RPAP1_C","",NA,"Up","Up","Down"
"Ophio5|7531","","PF08662.6|eIF2A","",NA,"Up","Down","Down"
