#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","JAACLJ010000003.1",3347302,3348787,"+",,,"GQ602_003622","KAF4589733.1",82,"hypothetical protein GQ602_003622"
"Un","JAACLJ010000003.1",3349236,3351130,"-",,,"GQ602_003623","KAF4589734.1",614,"Peptidoglycan-binding lysin domain"
"Un","JAACLJ010000003.1",3352788,3354787,"+",,,"GQ602_003624","KAF4589735.1",627,"hypothetical protein GQ602_003624"
"Un","JAACLJ010000003.1",3355576,3357968,"-",,,"GQ602_003625","KAF4589736.1",712,"Sec1 family superfamily"
"Un","JAACLJ010000003.1",3358625,3359275,"-",,,"GQ602_003626","KAF4589737.1",216,"D111/G-patch"
"Un","JAACLJ010000003.1",3359779,3361077,"+",,,"GQ602_003627","KAF4589738.1",432,"capsule polysaccharide biosynthesis protein"
"Un","JAACLJ010000003.1",3361175,3362470,"-",,,"GQ602_003628","KAF4589739.1",431,"hypothetical protein GQ602_003628"
"Un","JAACLJ010000003.1",3363507,3365370,"+",,,"GQ602_003629","KAF4589740.1",601,"hypothetical protein GQ602_003629"
"Un","JAACLJ010000003.1",3366009,3367308,"-",,,"GQ602_003630","KAF4589741.1",373,"putative domain, di-copper centre"
"Un","JAACLJ010000003.1",3368836,3370598,"-",,,"GQ602_003631","KAF4589742.1",571,"hypothetical protein GQ602_003631"
"Un","JAACLJ010000003.1",3370949,3371749,"-",,,"GQ602_003632","KAF4589743.1",266,"Dephospho-CoA kinase"
"Un","JAACLJ010000003.1",3372245,3374050,"+",,,"GQ602_003633","KAF4589744.1",571,"glycoside hydrolase family 47 protein"
"Un","JAACLJ010000003.1",3374895,3375293,"-",,,"GQ602_003634","KAF4589745.1",132,"hypothetical protein GQ602_003634"
"Un","JAACLJ010000003.1",3375666,3376325,"-",,,"GQ602_003635","KAF4589746.1",219,"hypothetical protein GQ602_003635"
"Un","JAACLJ010000003.1",3377315,3378105,"-",,,"GQ602_003636","KAF4589747.1",244,"Mitochondrial import inner membrane translocase subunit tim23"
"Un","JAACLJ010000003.1",3378897,3380118,"-",,,"GQ602_003637","KAF4589748.1",344,"Protein RTC2"
"Un","JAACLJ010000003.1",3380568,3381768,"+",,,"GQ602_003638","KAF4589749.1",376,"hypothetical protein GQ602_003638"
"Un","JAACLJ010000003.1",3381873,3385114,"-",,,"GQ602_003639","KAF4589750.1",1064,"HEAT repeat protein"
"Un","JAACLJ010000003.1",3385946,3386919,"+",,,"GQ602_003640","KAF4589751.1",290,"Esterase/lipase superfamily protein"
"Un","JAACLJ010000003.1",3387641,3392686,"+",,,"GQ602_003641","KAF4589752.1",1542,"multidrug resistance-associated protein 1"
"Un","JAACLJ010000003.1",3396859,3399027,"+",,,"GQ602_003642","KAF4589753.1",641,"Ydr124wp-like protein"
"Un","JAACLJ010000003.1",3400425,3401654,"-",,,"GQ602_003643","KAF4589754.1",317,"putative CBF1-centromere binding factor 1"
"Un","JAACLJ010000003.1",3402496,3403905,"+",,,"GQ602_003644","KAF4589755.1",382,"negative regulation of gluconeogenesis"
"Un","JAACLJ010000003.1",3404963,3406588,"-",,,"GQ602_003645","KAF4589756.1",517,"CCR4-NOT transcription complex subunit 7"
"Un","JAACLJ010000003.1",3406741,3407736,"+",,,"GQ602_003646","KAF4589757.1",135,"NADH-ubiquinone oxidoreductase B12 subunit family protein"
"Un","JAACLJ010000003.1",3408117,3409220,"-",,,"GQ602_003647","KAF4589758.1",367,"hypothetical protein GQ602_003647"
"Un","JAACLJ010000003.1",3412066,3414057,"-",,,"GQ602_003648","KAF4589759.1",619,"eukaryotic translation initiation factor 6"
"Un","JAACLJ010000003.1",3415424,3416914,"+",,,"GQ602_003649","KAF4589760.1",475,"Molybdenum cofactor biosynthesis, MoeB"
"Un","JAACLJ010000003.1",3417615,3421243,"-",,,"GQ602_003650","KAF4589761.1",1146,"hypothetical protein GQ602_003650"
"Un","JAACLJ010000003.1",3425366,3425896,"+",,,"GQ602_003651","KAF4589762.1",176,"hypothetical protein GQ602_003651"
"Un","JAACLJ010000003.1",3426845,3429623,"-",,,"GQ602_003652","KAF4589763.1",857,"histone H3 lysine 36 (K36) methyltransferase"
"Un","JAACLJ010000003.1",3431043,3431722,"+",,,"GQ602_003653","KAF4589764.1",206,"cell wall protein PhiA"
"Un","JAACLJ010000003.1",3433526,3433759,"+",,,"GQ602_003654","KAF4589765.1",77,"hypothetical protein GQ602_003654"
"Un","JAACLJ010000003.1",3434323,3435880,"-",,,"GQ602_003655","KAF4589766.1",490,"4-aminobutyrate aminotransferase"
"Un","JAACLJ010000003.1",3436931,3439891,"-",,,"GQ602_003656","KAF4589767.1",877,"chloride channel protein 3"
"Un","JAACLJ010000003.1",3441259,3443073,"+",,,"GQ602_003657","KAF4589768.1",604,"Sas10/Utp3 family protein"
"Un","JAACLJ010000003.1",3443376,3445754,"+",,,"GQ602_003658","KAF4589769.1",792,"Conserved oligomeric Golgi complex subunit 1"
"Un","JAACLJ010000003.1",3446666,3448142,"-",,,"GQ602_003659","KAF4589770.1",453,"RNA polymerase I associated factor"
"Un","JAACLJ010000003.1",3449464,3451597,"+",,,"GQ602_003660","KAF4589771.1",581,"Protein kinase-like domain protein"
"Un","JAACLJ010000003.1",3454025,3457067,"+",,,"GQ602_003661","KAF4589772.1",604,"heat-labile enterotoxin IIB, A chain"
"Un","JAACLJ010000003.1",3457319,3459086,"-",,,"GQ602_003662","KAF4589773.1",570,"Histidine phosphatase superfamily, clade-2"
"Un","JAACLJ010000003.1",3460566,3467104,"+",,,"GQ602_003663","KAF4589774.1",1752,"regulator of deoxyribodipyrimidine photo-lyase PHR1"
"Un","JAACLJ010000003.1",3467431,3468952,"+",,,"GQ602_003664","KAF4589775.1",422,"aminotransferase class I and II"
"Un","JAACLJ010000003.1",3469435,3474427,"+",,,"GQ602_003665","KAF4589776.1",1320,"Xanthine dehydrogenase"
"Un","JAACLJ010000003.1",3474760,3477240,"+",,,"GQ602_003666","KAF4589777.1",519,"Zn(2)-C6 fungal-type DNA-binding domain protein"
"Un","JAACLJ010000003.1",3477634,3478059,"+",,,"GQ602_003667","KAF4589778.1",141,"SPO22-domain-containing protein"
"Un","JAACLJ010000003.1",3478233,3480214,"+",,,"GQ602_003668","KAF4589779.1",598,"TPR-like protein"
"Un","JAACLJ010000003.1",3482110,3484587,"-",,,"GQ602_003669","KAF4589780.1",825,"transcription factor"
"Un","JAACLJ010000003.1",3485850,3487153,"-",,,"GQ602_003670","KAF4589781.1",72,"hypothetical protein GQ602_003670"
"Un","JAACLJ010000003.1",3488172,3488892,"+",,,"GQ602_003671","KAF4589782.1",151,"hypothetical protein GQ602_003671"
"Un","JAACLJ010000003.1",3492271,3494454,"+",,,"GQ602_003672","KAF4589783.1",704,"putative enterotoxin"
"Un","JAACLJ010000003.1",3495809,3496132,"-",,,"GQ602_003673","KAF4589784.1",107,"hypothetical protein GQ602_003673"
"Un","JAACLJ010000003.1",3497259,3498972,"+",,,"GQ602_003674","KAF4589785.1",515,"cytochrome P450"
"Un","JAACLJ010000003.1",3499421,3502907,"-",,,"GQ602_003675","KAF4589786.1",1045,"Ubiquitin conjugation factor E4"
"Un","JAACLJ010000003.1",3503474,3504991,"-",,,"GQ602_003676","KAF4589787.1",505,"Zinc finger, RING/FYVE/PHD-type"
"Un","JAACLJ010000003.1",3506233,3508263,"+",,,"GQ602_003677","KAF4589788.1",676,"Hormone-sensitive lipase"
"Un","JAACLJ010000003.1",3508759,3510591,"+",,,"GQ602_003678","KAF4589789.1",520,"glutamate decarboxylase"
"Un","JAACLJ010000003.1",3511098,3512765,"-",,,"GQ602_003679","KAF4589790.1",555,"hypothetical protein GQ602_003679"
"Un","JAACLJ010000003.1",3513244,3514752,"-",,,"GQ602_003680","KAF4589791.1",467,"Acetylornithine aminotransferase"
"Un","JAACLJ010000003.1",3515253,3516365,"-",,,"GQ602_003681","KAF4589792.1",336,"Autophagy-like protein 27"
"Un","JAACLJ010000003.1",3519182,3522494,"-",,,"GQ602_003682","KAF4589793.1",1084,"hypothetical protein GQ602_003682"
"Un","JAACLJ010000003.1",3523196,3524584,"-",,,"GQ602_003683","KAF4589794.1",410,"peroxin 22-like protein"
"Un","JAACLJ010000003.1",3525821,3527690,"+",,,"GQ602_003684","KAF4589795.1",529,"Translation initiation factor eIF-2B subunit gamma"
"Un","JAACLJ010000003.1",3537369,3538557,"+",,,"GQ602_003685","KAF4589796.1",376,"Zinc finger, C2H2-type/integrase, DNA-binding protein"
"Un","JAACLJ010000003.1",3540921,3541910,"+",,,"GQ602_003686","KAF4589797.1",329,"leucine rich repeat domain containing protein"
"Un","JAACLJ010000003.1",3542769,3544203,"-",,,"GQ602_003687","KAF4589798.1",323,"hypothetical protein GQ602_003687"
"Un","JAACLJ010000003.1",3544827,3548998,"-",,,"GQ602_003688","KAF4589799.1",1314,"RNA-dependent RNA polymerase"
"Un","JAACLJ010000003.1",3550401,3551840,"+",,,"GQ602_003689","KAF4589800.1",479,"alpha/beta hydrolase"
"Un","JAACLJ010000003.1",3552239,3553696,"-",,,"GQ602_003690","KAF4589801.1",467,"RNAse P Rpr2/Rpp21/SNM1 subunit domain-containing protein"
"Un","JAACLJ010000003.1",3555299,3558869,"-",,,"GQ602_003691","KAF4589802.1",1150,"calcium permease"
"Un","JAACLJ010000003.1",3560141,3561310,"+",,,"GQ602_003692","KAF4589803.1",389,"26S protease regulatory subunit 8"
"Un","JAACLJ010000003.1",3562471,3563715,"+",,,"GQ602_003693","KAF4589804.1",68,"hypothetical protein GQ602_003693"
"Un","JAACLJ010000003.1",3564163,3566956,"+",,,"GQ602_003694","KAF4589805.1",911,"tyrosine phosphatase"
"Un","JAACLJ010000003.1",3567888,3570908,"+",,,"GQ602_003695","KAF4589806.1",1006,"IQ calmodulin-binding motif domain protein"
"Un","JAACLJ010000003.1",3571547,3574408,"+",,,"GQ602_003696","KAF4589807.1",886,"aminopeptidase 2"
"Un","JAACLJ010000003.1",3574955,3576577,"-",,,"GQ602_003697","KAF4589808.1",540,"cholinesterase"
"Un","JAACLJ010000003.1",3577455,3578876,"-",,,"GQ602_003698","KAF4589809.1",473,"hypothetical protein GQ602_003698"
"Un","JAACLJ010000003.1",3579454,3580151,"+",,,"GQ602_003699","KAF4589810.1",169,"ARP2/3 complex 21 kDa subunit"
"Un","JAACLJ010000003.1",3580349,3582165,"-",,,"GQ602_003700","KAF4589811.1",586,"tRNA (adenine-N(1)-)-methyltransferase non-catalytic subunit trm6"
"Un","JAACLJ010000003.1",3582615,3584488,"-",,,"GQ602_003701","KAF4589812.1",562,"dimethylaniline monooxygenase"
"Un","JAACLJ010000003.1",3586626,3587393,"+",,,"GQ602_003702","KAF4589813.1",237,"fusicoccadiene synthase"
"Un","JAACLJ010000003.1",3588107,3589643,"+",,,"GQ602_003703","KAF4589814.1",453,"l-fucose permease"
"Un","JAACLJ010000003.1",3589722,3592077,"-",,,"GQ602_003704","KAF4589815.1",751,"SDA1 domain protein"
"Un","JAACLJ010000003.1",3592583,3593731,"-",,,"GQ602_003705","KAF4589816.1",325,"mitochondrial phosphate carrier protein"
"Un","JAACLJ010000003.1",3594440,3594956,"-",,,"GQ602_003706","KAF4589817.1",133,"CVNH domain-containing protein"
"Un","JAACLJ010000003.1",3605212,3608345,"+",,,"GQ602_003707","KAF4589818.1",1028,"hypothetical protein GQ602_003707"
"Un","JAACLJ010000003.1",3609283,3610224,"-",,,"GQ602_003708","KAF4589819.1",296,"hypothetical protein GQ602_003708"
"Un","JAACLJ010000003.1",3610863,3612633,"+",,,"GQ602_003709","KAF4589820.1",272,"glutathione S-transferase"
"Un","JAACLJ010000003.1",3614846,3616145,"-",,,"GQ602_003710","KAF4589821.1",417,"hypothetical protein GQ602_003710"
"Un","JAACLJ010000003.1",3618179,3619076,"+",,,"GQ602_003711","KAF4589822.1",262,"metalloprotease MEP1"
"Un","JAACLJ010000003.1",3619314,3621836,"+",,,"GQ602_003712","KAF4589823.1",786,"DNA mismatch repair protein"
"Un","JAACLJ010000003.1",3622186,3622953,"-",,,"GQ602_003713","KAF4589824.1",255,"transfer of mannosylphosphate"
"Un","JAACLJ010000003.1",3624592,3627183,"-",,,"GQ602_003714","KAF4589825.1",822,"stalk rot protein"
"Un","JAACLJ010000003.1",3628069,3631333,"+",,,"GQ602_003715","KAF4589826.1",984,"Vacuolar protein sorting-associated protein 11"
"Un","JAACLJ010000003.1",3632003,3632573,"-",,,"GQ602_003716","KAF4589827.1",156,"hypothetical protein GQ602_003716"
"Un","JAACLJ010000003.1",3633013,3633795,"+",,,"GQ602_003717","KAF4589828.1",260,"Nucleotidylyl transferase"
"Un","JAACLJ010000003.1",3634479,3635752,"-",,,"GQ602_003718","KAF4589829.1",377,"DNA repair protein Rad14"
"Un","JAACLJ010000003.1",3636831,3637334,"+",,,"GQ602_003719","KAF4589830.1",167,"hypothetical protein GQ602_003719"
"Un","JAACLJ010000003.1",3637376,3638536,"-",,,"GQ602_003720","KAF4589831.1",386,"protein-tyrosine phosphatase"
"Un","JAACLJ010000003.1",3638999,3641203,"-",,,"GQ602_003721","KAF4589832.1",613,"Hsp70 family chaperone"
"Un","JAACLJ010000003.1",3642409,3645210,"+",,,"GQ602_003722","KAF4589833.1",577,"hypothetical protein GQ602_003722"
"Un","JAACLJ010000003.1",3645931,3647953,"+",,,"GQ602_003723","KAF4589834.1",333,"aldehyde reductase ii"
"Un","JAACLJ010000003.1",3649582,3650029,"-",,,"GQ602_003724","KAF4589835.1",126,"hypothetical protein GQ602_003724"
"Un","JAACLJ010000003.1",3650811,3651635,"-",,,"GQ602_003725","KAF4589836.1",221,"Zn(2)-C6 fungal-type DNA-binding domain protein"
"Un","JAACLJ010000003.1",3653455,3654210,"-",,,"GQ602_003726","KAF4589837.1",251,"hypothetical protein GQ602_003726"
"Un","JAACLJ010000003.1",3655647,3657492,"+",,,"GQ602_003727","KAF4589838.1",572,"hypothetical protein GQ602_003727"
"Un","JAACLJ010000003.1",3658486,3659629,"+",,,"GQ602_003728","KAF4589839.1",316,"3-hydroxyacyl-CoA dehyrogenase"
"Un","JAACLJ010000003.1",3660566,3661290,"+",,,"GQ602_003729","KAF4589840.1",192,"Inorganic phosphate transporter Pho88"
"Un","JAACLJ010000003.1",3661740,3663236,"-",,,"GQ602_003730","KAF4589841.1",498,"amino acid permease"
"Un","JAACLJ010000003.1",3663529,3664116,"-",,,"GQ602_003731","KAF4589842.1",172,"small secreted protein"
"Un","JAACLJ010000003.1",3685464,3685709,"+",,,"GQ602_003732","KAF4589843.1",81,"hypothetical protein GQ602_003732"
"Un","JAACLJ010000003.1",3686979,3687348,"+",,,"GQ602_003733","KAF4589844.1",101,"hypothetical protein GQ602_003733"
"Un","JAACLJ010000003.1",3687629,3688711,"-",,,"GQ602_003734","KAF4589845.1",360,"homoserine O-acetyltransferase"
"Un","JAACLJ010000003.1",3691020,3692573,"+",,,"GQ602_003735","KAF4589846.1",517,"hypothetical protein GQ602_003735"
"Un","JAACLJ010000003.1",3693877,3695843,"+",,,"GQ602_003736","KAF4589847.1",581,"membrane transporter"
"Un","JAACLJ010000003.1",3695968,3698376,"-",,,"GQ602_003737","KAF4589848.1",802,"linear gramicidin synthase subunit d"
"Un","JAACLJ010000003.1",3700163,3701860,"+",,,"GQ602_003738","KAF4589849.1",538,"hypothetical protein GQ602_003738"
"Un","JAACLJ010000003.1",3702833,3703857,"-",,,"GQ602_003739","KAF4589850.1",305,"tyrosine phosphatase"
"Un","JAACLJ010000003.1",3705519,3707469,"-",,,"GQ602_003740","KAF4589851.1",609,"Acyl-CoA dehydrogenase/oxidase"
"Un","JAACLJ010000003.1",3708324,3709235,"-",,,"GQ602_003741","KAF4589852.1",303,"hypothetical protein GQ602_003741"
"Un","JAACLJ010000003.1",3709935,3711348,"-",,,"GQ602_003742","KAF4589853.1",448,"MFS-1 domain containing protein"
"Un","JAACLJ010000003.1",3713778,3716363,"+",,,"GQ602_003743","KAF4589854.1",702,"N-terminal binuclear Zn cluster-containing protein"
"Un","JAACLJ010000003.1",3717651,3718680,"+",,,"GQ602_003744","KAF4589855.1",305,"hypothetical protein GQ602_003744"
"Un","JAACLJ010000003.1",3719788,3720752,"+",,,"GQ602_003745","KAF4589856.1",271,"proline rich protein 5MeD"
"Un","JAACLJ010000003.1",3720926,3722125,"-",,,"GQ602_003746","KAF4589857.1",337,"phytanoyl-CoA hydroxylase"
"Un","JAACLJ010000003.1",3722378,3724592,"-",,,"GQ602_003747","KAF4589858.1",696,"Integral inner nuclear membrane protein ima1"
"Un","JAACLJ010000003.1",3724964,3725803,"+",,,"GQ602_003748","KAF4589859.1",279,"family UPF0645, transmembrane"
"Un","JAACLJ010000003.1",3726244,3729579,"-",,,"GQ602_003749","KAF4589860.1",1091,"ATP-dependent RNA helicase DOB1"
"Un","JAACLJ010000003.1",3730052,3730688,"+",,,"GQ602_003750","KAF4589861.1",95,"hypothetical protein GQ602_003750"
"Un","JAACLJ010000003.1",3730949,3732801,"-",,,"GQ602_003751","KAF4589862.1",590,"pentatricopeptide repeat containing protein"
"Un","JAACLJ010000003.1",3732992,3733834,"+",,,"GQ602_003752","KAF4589863.1",259,"hypothetical protein GQ602_003752"
"Un","JAACLJ010000003.1",3733914,3734801,"-",,,"GQ602_003753","KAF4589864.1",278,"glycosyltransferase family protein"
"Un","JAACLJ010000003.1",3735236,3735714,"-",,,"GQ602_003754","KAF4589865.1",115,"hypothetical protein GQ602_003754"
"Un","JAACLJ010000003.1",3737780,3741338,"-",,,"GQ602_003755","KAF4589866.1",1165,"Inositol polyphosphate kinase"
"Un","JAACLJ010000003.1",3742818,3743939,"-",,,"GQ602_003756","KAF4589867.1",373,"NAD/NADP octopine/nopaline dehydrogenase"
"Un","JAACLJ010000003.1",3744276,3746345,"+",,,"GQ602_003757","KAF4589868.1",606,"alpha glucosidase II"
"Un","JAACLJ010000003.1",3746539,3747453,"-",,,"GQ602_003758","KAF4589869.1",304,"putative enterotoxin"
"Un","JAACLJ010000003.1",3748414,3750029,"-",,,"GQ602_003759","KAF4589870.1",519,"tripeptidyl aminopeptidase"
"Un","JAACLJ010000003.1",3750780,3751802,"-",,,"GQ602_003760","KAF4589871.1",340,"hypothetical protein GQ602_003760"
"Un","JAACLJ010000003.1",3754518,3755653,"+",,,"GQ602_003761","KAF4589872.1",357,"endo-1,4-beta-xylanase B-like"
"Un","JAACLJ010000003.1",3755848,3756297,"+",,,"GQ602_003762","KAF4589873.1",149,"pentapeptide repeat-containing protein"
"Un","JAACLJ010000003.1",3757524,3759875,"+",,,"GQ602_003763","KAF4589874.1",641,"sugar transporter"
"Un","JAACLJ010000003.1",3760262,3760576,"-",,,"GQ602_003764","KAF4589875.1",104,"hypothetical protein GQ602_003764"
"Un","JAACLJ010000003.1",3764409,3769577,"+",,,"GQ602_003765","KAF4589876.1",1701,"conserved leucine-rich repeat protein"
"Un","JAACLJ010000003.1",3771186,3774293,"+",,,"GQ602_003766","KAF4589877.1",1035,"TBC domain protein"
"Un","JAACLJ010000003.1",3774631,3776408,"-",,,"GQ602_003767","KAF4589878.1",249,"enoyl-CoA hydratase/isomerase"
"Un","JAACLJ010000003.1",3776449,3776871,"+",,,"GQ602_003768","KAF4589879.1",140,"fungal transcriptional regulatory protein"
"Un","JAACLJ010000003.1",3776964,3778057,"-",,,"GQ602_003769","KAF4589880.1",274,"peroxidase family protein"
"Un","JAACLJ010000003.1",3778169,3778624,"-",,,"GQ602_003770","KAF4589881.1",151,"peroxidase family protein"
"Un","JAACLJ010000003.1",3780193,3781858,"+",,,"GQ602_003771","KAF4589882.1",459,"cyclopropane-fatty-acyl-phospholipid synthase"
"Un","JAACLJ010000003.1",3782733,3784570,"-",,,"GQ602_003772","KAF4589883.1",592,"Peptidase S10, serine carboxypeptidase"
"Un","JAACLJ010000003.1",3786131,3786888,"+",,,"GQ602_003773","KAF4589884.1",227,"alpha-1,3-mannosyltransferase alg-2"
"Un","JAACLJ010000003.1",3787228,3787599,"+",,,"GQ602_003774","KAF4589885.1",123,"Alpha-1,3/1,6-mannosyltransferase alg-2"
"Un","JAACLJ010000003.1",3788601,3792155,"-",,,"GQ602_003775","KAF4589886.1",1184,"serine/threonine-protein kinase ssp1"
"Un","JAACLJ010000003.1",3796935,3798210,"-",,,"GQ602_003776","KAF4589887.1",396,"Biotin/lipoate A/B protein ligase"
"Un","JAACLJ010000003.1",3798463,3799720,"+",,,"GQ602_003777","KAF4589888.1",392,"chorismate synthase"
"Un","JAACLJ010000003.1",3800900,3803951,"-",,,"GQ602_003778","KAF4589889.1",1003,"hypothetical protein GQ602_003778"
"Un","JAACLJ010000003.1",3810275,3811603,"+",,,"GQ602_003779","KAF4589890.1",442,"hypothetical protein GQ602_003779"
"Un","JAACLJ010000003.1",3812273,3812727,"+",,,"GQ602_003780","KAF4589891.1",133,"lipase/esterase family protein"
"Un","JAACLJ010000003.1",3813360,3815468,"+",,,"GQ602_003781","KAF4589892.1",702,"pathway-specific nitrogen regulator"
"Un","JAACLJ010000003.1",3815946,3816424,"-",,,"GQ602_003782","KAF4589893.1",138,"Bladder cancer-related BC10-like protein"
"Un","JAACLJ010000003.1",3818247,3822863,"+",,,"GQ602_003783","KAF4589894.1",1514,"WD40 repeat-like-containing domain"
"Un","JAACLJ010000003.1",3824434,3826450,"-",,,"GQ602_003784","KAF4589895.1",604,"Nucleotide-binding, alpha-beta plait"
"Un","JAACLJ010000003.1",3829385,3831076,"-",,,"GQ602_003785","KAF4589896.1",563,"hypothetical protein GQ602_003785"
"Un","JAACLJ010000003.1",3832323,3833023,"+",,,"GQ602_003786","KAF4589897.1",143,"histone H2A.Z"
"Un","JAACLJ010000003.1",3833634,3834403,"-",,,"GQ602_003787","KAF4589898.1",182,"3-oxo-5-alpha-steroid 4-dehydrogenase"
"Un","JAACLJ010000003.1",3834793,3837342,"-",,,"GQ602_003788","KAF4589899.1",849,"DUF544 domain-containing protein"
"Un","JAACLJ010000003.1",3838267,3839414,"-",,,"GQ602_003789","KAF4589900.1",359,"hlj1 protein"
"Un","JAACLJ010000003.1",3841834,3843027,"-",,,"GQ602_003790","KAF4589901.1",397,"chitinase"
"Un","JAACLJ010000003.1",3844437,3844893,"+",,,"GQ602_003791","KAF4589902.1",112,"hypothetical protein GQ602_003791"
"Un","JAACLJ010000003.1",3845771,3846291,"+",,,"GQ602_003792","KAF4589903.1",129,"DNA binding methylated-DNA--cysteine S-methyltransferase"
"Un","JAACLJ010000003.1",3846632,3851745,"-",,,"GQ602_003793","KAF4589904.1",1633,"kinesin family protein"
"Un","JAACLJ010000003.1",3853787,3855724,"+",,,"GQ602_003794","KAF4589905.1",645,"Crossover junction endonuclease eme1"
"Un","JAACLJ010000003.1",3855932,3857333,"-",,,"GQ602_003795","KAF4589906.1",285,"acetyltransferase"
"Un","JAACLJ010000003.1",3859039,3860071,"+",,,"GQ602_003796","KAF4589907.1",209,"aflatoxin biosynthesis ketoreductase nor-1"
"Un","JAACLJ010000003.1",3861899,3863638,"+",,,"GQ602_003797","KAF4589908.1",579,"glycosyltransferase family 31 protein"
"Un","JAACLJ010000003.1",3869221,3869745,"+",,,"GQ602_003798","KAF4589909.1",174,"hypothetical protein GQ602_003798"
"Un","JAACLJ010000003.1",3872277,3874562,"+",,,"GQ602_003799","KAF4589910.1",722,"Heat-labile enterotoxin IIA, A chain"
"Un","JAACLJ010000003.1",3874853,3876660,"-",,,"GQ602_003800","KAF4589911.1",581,"hypothetical protein GQ602_003800"
"Un","JAACLJ010000003.1",3877008,3878102,"-",,,"GQ602_003801","KAF4589912.1",364,"myo-inositol-1(or 4)-monophosphatase"
"Un","JAACLJ010000003.1",3878542,3879627,"+",,,"GQ602_003802","KAF4589913.1",361,"Cyclin-like F-box"
"Un","JAACLJ010000003.1",3879955,3880413,"+",,,"GQ602_003803","KAF4589914.1",90,"37S ribosomal protein S19, mitochondrial"
"Un","JAACLJ010000003.1",3880617,3881258,"-",,,"GQ602_003804","KAF4589915.1",197,"hypothetical protein GQ602_003804"
"Un","JAACLJ010000003.1",3883237,3884039,"-",,,"GQ602_003805","KAF4589916.1",215,"ER lumen protein retaining receptor"
"Un","JAACLJ010000003.1",3884509,3885690,"+",,,"GQ602_003806","KAF4589917.1",393,"ubiquitin/metalloprotease fusion protein"
"Un","JAACLJ010000003.1",3886914,3887527,"+",,,"GQ602_003807","KAF4589918.1",183,"putative gpi anchored protein"
"Un","JAACLJ010000003.1",3887848,3888991,"-",,,"GQ602_003808","KAF4589919.1",355,"hypothetical protein GQ602_003808"
"Un","JAACLJ010000003.1",3889929,3890239,"+",,,"GQ602_003809","KAF4589920.1",66,"hypothetical protein GQ602_003809"
"Un","JAACLJ010000003.1",3890828,3893172,"-",,,"GQ602_003810","KAF4589921.1",648,"DNA repair protein rad32"
"Un","JAACLJ010000003.1",3893743,3895491,"-",,,"GQ602_003811","KAF4589922.1",582,"putative transporter MCH1"
"Un","JAACLJ010000004.1",9861,10996,"-",,,"GQ602_003812","KAF4587119.1",346,"NAD(P)-binding domain protein"
"Un","JAACLJ010000004.1",12656,14891,"+",,,"GQ602_003813","KAF4587120.1",675,"deuterolysin metalloprotease"
"Un","JAACLJ010000004.1",14978,16240,"-",,,"GQ602_003814","KAF4587121.1",420,"Set1 complex component spp1"
"Un","JAACLJ010000004.1",16415,17345,"+",,,"GQ602_003815","KAF4587122.1",269,"putative SCO1 protein precursor"
"Un","JAACLJ010000004.1",17541,18865,"+",,,"GQ602_003816","KAF4587123.1",407,"HAD-superfamily hydrolase, subfamily IIA, CECR5"
"Un","JAACLJ010000004.1",20044,21994,"-",,,"GQ602_003817","KAF4587124.1",606,"choline kinase"
"Un","JAACLJ010000004.1",22790,23716,"+",,,"GQ602_003818","KAF4587125.1",308,"hypothetical protein GQ602_003818"
"Un","JAACLJ010000004.1",24098,25930,"-",,,"GQ602_003819","KAF4587126.1",545,"ankyrin repeat and BTB/POZ domain-containing protein 1"
"Un","JAACLJ010000004.1",26573,28833,"+",,,"GQ602_003820","KAF4587127.1",712,"NEK protein kinase"
"Un","JAACLJ010000004.1",29656,30216,"-",,,"GQ602_003821","KAF4587128.1",186,"hypothetical protein GQ602_003821"
"Un","JAACLJ010000004.1",30353,31742,"-",,,"GQ602_003822","KAF4587129.1",88,"hypothetical protein GQ602_003822"
"Un","JAACLJ010000004.1",36468,37492,"-",,,"GQ602_003823","KAF4587130.1",320,"C2H2 type zinc finger containing protein"
"Un","JAACLJ010000004.1",42293,43930,"+",,,"GQ602_003824","KAF4587131.1",502,"acriflavine sensitivity control protein acr-2"
"Un","JAACLJ010000004.1",44439,46022,"-",,,"GQ602_003825","KAF4587132.1",527,"Cytochrome P450"
"Un","JAACLJ010000004.1",47925,49583,"-",,,"GQ602_003826","KAF4587133.1",234,"GroES-like protein"
"Un","JAACLJ010000004.1",51061,51489,"+",,,"GQ602_003827","KAF4587134.1",142,"hypothetical protein GQ602_003827"
"Un","JAACLJ010000004.1",52052,54211,"-",,,"GQ602_003828","KAF4587135.1",677,"telomerase-binding protein EST1A"
"Un","JAACLJ010000004.1",56907,57833,"-",,,"GQ602_003829","KAF4587136.1",263,"DUF1275 domain protein"
"Un","JAACLJ010000004.1",59197,60362,"+",,,"GQ602_003830","KAF4587137.1",345,"Pyruvate/Phosphoenolpyruvate kinase"
"Un","JAACLJ010000004.1",60822,62368,"-",,,"GQ602_003831","KAF4587138.1",497,"tRNA threonylcarbamoyladenosine dehydratase 2"
"Un","JAACLJ010000004.1",62555,64210,"+",,,"GQ602_003832","KAF4587139.1",551,"MFS maltose permease"
"Un","JAACLJ010000004.1",64335,65691,"-",,,"GQ602_003833","KAF4587140.1",394,"Arb2 domain-containing protein"
