"ophio_gene","beau_gene","ophio_desc","beau_desc","ophcf2_protein","beau_protein","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"GQ602_000358","BBA_07970","DUF1275 domain protein","DUF1275 domain protein","KAF4594745.1","XP_008601289.1",4.83e-119,341,4.56e-111,320
"GQ602_000359","BBA_07971","QDE3 protein","RecQ family ATP-dependent DNA helicase","KAF4594746.1","XP_008601290.1",0,1360,0,1331
"GQ602_000360","BBA_07972","Karyogamy protein, KAR9","hypothetical protein BBA_07972","KAF4594747.1","XP_008601291.1",0,749,0,769
"GQ602_000361","BBA_07973","hypothetical protein GQ602_000361","hypothetical protein BBA_07973","KAF4594748.1","XP_008601292.1",0,609,0,564
"GQ602_000364","BBA_00188","T-complex protein 1","T-complex protein 1","KAF4594751.1","XP_008593507.1",0,962,0,987
"GQ602_000365","BBA_00187","26S protease regulatory subunit 7","26S proteasome subunit P45 family protein","KAF4594752.1","XP_008593506.1",0,889,0,889
"GQ602_000366","BBA_00186","hypothetical protein GQ602_000366","hypothetical protein BBA_00186","KAF4594753.1","XP_008593505.1",1.19e-28,108,1.15e-26,102
"GQ602_000367","BBA_01967","Cytochrome c1","cytochrome C1 family protein","KAF4594754.1","XP_008595286.1",0,580,0,557
"GQ602_000368","BBA_01968","Ran GTPase-activating protein 1","ran GTPase activating protein 1","KAF4594755.1","XP_008595287.1",0,575,0,575
"GQ602_000369","BBA_01969","hypothetical protein GQ602_000369","hypothetical protein BBA_01969","KAF4594756.1","XP_008595288.1",4.4e-61,192,2.54e-46,154
"GQ602_000370","BBA_01972","proteasome subunit alpha 3","proteasome component C1","KAF4594757.1","XP_008595291.1",5.33e-167,468,1.18e-167,469
"GQ602_000371","BBA_01973","DNA polymerase V","DNA polymerase V","KAF4594758.1","XP_008595292.1",0,930,0,976
"GQ602_000373","BBA_01974","M-phase inducer phosphatase","rhodanese-like domain-containing protein","KAF4594760.1","XP_008595293.1",0,611,0,612
"GQ602_000374","BBA_01975","CwfJ domain-containing protein","CwfJ domain protein","KAF4594761.1","XP_008595294.1",8.03e-170,490,7.59e-173,497
"GQ602_000375","BBA_01976","HEAT repeat protein","down-regulated in metastasis","KAF4594762.1","XP_008595295.1",0,3217,0,3220
"GQ602_000376","BBA_01977","DNL zinc finger domain containing protein","DNL zinc finger protein","KAF4594763.1","XP_008595296.1",4.27e-55,172,3.18e-56,174
"GQ602_000377","BBA_01979","snf5/smarcb1/ini1","snf5/smarcb1/ini1","KAF4594764.1","XP_008595298.1",0,699,0,687
"GQ602_000378","BBA_01980","hypothetical protein GQ602_000378","fungal specific transcription factor","KAF4594765.1","XP_008595299.1",0,838,0,899
"GQ602_000379","BBA_01981","fungal specific transcription factor domain-containing protein","fungal specific transcription factor","KAF4594766.1","XP_008595300.1",0,895,0,787
"GQ602_000380","BBA_01982","hypothetical protein GQ602_000380","putative histidine kinase group protein","KAF4594767.1","XP_008595301.1",3.03e-53,194,1.83e-51,188
"GQ602_000381","BBA_01984","superoxide dismutase","superoxide dismutase","KAF4594768.1","XP_008595303.1",6.44e-57,181,3.84e-57,181
"GQ602_000382","BBA_06014","PX domain protein","PX domain-containing protein","KAF4594769.1","XP_008599333.1",0,1400,0,1417
"GQ602_000383","BBA_06013","septum formation initiator domain-containing protein","hypothetical protein BBA_06013","KAF4594770.1","XP_008599332.1",1.73e-50,170,1.34e-50,170
"GQ602_000384","BBA_06012","rRNA-processing protein CGR1","nucleolar protein CgrA","KAF4594771.1","XP_008599331.1",4.89e-49,150,3.44e-49,150
"GQ602_000385","BBA_06011","cell wall proline rich protein","cell wall proline rich protein","KAF4594772.1","XP_008599330.1",7.57e-175,533,0,558
"GQ602_000387","BBA_04333","DnaJ domain-containing protein","DnaJ domain-containing protein","KAF4594774.1","XP_008597652.1",3.97e-176,496,7.52e-159,452
"GQ602_000389","BBA_04332","hypothetical protein GQ602_000389","G-patch domain-containing protein","KAF4594776.1","XP_008597651.1",4.9e-86,261,1.51e-74,231
"GQ602_000390","BBA_00184","rRNA maturation protein","Nop14-like family protein","KAF4594777.1","XP_008593503.1",0,1067,0,1097
"GQ602_000391","BBA_02306","GMC oxidoreductase","GMC oxidoreductase","KAF4594778.1","XP_008595625.1",0,747,0,747
"GQ602_000395","BBA_00132","cytoskeleton-associated protein","hypothetical protein BBA_00132","KAF4594782.1","XP_008593451.1",3.06e-136,389,2.19e-136,389
"GQ602_000397","BBA_00175","hypothetical protein GQ602_000397","WD repeat domain-containing protein","KAF4594784.1","XP_008593494.1",1.97e-154,450,9.01e-150,437
"GQ602_000398","BBA_00174","60S acidic ribosomal protein P0","60S acidic ribosomal protein P0","KAF4594785.1","XP_008593493.1",1.88e-141,399,8.23e-142,400
"GQ602_000399","BBA_00173","MutS2 protein","MutS domain V","KAF4594786.1","XP_008593492.1",0,1320,0,1320
"GQ602_000400","BBA_00139","hypothetical protein GQ602_000400","hypothetical protein BBA_00139","KAF4594787.1","XP_008593458.1",3.97e-102,307,5.26e-107,320
"GQ602_000401","BBA_00140","Eukaryotic translation initiation factor 2 subunit gamma","eukaryotic translation initiation factor 2 subunit gamma","KAF4594788.1","XP_008593459.1",0,914,0,914
"GQ602_000402","BBA_04334","hyphal anastamosis-8 protein","hypothetical protein BBA_04334","KAF4594789.1","XP_008597653.1",0,648,0,611
"GQ602_000403","BBA_04335","eIF4A-like protein","eIF4A-like protein","KAF4594790.1","XP_008597654.1",0,800,0,800
"GQ602_000405","BBA_04336","CCCH zinc finger and SMR domain containing protein","smr domain-containing protein","KAF4594792.1","XP_008597655.1",0,931,0,948
"GQ602_000406","BBA_01220","hypothetical protein GQ602_000406","hypothetical protein BBA_01220","KAF4594793.1","XP_008594539.1",5.69e-154,444,6.05e-152,439
"GQ602_000407","BBA_01221","Proline iminopeptidase","proline iminopeptidase","KAF4594794.1","XP_008594540.1",0,566,0,560
"GQ602_000408","BBA_00180","DNA polymerase theta subunit","DEAD/DEAH box helicase","KAF4594795.1","XP_008593499.1",0,1191,0,1191
"GQ602_000409","BBA_00181","Bromo adjacent protein","BAH/PHD-containing protein","KAF4594796.1","XP_008593500.1",0,1612,0,1688
"GQ602_000411","BBA_00172","Alpha-mannosidase","glycoside hydrolase family 38","KAF4594798.1","XP_008593491.1",0,1709,0,1697
"GQ602_000415","BBA_00178","Valine--tRNA ligase, mitochondrial","valyl-tRNA synthetase","KAF4594802.1","XP_008593497.1",0,1685,0,1663
"GQ602_000416","BBA_00134","ribosomal protein MRPL25","mitochondrial ribosomal protein MRPL25","KAF4594803.1","XP_008593453.1",1.83e-66,198,1.27e-66,198
"GQ602_000417","BBA_00135","Diphthamide biosynthesis protein 4","CSL zinc finger protein","KAF4594804.1","XP_008593454.1",4.2e-57,174,7.22e-45,143
"GQ602_000418","BBA_00136","14-3-3 protein","TH14-3-3 protein","KAF4594805.1","XP_008593455.1",1.99e-164,455,1.5e-164,455
"GQ602_000419","BBA_00137","ATPase inhibitor, IATP, mitochondria","mitochondrial ATPase inhibitor, putative","KAF4594806.1","XP_008593456.1",5.77e-44,137,3.96e-44,137
"GQ602_000421","BBA_00179","6-phosphogluconate dehydrogenase","hypothetical protein BBA_00179","KAF4594808.1","XP_008593498.1",1.88e-49,171,1.99e-47,166
"GQ602_000422","BBA_00131","THO complex subunit 4A","RNA recognition domain-containing protein","KAF4594809.1","XP_008593450.1",7.37e-69,214,4.98e-84,253
"GQ602_000423","BBA_00142","glycosyltransferase family 62","glycosyltransferase family 62","KAF4594810.1","XP_008593461.1",0,527,0,557
"GQ602_000426","BBA_00146","hypothetical protein GQ602_000426","ELMO/CED-12 family protein","KAF4594813.1","XP_008593465.1",0,839,0,848
"GQ602_000427","BBA_00954","Splicing factor U2AF 23 kDa subunit","splicing factor U2AF 23 kDa subunit","KAF4594814.1","XP_008594273.1",4.98e-144,398,3.6e-144,398
"GQ602_000428","BBA_00955","oxysterol-binding protein","oxysterol-binding protein","KAF4594815.1","XP_008594274.1",0,671,0,666
"GQ602_000429","BBA_00956","hypothetical protein GQ602_000429","hypothetical protein BBA_00956","KAF4594816.1","XP_008594275.1",0,1187,0,1194
"GQ602_000430","BBA_00957","tRNA-dihydrouridine synthase","dihydrouridine synthase","KAF4594817.1","XP_008594276.1",0,529,0,529
"GQ602_000431","BBA_00958","apolipoprotein O","mitochondrial protein","KAF4594818.1","XP_008594277.1",1.8e-91,271,1.88e-99,291
"GQ602_000432","BBA_00960","Mitochondrial intermediate peptidase","peptidase family M3","KAF4594819.1","XP_008594279.1",0,699,0,699
"GQ602_000435","BBA_00969","DNA helicase","DNA helicase","KAF4594822.1","XP_008594288.1",0,1016,0,979
"GQ602_000438","BBA_00971","cutinase g-box binding protein","stress response element binding protein","KAF4594825.1","XP_008594290.1",2.03e-116,350,2.21e-105,321
"GQ602_000439","BBA_00974","extracellular cell wall glucanase Crf1","glycosyl hydrolase family 16","KAF4594826.1","XP_008594293.1",5.32e-146,417,1.89e-151,430
"GQ602_000440","BBA_00975","DNA topoisomerase I","topoisomerase I","KAF4594827.1","XP_008594294.1",0,1363,0,1373
"GQ602_000441","BBA_00976","ATPase, F1 complex, gamma subunit","ATP synthase subunit gamma precursor","KAF4594828.1","XP_008594295.1",3.14e-168,467,2.08e-168,467
"GQ602_000442","BBA_00977","Vacuolar protein sorting-associated protein 33A","flavin containing amine oxidoreductase","KAF4594829.1","XP_008594296.1",0,1228,0,1228
"GQ602_000443","BBA_00978","lysine-specific histone demethylase 1","Sec1 family protein","KAF4594830.1","XP_008594297.1",0,1048,0,1023
"GQ602_000444","BBA_00979","ubiquitin conjugating enzyme","ubiquitin-conjugating enzyme","KAF4594831.1","XP_008594298.1",3.57e-85,245,2.53e-85,245
"GQ602_000445","BBA_00980","calcium/calmodulin-dependent protein kinase","serine/threonine calcium/calmodulin-dependent protein kinase","KAF4594832.1","XP_008594299.1",0,565,0,583
"GQ602_000446","BBA_00981","hypothetical protein GQ602_000446","hypothetical protein BBA_00981","KAF4594833.1","XP_008594300.1",3.19e-10,58.2,9.32e-09,53.1
"GQ602_000448","BBA_00983","C6 and C2H2 transcription factor regA-like protein","alpha/beta hydrolase, putative","KAF4594835.1","XP_008594302.1",5.94e-135,389,1.56e-132,382
"GQ602_000453","BBA_08311","AAA-ATPase vps4-associated protein 1 domain-containing protein","hypothetical protein BBA_08311","KAF4594840.1","XP_008601630.1",4.45e-58,179,2.85e-68,205
"GQ602_000454","BBA_08310","negative regulator of DNA transposition","histone chaperone Rttp106-like protein","KAF4594841.1","XP_008601629.1",9.8e-167,476,4.49e-167,477
"GQ602_000457","BBA_09481","MFS quinate transporter","quinate permease","KAF4594844.1","XP_008602800.1",0,851,0,849
"GQ602_000458","BBA_09483","mediator complex subunit Med18","hypothetical protein BBA_09483","KAF4594845.1","XP_008602802.1",2.47e-138,389,1.23e-134,380
"GQ602_000459","BBA_09485","only proline and serine are matching in the corresponding protein","only prolin and serin are matching in the corresponding protein","KAF4594846.1","XP_008602804.1",1.23e-122,373,1.84e-101,318
"GQ602_000460","BBA_07303","hypothetical protein GQ602_000460","hypothetical protein BBA_07303","KAF4594847.1","XP_008600622.1",4.58e-154,455,4.91e-132,398
"GQ602_000464","BBA_08318","Snf7 protein","Snf7 family protein","KAF4594851.1","XP_008601637.1",8.33e-137,383,6.91e-137,383
"GQ602_000465","BBA_08317","F-box/WD-40 repeat-containing protein","WD domain-containing protein","KAF4594852.1","XP_008601636.1",0,1009,0,1019
"GQ602_000466","BBA_08316","guanine-nucleotide exchange factor Cdc24","guanine-nucleotide exchange factor Cdc24","KAF4594853.1","XP_008601635.1",0,1328,0,1342
"GQ602_000467","BBA_08315","hypothetical protein GQ602_000467","CHCH domain-containing protein","KAF4594854.1","XP_008601634.1",1.12e-32,107,1.14e-36,117
"GQ602_000468","BBA_09476","microcystin LR degradation protein MlrC","MlrC domain-containing protein","KAF4594855.1","XP_008602795.1",0,727,0,717
"GQ602_000469","BBA_09474","benzoate 4-monooxygenase","Cytochrome P450 CYP53A11","KAF4594856.1","XP_008602793.1",0,584,0,584
"GQ602_000470","BBA_03011","1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 2","phosphatidylinositol-specific phospholipase C","KAF4594857.1","XP_008596330.1",0,678,0,652
"GQ602_000475","BBA_02995","branched-chain-amino-acid aminotransferase","branched-chain amino acid aminotransferase","KAF4594862.1","XP_008596314.1",1.07e-180,511,2.98e-178,504
"GQ602_000476","BBA_02994","trehalose phosphate synthase","glycosyltransferase family 20","KAF4594863.1","XP_008596313.1",0,1175,0,1138
"GQ602_000477","BBA_02993","WD repeat protein","WD domain-containing protein","KAF4594864.1","XP_008596312.1",0,833,0,832
"GQ602_000480","BBA_02895","nuclear pore protein (Nic96)","nucleoporin NIC96","KAF4594867.1","XP_008596214.1",0,1498,0,1490
"GQ602_000481","BBA_02755","SPX domain-containing protein","VTC domain-containing protein","KAF4594868.1","XP_008596074.1",0,893,0,884
"GQ602_000482","BBA_02773","putative glutamate synthase","glutamate synthase","KAF4594869.1","XP_008596092.1",0,3962,0,3960
"GQ602_000483","BBA_02777","Anaphase-promoting complex, subunit 15/MND2","hypothetical protein BBA_02777","KAF4594870.1","XP_008596096.1",3.49e-76,238,4.78e-80,248
"GQ602_000486","BBA_02780","cyclin-dependent protein kinase regulator pho80","hypothetical protein BBA_02780","KAF4594873.1","XP_008596099.1",4.43e-76,225,4.61e-70,209
"GQ602_000487","BBA_02196","phosphate system cyclin pho80","nuc-1 negative regulatory protein preg","KAF4594874.1","XP_008595515.1",2.11e-109,323,1.21e-98,295
"GQ602_000488","BBA_05500","armadillo repeat protein","armadillo repeat protein","KAF4594875.1","XP_008598819.1",0,954,0,936
"GQ602_000489","BBA_05501","Developmental and secondary metabolism regulator veA","velvet 1","KAF4594876.1","XP_008598820.1",4.75e-178,510,7.31e-178,509
"GQ602_000492","BBA_03095","tRNA-specific adenosine deaminase subunit tad3","cytidine and deoxycytidylate deaminase zinc-binding region","KAF4594879.1","XP_008596414.1",0,570,0,570
"GQ602_000493","BBA_03094","6-phosphofructo-2-kinase 1","6-phosphofructo-2-kinase","KAF4594880.1","XP_008596413.1",0,1042,0,1047
"GQ602_000494","BBA_03093","putative SOF1 protein","U3 small nucleolar RNA associated protein","KAF4594881.1","XP_008596412.1",0,704,0,719
"GQ602_000495","BBA_03092","RNA polymerase II subunit 3","RNA polymerase Rpb3/RpoA insert domain-containing protein","KAF4594882.1","XP_008596411.1",0,523,0,544
"GQ602_000496","BBA_03087","Mitochondrial dicarboxylate carrier","putative dicarboxylate carrier protein","KAF4594883.1","XP_008596406.1",5.63e-155,434,2.1e-155,435
"GQ602_000497","BBA_03086","phenylalanyl-tRNA synthetase","phenylalanyl-tRNA synthetase","KAF4594884.1","XP_008596405.1",0,514,0,522
"GQ602_000498","BBA_04574","C6 zinc finger domain containing protein","C6 zinc finger domain-containing protein","KAF4594885.1","XP_008597893.1",0,1054,0,1012
"GQ602_000500","BBA_04613","pyridoxamine phosphate oxidase family protein","pyridoxamine phosphate oxidase","KAF4594887.1","XP_008597932.1",1.91e-119,342,1.47e-119,342
"GQ602_000501","BBA_04612","nonsense-mediated mRNA decay protein Upf3","nonsense-mediated mRNA decay protein Upf3","KAF4594888.1","XP_008597931.1",6.28e-156,460,2.49e-161,474
"GQ602_000502","BBA_03083","NAD(P)-binding domain protein","short chain dehydrogenase","KAF4594889.1","XP_008596402.1",0,551,0,533
"GQ602_000505","BBA_03085","calcineurin binding protein","calcipressin -like protein","KAF4594892.1","XP_008596404.1",1.72e-106,307,2.17e-106,306
"GQ602_000506","BBA_06844","Nitrate reductase","Nitrate reductase","KAF4594893.1","XP_008600163.1",0,955,0,946
"GQ602_000508","BBA_08432","adenylosuccinate lyase","adenylosuccinate lyase","KAF4594895.1","XP_008601751.1",0,585,0,588
"GQ602_000509","BBA_00509","aureobasidin resistance protein Aur1","PAP2 superfamily protein","KAF4594896.1","XP_008593828.1",0,555,0,579
"GQ602_000510","BBA_00508","Calcium/calmodulin-dependent protein kinase type I","putative calcium/calmodulin-dependent protein kinase type I","KAF4594897.1","XP_008593827.1",0,642,0,650
"GQ602_000511","BBA_09182","alpha-galactosidase","Glycoside hydrolase, family 36","KAF4594898.1","XP_008602501.1",0,990,0,987
"GQ602_000512","BBA_09183","Cyclin-like F-box","F-box domain-containing protein","KAF4594899.1","XP_008602502.1",0,876,0,897
"GQ602_000513","BBA_09184","ammonium permease","ammonium permease","KAF4594900.1","XP_008602503.1",0,768,0,768
"GQ602_000514","BBA_09185","mitochondrial peptidyl-tRNA hydrolase","peptidyl-tRNA hydrolase","KAF4594901.1","XP_008602504.1",1.93e-67,204,1.27e-67,204
"GQ602_000515","BBA_09186","Protein hob3","protein hob3","KAF4594902.1","XP_008602505.1",2.55e-180,494,1.82e-180,494
"GQ602_000517","BBA_07694","hypothetical protein GQ602_000517","hypothetical protein BBA_07694","KAF4594904.1","XP_008601013.1",3.65e-16,67.4,1.9e-16,67.4
"GQ602_000518","BBA_07695","ubiquitin carboxyl-terminal hydrolase 14","ubiquitin carboxyl-terminal hydrolase","KAF4594905.1","XP_008601014.1",0,770,0,787
"GQ602_000519","BBA_07696","Actin-like protein 2/3 complex subunit 4","ARP2/3 complex 20 kDa subunit","KAF4594906.1","XP_008601015.1",6.02e-121,338,5.25e-121,338
"GQ602_000520","BBA_07697","RNA recognition, RNP-1","hypothetical protein BBA_07697","KAF4594907.1","XP_008601016.1",1.41e-180,526,0,536
"GQ602_000521","BBA_01615","hypothetical protein GQ602_000521","aquaporin-2","KAF4594908.1","XP_008594934.1",2.99e-92,275,1.02e-96,286
"GQ602_000522","BBA_07701","Histone-lysine N-methyltransferase ASH1L","SET domain-containing protein","KAF4594909.1","XP_008601020.1",0,676,0,636
"GQ602_000523","BBA_07702","CRAL/TRIO domain protein","CRAL/TRIO domain-containing protein","KAF4594910.1","XP_008601021.1",6.17e-54,180,3.3e-55,183
"GQ602_000524","BBA_02399","phosphoribosylaminoimidazole carboxylase","phosphoribosylaminoimidazole carboxylase","KAF4594911.1","XP_008595718.1",0,710,0,717
"GQ602_000525","BBA_07839","NAD(P)-binding domain protein","short chain dehydrogenase, putative","KAF4594912.1","XP_008601158.1",7.96e-108,311,5.63e-108,311
"GQ602_000526","BBA_09175","Cyclin-related protein","cyclin ccl1","KAF4594913.1","XP_008602494.1",0,529,0,529
"GQ602_000531","BBA_05614","methyltransferase domain-containing protein","hypothetical protein BBA_05614","KAF4594918.1","XP_008598933.1",2.62e-105,312,2.59e-103,307
"GQ602_000532","BBA_04045","Phosphoribosylaminoimidazole-succinocarboxamide synthase","phosphoribosylaminoimidazole-succinocarboxamide synthase","KAF4594919.1","XP_008597364.1",1.66e-107,314,6.72e-101,296
"GQ602_000533","BBA_05647","Amine oxidase","NAD/FAD-binding protein","KAF4594920.1","XP_008598966.1",8.3e-124,369,5.93e-124,369
"GQ602_000534","BBA_05011","Major facilitator superfamily domain, general substrate transporter","major facilitator superfamily transporter","KAF4594921.1","XP_008598330.1",0,682,0,681
"GQ602_000535","BBA_07131","RING finger domain protein","C3HC4 type (RING finger) zinc finger containing protein","KAF4594922.1","XP_008600450.1",1.5e-29,112,1.22e-28,109
"GQ602_000537","BBA_07526","Protein rds1","protein rds1","KAF4594924.1","XP_008600845.1",0,636,0,659
"GQ602_000538","BBA_03224","Ribosomal RNA adenine methylase transferase","Ribosomal RNA adenine methylase transferase","KAF4594925.1","XP_008596543.1",5.6e-159,466,3.72e-165,481
"GQ602_000539","BBA_03226","Vacuolar protein sorting-associated protein 4","ATPase protein","KAF4594926.1","XP_008596545.1",0,788,0,788
"GQ602_000540","BBA_03227","prefoldin subunit 6","prefoldin subunit","KAF4594927.1","XP_008596546.1",8.57e-50,153,3.68e-52,159
"GQ602_000541","BBA_03228","endosome-associated ubiquitin isopeptidase (AmsH)","STAM-binding protein","KAF4594928.1","XP_008596547.1",0,556,0,551
"GQ602_000542","BBA_03825","heme peroxidase","Cytochrome P450 CYP6001C8","KAF4594929.1","XP_008597144.1",0,1411,0,1411
"GQ602_000543","BBA_08745","Cys/Met metabolism, pyridoxal phosphate-dependent enzyme","cystathionine gamma-synthase","KAF4594930.1","XP_008602064.1",7.78e-69,228,6.17e-65,218
"GQ602_000544","BBA_10064","amino acid permease","amino acid permease","KAF4594931.1","XP_008603383.1",0,527,0,532
"GQ602_000545","BBA_10063","Amine oxidase","flavin containing polyamine oxidase, putative","KAF4594932.1","XP_008603382.1",0,673,0,660
"GQ602_000547","BBA_04891","Sec14 cytosolic factor","Sec14 cytosolic factor","KAF4594934.1","XP_008598210.1",0,514,0,518
"GQ602_000548","BBA_04890","YagE family protein","sporulation protein RMD1","KAF4594935.1","XP_008598209.1",2.29e-139,404,4.38e-144,416
"GQ602_000549","BBA_04882","ATP-dependent RNA helicase DHH1","DEAD/DEAH box helicase","KAF4594936.1","XP_008598201.1",0,853,0,865
"GQ602_000550","BBA_04883","Acyl-CoA dehydrogenase","acyl-CoA dehydrogenase","KAF4594937.1","XP_008598202.1",0,929,0,925
"GQ602_000551","BBA_04884","DNA-repair protein rad2","DNA-repair protein rad2","KAF4594938.1","XP_008598203.1",0,680,0,694
"GQ602_000552","BBA_04885","Nup37p-like protein","hypothetical protein BBA_04885","KAF4594939.1","XP_008598204.1",0,754,0,743
"GQ602_000553","BBA_04887","WSC domain containing protein","transmembrane alpha-helix domain-containing protein","KAF4594940.1","XP_008598206.1",3.92e-69,215,1.16e-71,221
"GQ602_000554","BBA_04889","hypothetical protein GQ602_000554","hypothetical protein BBA_04889","KAF4594941.1","XP_008598208.1",0,701,0,676
"GQ602_000555","BBA_04888","Vacuolar protease A","vacuolar protease A","KAF4594942.1","XP_008598207.1",0,577,0,598
"GQ602_000556","BBA_00751","hypothetical protein GQ602_000556","hypothetical protein BBA_00751","KAF4594943.1","XP_008594070.1",2.27e-28,116,3.47e-24,103
"GQ602_000559","BBA_04847","saccharopine dehydrogenase protein","saccharopine dehydrogenase","KAF4594946.1","XP_008598166.1",2.67e-101,303,1.98e-106,316
"GQ602_000560","BBA_00753","Sec23/Sec24 family protein","transport protein sec24","KAF4594947.1","XP_008594072.1",0,1485,0,1507
"GQ602_000561","BBA_00754","mitochondrial chaperone BCS1","serine/threonine kinase","KAF4594948.1","XP_008594073.1",1.45e-149,423,1.04e-152,430
"GQ602_000562","BBA_00755","asparaginyl-tRNA synthetase","asparaginyl-tRNA synthetase","KAF4594949.1","XP_008594074.1",0,598,0,623
"GQ602_000564","BBA_06059","Aromatic-ring hydroxylase-like protein","monooxygenase-like protein","KAF4594951.1","XP_008599378.1",3.1e-165,469,5.15e-155,442
"GQ602_000565","BBA_00757","Beta-Casp domain protein","RNA-metabolising metallo-beta-lactamase","KAF4594952.1","XP_008594076.1",0,1083,0,1212
"GQ602_000566","BBA_00758","SYS1-related integral membrane protein","protein sys1","KAF4594953.1","XP_008594077.1",7.83e-64,195,1.04e-71,215
"GQ602_000567","BBA_00759","cytochrome c oxidase, subunit VIb","Cytochrome c oxidase, subunit VIb","KAF4594954.1","XP_008594078.1",5.67e-29,101,3.55e-34,114
"GQ602_000568","BBA_00760","phosphatidylinositol-4-phosphate 5-kinase its3","phosphatidylinositol-4-phosphate 5-Kinase","KAF4594955.1","XP_008594079.1",0,977,0,936
"GQ602_000569","BBA_07132","DASH complex subunit Spc34","DASH complex subunit Spc34","KAF4594956.1","XP_008600451.1",1.06e-76,231,3.77e-94,276
"GQ602_000570","BBA_03223","Lipopolysaccharide-modifying protein","capsular associated protein","KAF4594957.1","XP_008596542.1",0,729,0,716
"GQ602_000572","BBA_04900","DNA replication regulator SLD2","DNA replication regulator SLD2","KAF4594959.1","XP_008598219.1",2.03e-51,176,6.83e-50,172
"GQ602_000573","BBA_04115","DUF1649 domain protein","DUF1649 domain protein","KAF4594960.1","XP_008597434.1",8.14e-66,197,2.4e-67,201
"GQ602_000574","BBA_04116","forkhead box protein L2","fork head domain-containing protein","KAF4594961.1","XP_008597435.1",0,811,4.08e-141,433
"GQ602_000575","BBA_04117","polyA nuclease","actin cytoskeleton-regulatory complex protein pan1","KAF4594962.1","XP_008597436.1",0,1422,0,1403
"GQ602_000576","BBA_04118","leucine rich repeat protein","leucine rich repeat protein","KAF4594963.1","XP_008597437.1",0,998,0,1004
"GQ602_000578","BBA_04126","nitrate reductase","oxidoreductase FAD-binding domain-containing protein","KAF4594965.1","XP_008597445.1",0,527,0,527
"GQ602_000579","BBA_04127","Tetratricopeptide-like helical","RNA polymerase II-associated protein","KAF4594966.1","XP_008597446.1",0,1800,0,1792
"GQ602_000580","BBA_02522","hypothetical protein GQ602_000580","60S ribosomal subunit assembly/export protein LOC1","KAF4594967.1","XP_008595841.1",6.12e-59,181,2.1e-60,185
"GQ602_000581","BBA_02521","hydrolase, alpha/beta fold family","hydrolase, alpha/beta fold family","KAF4594968.1","XP_008595840.1",0,617,0,617
"GQ602_000582","BBA_02520","Serine/threonine-protein kinase domain protein","CTD kinase subunit alpha","KAF4594969.1","XP_008595839.1",0,682,0,674
"GQ602_000583","BBA_02680","hypothetical protein GQ602_000583","hypothetical protein BBA_02680","KAF4594970.1","XP_008595999.1",2.68e-109,333,9.74e-106,323
"GQ602_000584","BBA_02679","Plasma membrane proteolipid 3","stress response RCI peptide, putative","KAF4594971.1","XP_008595998.1",1.68e-55,166,1.16e-55,166
"GQ602_000585","BBA_02678","Ribonuclease H-like protein","centractin (ARP1)","KAF4594972.1","XP_008595997.1",0,1002,0,725
"GQ602_000586","BBA_02677","histidine kinase group protein","putative histidine kinase group protein","KAF4594973.1","XP_008595996.1",1.22e-129,401,1.61e-125,389
"GQ602_000587","BBA_02676","chromatin assembly factor 1 subunit C","nucleosome remodeling factor CAF-I subunit","KAF4594974.1","XP_008595995.1",0,739,0,739
"GQ602_000588","BBA_02675","exonuclease Kem1","XRN 5\\'-3\\' exonuclease","KAF4594975.1","XP_008595994.1",0,1973,0,1948
"GQ602_000589","BBA_02674","Signal peptidase subunit family protein","signal peptidase subunit","KAF4594976.1","XP_008595993.1",3.47e-121,342,4.21e-119,337
"GQ602_000590","BBA_02673","Ulp1 protease family protein","Ulp1 protease family protein","KAF4594977.1","XP_008595992.1",8.44e-108,353,4.5e-115,372
"GQ602_000591","BBA_02672","rRNA processing protein RRP9","WD domain-containing protein","KAF4594978.1","XP_008595991.1",0,762,0,754
"GQ602_000592","BBA_02671","proteasome subunit beta type-2","proteasome A-type and B-type","KAF4594979.1","XP_008595990.1",6.04e-132,369,4.17e-132,369
"GQ602_000593","BBA_02512","ATP-dependent RNA helicase DED1","putative ATP-dependent RNA helicase DED1","KAF4594980.1","XP_008595831.1",0,894,0,916
"GQ602_000594","BBA_02511","hypothetical protein GQ602_000594","AMP-dependent synthetase/ligase","KAF4594981.1","XP_008595830.1",0,605,0,643
"GQ602_000595","BBA_02510","Heterokaryon incompatibility","tol protein","KAF4594982.1","XP_008595829.1",3.09e-148,452,2.45e-147,449
"GQ602_000596","BBA_02509","catalytic protein","hypothetical protein BBA_02509","KAF4594983.1","XP_008595828.1",8.12e-147,438,3.32e-166,488
"GQ602_000598","BBA_02507","fungal specific transcription factor","fungal specific transcription factor","KAF4594985.1","XP_008595826.1",0,1196,0,1224
"GQ602_000599","BBA_02506","Mediator of RNA polymerase II transcription subunit 19","Rox3 mediator complex subunit","KAF4594986.1","XP_008595825.1",3.88e-127,365,8.63e-132,377
"GQ602_000600","BBA_03461","hypothetical protein GQ602_000600","fatty acid desaturase","KAF4594987.1","XP_008596780.1",0,704,0,682
"GQ602_000602","BBA_02503","3-hydroxybutyryl-CoA dehydrogenase","3-hydroxybutyryl-CoA dehydrogenase","KAF4594989.1","XP_008595822.1",0,515,0,540
